gene_id,gene_name,gene_type,gene_length,gene_count
ENSMUSG00000084785.2,Gm13972,lncRNA,3164,0
ENSMUSG00000082997.2,Gm13975,processed_pseudogene,782,0
ENSMUSG00000085222.2,Gm13974,lncRNA,1454,0
ENSMUSG00000101448.2,Gm28494,lncRNA,562,0
ENSMUSG00000099361.2,Gm28492,lncRNA,1019,0
ENSMUSG00000084222.2,Gm13973,processed_pseudogene,894,0
ENSMUSG00000099802.2,Gm28493,lncRNA,604,0
ENSMUSG00000087309.2,4930528P14Rik,lncRNA,509,0
ENSMUSG00000086197.2,Gm13976,lncRNA,479,0
ENSMUSG00000085582.8,3110099E03Rik,lncRNA,2935,0
ENSMUSG00000086735.2,Gm13977,lncRNA,4049,0
ENSMUSG00000040282.14,Cdin1,protein_coding,4349,0
ENSMUSG00000088606.3,Mir1951,miRNA,89,0
ENSMUSG00000027210.21,Meis2,protein_coding,12043,1
ENSMUSG00000086328.2,2700033N17Rik,lncRNA,721,0
ENSMUSG00000086308.2,G630016G05Rik,lncRNA,3515,0
ENSMUSG00000103562.2,2810405F15Rik,TEC,932,0
ENSMUSG00000081787.2,Gm13991,processed_pseudogene,648,0
ENSMUSG00000086462.2,Gm13990,lncRNA,2701,0
ENSMUSG00000027355.16,Tmco5,protein_coding,1228,0
ENSMUSG00000085316.2,D330050G23Rik,lncRNA,2326,0
ENSMUSG00002076462.1,7SK,misc_RNA,313,0
ENSMUSG00000065794.4,Gm25514,snRNA,135,0
ENSMUSG00000099470.2,Gm29340,lncRNA,3854,0
ENSMUSG00000074930.6,Gm13981,processed_pseudogene,447,0
ENSMUSG00000027351.15,Spred1,protein_coding,6784,1
ENSMUSG00000076376.3,Mir674,miRNA,100,0
ENSMUSG00000081842.2,Rap1a-ps2,processed_pseudogene,559,0
ENSMUSG00000065845.3,Gm25189,snRNA,164,0
ENSMUSG00000027349.6,Fam98b,protein_coding,3390,0
ENSMUSG00000027347.19,Rasgrp1,protein_coding,5600,0
ENSMUSG00000085681.2,Gm13982,lncRNA,755,0
ENSMUSG00000101394.2,Gm28183,lncRNA,1406,0
ENSMUSG00000086203.2,Gm13985,lncRNA,621,0
ENSMUSG00000086221.2,4930412B13Rik,lncRNA,1276,0
ENSMUSG00000087203.8,Gm13986,lncRNA,5352,0
ENSMUSG00000103266.2,Gm36979,TEC,539,0
ENSMUSG00000077359.3,Gm25308,snRNA,158,0
ENSMUSG00000040152.9,Thbs1,protein_coding,6073,13
ENSMUSG00000101859.2,Gm29233,lncRNA,281,0
ENSMUSG00000027344.15,Fsip1,protein_coding,2911,0
ENSMUSG00002076765.1,ENSMUSG00002076765,miRNA,94,0
ENSMUSG00000100046.2,Gm29232,lncRNA,297,0
ENSMUSG00000045339.8,A930104D05Rik,lncRNA,939,0
ENSMUSG00000040133.3,Gpr176,protein_coding,3899,6
ENSMUSG00000085889.2,1700054M17Rik,lncRNA,445,0
ENSMUSG00002075863.1,5S_rRNA,rRNA,94,0
ENSMUSG00000005102.14,Eif2ak4,protein_coding,7457,0
ENSMUSG00000009549.15,Srp14,protein_coding,1195,0
ENSMUSG00000084028.2,Gm13983,processed_pseudogene,865,0
ENSMUSG00000040093.17,Bmf,protein_coding,5253,0
ENSMUSG00000080747.2,Gm14016,processed_pseudogene,486,0
ENSMUSG00000040084.10,Bub1b,protein_coding,4275,1
ENSMUSG00000074923.11,Pak6,protein_coding,5211,0
ENSMUSG00000078137.2,Ankrd63,protein_coding,4861,0
ENSMUSG00000040061.18,Plcb2,protein_coding,6597,0
ENSMUSG00000074918.5,Inafm2,protein_coding,3053,0
ENSMUSG00000045838.9,Ccdc9b,protein_coding,4779,0
ENSMUSG00000046804.14,Phgr1,protein_coding,547,0
ENSMUSG00000040035.15,Disp2,protein_coding,9555,0
ENSMUSG00000027331.16,Knstrn,protein_coding,5158,0
ENSMUSG00000086421.2,Gm14091,lncRNA,874,0
ENSMUSG00000027332.12,Ivd,protein_coding,5505,2
ENSMUSG00000040007.9,Bahd1,protein_coding,4664,0
ENSMUSG00000074916.6,Chst14,protein_coding,2090,1
ENSMUSG00000084802.2,Gm14089,lncRNA,318,0
ENSMUSG00000081413.4,Uqcrh-ps2,processed_pseudogene,269,0
ENSMUSG00000039983.14,Ccdc32,protein_coding,2214,0
ENSMUSG00000027324.2,Rpusd2,protein_coding,2706,0
ENSMUSG00000027326.14,Knl1,protein_coding,8542,3
ENSMUSG00000027323.11,Rad51,protein_coding,6649,0
ENSMUSG00000070730.12,Rmdn3,protein_coding,3537,0
ENSMUSG00000046814.4,Gchfr,protein_coding,645,0
ENSMUSG00000034278.4,Dnajc17,protein_coding,1308,0
ENSMUSG00000055926.4,Gm14137,protein_coding,3067,0
ENSMUSG00000081572.4,Gm14138,processed_pseudogene,745,0
ENSMUSG00000068580.12,Zfyve19,protein_coding,3255,0
ENSMUSG00000027317.9,Ppp1r14d,protein_coding,852,0
ENSMUSG00000027315.14,Spint1,protein_coding,2767,0
ENSMUSG00000034226.8,Rhov,protein_coding,1703,0
ENSMUSG00000084015.2,Gm14175,unprocessed_pseudogene,241,0
ENSMUSG00000034216.13,Vps18,protein_coding,4786,0
ENSMUSG00000074912.11,Gm14207,lncRNA,1054,0
ENSMUSG00000027314.7,Dll4,protein_coding,3852,0
ENSMUSG00000027313.4,Chac1,protein_coding,1637,0
ENSMUSG00000034154.16,Ino80,protein_coding,6803,0
ENSMUSG00000082369.2,Gm14208,processed_pseudogene,678,0
ENSMUSG00000048647.10,Exd1,protein_coding,6042,0
ENSMUSG00000014077.14,Chp1,protein_coding,3499,2
ENSMUSG00000085438.2,Oip5os1,lncRNA,8306,0
ENSMUSG00000072980.4,Oip5,protein_coding,1778,0
ENSMUSG00000027306.16,Nusap1,protein_coding,4059,0
ENSMUSG00000064906.3,n-R5s204,rRNA,119,0
ENSMUSG00000027305.10,Ndufaf1,protein_coding,1501,0
ENSMUSG00000082029.2,H3f3c,processed_pseudogene,411,0
ENSMUSG00000081416.2,Gm14383,processed_pseudogene,386,0
ENSMUSG00000027304.10,Rtf1,protein_coding,5731,0
ENSMUSG00000064722.3,Gm25857,snoRNA,129,0
ENSMUSG00000027296.8,Itpka,protein_coding,1818,0
ENSMUSG00000027297.16,Ltk,protein_coding,3594,0
ENSMUSG00000034032.16,Rpap1,protein_coding,6636,0
ENSMUSG00000065164.3,Gm23814,snRNA,102,0
ENSMUSG00000027298.18,Tyro3,protein_coding,6198,0
ENSMUSG00000081056.2,Gm13998,processed_pseudogene,335,0
ENSMUSG00000033943.16,Mga,protein_coding,15340,0
ENSMUSG00000033902.13,Mapkbp1,protein_coding,7602,1
ENSMUSG00000098632.3,Mir7665,miRNA,63,0
ENSMUSG00000087458.2,Gm13999,lncRNA,969,0
ENSMUSG00000098789.8,Jmjd7,protein_coding,1960,0
ENSMUSG00000033852.17,Gm28042,protein_coding,5188,0
ENSMUSG00000098488.8,Pla2g4b,protein_coding,5831,0
ENSMUSG00000074899.7,Sptbn5,protein_coding,11654,0
ENSMUSG00000027293.14,Ehd4,protein_coding,4007,0
ENSMUSG00000050211.15,Pla2g4e,protein_coding,6960,0
ENSMUSG00000087555.2,Gm13997,lncRNA,336,0
ENSMUSG00000070719.5,Pla2g4d,protein_coding,3688,0
ENSMUSG00000046971.8,Pla2g4f,protein_coding,3203,0
ENSMUSG00000027291.16,Vps39,protein_coding,8605,0
ENSMUSG00000033808.17,Tmem87a,protein_coding,7528,0
ENSMUSG00000062646.13,Ganc,protein_coding,9096,0
ENSMUSG00000118623.2,Gm52968,protein_coding,2894,0
ENSMUSG00000079110.13,Capn3,protein_coding,4316,0
ENSMUSG00000027288.17,Zfp106,protein_coding,10429,1
ENSMUSG00000027287.15,Snap23,protein_coding,4293,0
ENSMUSG00000027286.17,Lrrc57,protein_coding,2227,0
ENSMUSG00000027285.14,Haus2,protein_coding,3218,0
ENSMUSG00000033705.18,Stard9,protein_coding,22053,0
ENSMUSG00002075096.1,5S_rRNA,rRNA,125,0
ENSMUSG00000027284.17,Cdan1,protein_coding,11421,0
ENSMUSG00000090100.8,Ttbk2,protein_coding,11406,0
ENSMUSG00000087519.9,AV039307,lncRNA,1284,0
ENSMUSG00000027272.6,Ubr1,protein_coding,9889,0
ENSMUSG00000054484.15,Tmem62,protein_coding,3348,0
ENSMUSG00002075710.1,ENSMUSG00002075710,miRNA,77,0
ENSMUSG00000065883.4,Gm22865,snoRNA,214,0
ENSMUSG00000023572.17,Ccndbp1,protein_coding,3469,0
ENSMUSG00000023216.14,Epb42,protein_coding,5417,0
ENSMUSG00000053675.9,Tgm5,protein_coding,3155,0
ENSMUSG00000081313.2,Gm14213,processed_pseudogene,768,0
ENSMUSG00000079103.4,Tgm7,protein_coding,2158,0
ENSMUSG00000074890.5,Lcmt2,protein_coding,3350,0
ENSMUSG00000089009.3,Gm23858,snRNA,106,0
ENSMUSG00000027259.16,Adal,protein_coding,5317,0
ENSMUSG00000050619.15,Zscan29,protein_coding,7169,0
ENSMUSG00000027263.13,Tubgcp4,protein_coding,8395,3
ENSMUSG00000043909.17,Trp53bp1,protein_coding,14164,0
ENSMUSG00000027254.14,Map1a,protein_coding,12166,1
ENSMUSG00000087704.2,Gm14978,lncRNA,304,0
ENSMUSG00000033526.17,Ppip5k1,protein_coding,12486,0
ENSMUSG00000000308.15,Ckmt1,protein_coding,2496,0
ENSMUSG00000033498.15,Strc,protein_coding,6229,0
ENSMUSG00000033486.15,Catsper2,protein_coding,3695,0
ENSMUSG00000082651.2,Gm14001,processed_pseudogene,247,0
ENSMUSG00000084140.2,Gm14000,processed_pseudogene,233,0
ENSMUSG00000027248.14,Pdia3,protein_coding,3139,2
ENSMUSG00000027246.13,Ell3,protein_coding,2190,0
ENSMUSG00000046110.16,Serinc4,protein_coding,4606,0
ENSMUSG00000074884.13,Serf2,protein_coding,5455,0
ENSMUSG00000080374.3,Gm22953,miRNA,101,0
ENSMUSG00000027245.12,Hypk,protein_coding,5278,0
ENSMUSG00000048222.4,Mfap1b,protein_coding,3362,0
ENSMUSG00000081967.2,Gm14017,processed_pseudogene,386,0
ENSMUSG00000084407.2,Gm14018,unprocessed_pseudogene,455,0
ENSMUSG00000068479.6,Mfap1a,protein_coding,4198,0
ENSMUSG00000027242.15,Wdr76,protein_coding,6305,0
ENSMUSG00000027238.18,Frmd5,protein_coding,7546,0
ENSMUSG00000081264.2,Gm14021,processed_pseudogene,961,0
ENSMUSG00000084244.2,Gm14020,processed_pseudogene,662,0
ENSMUSG00000086913.2,Gm14019,lncRNA,403,0
ENSMUSG00000060227.16,Golm2,protein_coding,5858,0
ENSMUSG00002076141.1,5S_rRNA,rRNA,114,0
ENSMUSG00000074881.5,Mageb3,protein_coding,2341,0
ENSMUSG00000033411.17,Ctdspl2,protein_coding,9251,0
ENSMUSG00000027236.9,Eif3j1,protein_coding,5830,0
ENSMUSG00002076932.1,ENSMUSG00002076932,miRNA,68,0
ENSMUSG00000033396.14,Spg11,protein_coding,8042,0
ENSMUSG00000027233.5,Patl2,protein_coding,2434,0
ENSMUSG00000060802.9,B2m,protein_coding,860,3
ENSMUSG00000033368.9,Trim69,protein_coding,1888,0
ENSMUSG00000027229.6,Terb2,protein_coding,2115,0
ENSMUSG00000082670.2,Gm14050,processed_pseudogene,346,0
ENSMUSG00000079966.3,Gm14058,processed_pseudogene,735,0
ENSMUSG00000070692.7,Rps12-ps10,processed_pseudogene,399,0
ENSMUSG00000027227.8,Sord,protein_coding,2352,0
ENSMUSG00000068452.9,Duox2,protein_coding,6771,0
ENSMUSG00000027225.8,Duoxa2,protein_coding,1592,0
ENSMUSG00000027224.15,Duoxa1,protein_coding,3977,0
ENSMUSG00000033268.9,Duox1,protein_coding,5267,0
ENSMUSG00000033256.15,Shf,protein_coding,2305,0
ENSMUSG00000088506.3,Gm24409,snRNA,152,0
ENSMUSG00000027219.14,Slc28a2,protein_coding,4208,0
ENSMUSG00000083645.2,Gm14086,unprocessed_pseudogene,173,0
ENSMUSG00000081219.2,Bambi-ps1,processed_pseudogene,592,0
ENSMUSG00000079071.3,Slc28a2b,protein_coding,4996,0
ENSMUSG00000027199.15,Gatm,protein_coding,3001,0
ENSMUSG00000118663.1,Spata5l1,protein_coding,4578,0
ENSMUSG00000033213.17,AA467197,protein_coding,1203,0
ENSMUSG00000076309.4,Mir147,miRNA,79,0
ENSMUSG00000005802.13,Slc30a4,protein_coding,5482,0
ENSMUSG00000087017.8,4930417H01Rik,lncRNA,1887,0
ENSMUSG00000085633.2,Bloc1s6os,lncRNA,696,0
ENSMUSG00000005804.15,Bloc1s6,protein_coding,3899,0
ENSMUSG00000005803.15,Sqor,protein_coding,4084,0
ENSMUSG00000084372.2,Gm13988,processed_pseudogene,288,0
ENSMUSG00000027200.18,Sema6d,protein_coding,10559,0
ENSMUSG00000085496.2,4930517E11Rik,lncRNA,1457,0
ENSMUSG00000086954.2,4930583P06Rik,lncRNA,706,0
ENSMUSG00000087450.2,Gm13994,lncRNA,513,0
ENSMUSG00000035183.15,Slc24a5,protein_coding,2330,0
ENSMUSG00000027201.17,Myef2,protein_coding,5936,0
ENSMUSG00000118793.1,U6,snRNA,107,0
ENSMUSG00000087056.2,Gm14004,lncRNA,590,0
ENSMUSG00000074872.4,Ctxn2,protein_coding,1089,0
ENSMUSG00000027202.13,Slc12a1,protein_coding,5763,0
ENSMUSG00000086416.2,Gm14002,lncRNA,2839,0
ENSMUSG00000027203.16,Dut,protein_coding,2410,0
ENSMUSG00000085797.2,A530010F05Rik,lncRNA,1020,0
ENSMUSG00000087682.2,Gm14003,lncRNA,313,0
ENSMUSG00000027204.14,Fbn1,protein_coding,12128,0
ENSMUSG00000053615.2,Gm9913,lncRNA,2793,0
ENSMUSG00000068394.5,Cep152,protein_coding,5768,0
ENSMUSG00000035109.15,Shc4,protein_coding,8263,0
ENSMUSG00000091337.4,Eid1,protein_coding,1691,0
ENSMUSG00000035093.17,Secisbp2l,protein_coding,8222,3
ENSMUSG00000027206.14,Cops2,protein_coding,3549,0
ENSMUSG00000027207.16,Galk2,protein_coding,6088,0
ENSMUSG00000027209.18,Fam227b,protein_coding,2535,0
ENSMUSG00000027208.15,Fgf7,protein_coding,3248,0
ENSMUSG00000118995.1,U6,snRNA,107,0
ENSMUSG00000023330.13,Dtwd1,protein_coding,1350,0
ENSMUSG00000090353.3,Gm17555,protein_coding,1113,0
ENSMUSG00002076287.1,7SK,misc_RNA,292,0
ENSMUSG00000060131.12,Atp8b4,protein_coding,6660,0
ENSMUSG00000027359.17,Slc27a2,protein_coding,3754,0
ENSMUSG00000027360.6,Hdc,protein_coding,6389,0
ENSMUSG00000027361.16,Gabpb1,protein_coding,7752,0
ENSMUSG00002075206.1,U1,snRNA,149,0
ENSMUSG00000098024.2,Gm27003,lncRNA,497,0
ENSMUSG00000027363.16,Usp8,protein_coding,4193,1
ENSMUSG00000027364.15,Usp50,protein_coding,3105,0
ENSMUSG00000074846.4,Gm10774,processed_pseudogene,204,0
ENSMUSG00000027365.15,Trpm7,protein_coding,11315,1
ENSMUSG00000081894.2,Gm14212,processed_pseudogene,826,0
ENSMUSG00000027366.13,Sppl2a,protein_coding,8665,1
ENSMUSG00000098896.3,Mir3473g,miRNA,136,0
ENSMUSG00000001998.16,Ap4e1,protein_coding,9810,0
ENSMUSG00002076437.1,ENSMUSG00002076437,miRNA,125,0
ENSMUSG00000001999.16,Blvra,protein_coding,2446,0
ENSMUSG00000034906.16,Ncaph,protein_coding,4307,0
ENSMUSG00000074825.5,Itpripl1,protein_coding,3738,0
ENSMUSG00000044145.3,1810024B03Rik,protein_coding,3550,0
ENSMUSG00000003660.11,Snrnp200,protein_coding,7819,3
ENSMUSG00000003662.11,Ciao1,protein_coding,3197,0
ENSMUSG00000034850.16,Tmem127,protein_coding,4811,9
ENSMUSG00000103957.2,Gm10766,TEC,606,0
ENSMUSG00000027367.17,Stard7,protein_coding,5567,0
ENSMUSG00000027368.7,Dusp2,protein_coding,2003,0
ENSMUSG00000050468.13,Astl,protein_coding,2560,0
ENSMUSG00000058620.6,Adra2b,protein_coding,4014,0
ENSMUSG00000046338.5,Gpat2,protein_coding,2628,0
ENSMUSG00000027371.11,Fahd2a,protein_coding,1463,0
ENSMUSG00000079056.13,Kcnip3,protein_coding,3546,0
ENSMUSG00002076675.1,7SK,misc_RNA,292,0
ENSMUSG00000118630.2,Gm52974,unprocessed_pseudogene,474,0
ENSMUSG00000027376.16,Prom2,protein_coding,5187,0
ENSMUSG00000083648.2,Gm14229,processed_pseudogene,850,0
ENSMUSG00000034800.16,Zfp661,protein_coding,5165,0
ENSMUSG00000027374.13,Mrps5,protein_coding,6578,0
ENSMUSG00000027375.15,Mal,protein_coding,2778,0
ENSMUSG00000089264.4,Gm22889,snoRNA,58,0
ENSMUSG00000084006.2,Gm14245,processed_pseudogene,1843,0
ENSMUSG00000087162.2,Gm14244,lncRNA,2410,0
ENSMUSG00000027377.3,Mall,protein_coding,2006,0
ENSMUSG00000027378.17,Nphp1,protein_coding,2708,0
ENSMUSG00000051319.7,Mtln,protein_coding,800,0
ENSMUSG00000027379.14,Bub1,protein_coding,4354,0
ENSMUSG00000027380.11,Acoxl,protein_coding,3179,0
ENSMUSG00002076263.1,ENSMUSG00002076263,miRNA,126,0
ENSMUSG00000088175.3,Gm23101,snRNA,137,0
ENSMUSG00000027381.17,Bcl2l11,protein_coding,8029,0
ENSMUSG00000074813.15,Morrbid,lncRNA,19982,0
ENSMUSG00000085750.2,Gm14009,lncRNA,656,0
ENSMUSG00000079053.4,Gm14010,lncRNA,374,0
ENSMUSG00000114963.2,Gm29010,lncRNA,1042,0
ENSMUSG00000082671.3,Gm14006,processed_pseudogene,981,0
ENSMUSG00000082350.2,Gm14008,processed_pseudogene,274,0
ENSMUSG00000074812.13,Spdye4c,protein_coding,1473,0
ENSMUSG00000109931.2,Gm39929,lncRNA,693,0
ENSMUSG00000080789.2,Gm14007,processed_pseudogene,210,0
ENSMUSG00000014355.11,Anapc1,protein_coding,16714,15
ENSMUSG00000014361.6,Mertk,protein_coding,4336,0
ENSMUSG00000085036.2,Gm14011,lncRNA,302,0
ENSMUSG00002074943.1,ENSMUSG00002074943,snoRNA,124,0
ENSMUSG00000014353.16,Tmem87b,protein_coding,8395,0
ENSMUSG00000027386.10,Fbln7,protein_coding,3228,0
ENSMUSG00002075190.1,ENSMUSG00002075190,miRNA,122,0
ENSMUSG00000027387.12,Zc3h8,protein_coding,1624,0
ENSMUSG00000082339.2,Gm14028,processed_pseudogene,479,0
ENSMUSG00000087267.2,4933427J07Rik,lncRNA,1533,0
ENSMUSG00000074807.4,Gm10762,lncRNA,2540,0
ENSMUSG00000042851.18,Zc3h6,protein_coding,5668,0
ENSMUSG00000090248.2,Gm14027,lncRNA,622,0
ENSMUSG00000079051.6,Vinac1,protein_coding,4242,0
ENSMUSG00000087151.2,Gm14022,lncRNA,691,0
ENSMUSG00000027394.14,Ttl,protein_coding,5945,0
ENSMUSG00000027395.16,Polr1b,protein_coding,5805,5
ENSMUSG00000037938.5,Chchd5,protein_coding,1727,0
ENSMUSG00000084826.8,AI847159,lncRNA,1574,0
ENSMUSG00000082274.2,Gm14026,processed_pseudogene,1789,0
ENSMUSG00000086652.2,Gm14029,lncRNA,1348,0
ENSMUSG00000103532.2,Gm4430,TEC,1041,0
ENSMUSG00000103009.2,Gm4430,TEC,1943,0
ENSMUSG00000027397.15,Slc20a1,protein_coding,5580,0
ENSMUSG00000087528.2,9830144P21Rik,lncRNA,4889,0
ENSMUSG00000056738.12,A730036I17Rik,lncRNA,3614,0
ENSMUSG00000085485.2,Gm14024,lncRNA,560,0
ENSMUSG00000048327.7,Ckap2l,protein_coding,3137,1
ENSMUSG00000085498.2,Gm14023,lncRNA,1781,0
ENSMUSG00000027399.2,Il1a,protein_coding,1974,0
ENSMUSG00000065057.3,Gm25703,snRNA,151,0
ENSMUSG00000082097.2,Gm14039,processed_pseudogene,101,0
ENSMUSG00000027398.14,Il1b,protein_coding,1907,0
ENSMUSG00000074805.6,Il1bos,lncRNA,2980,0
ENSMUSG00000081888.2,Spcs2-ps,unprocessed_pseudogene,682,0
ENSMUSG00000043727.6,F830045P16Rik,protein_coding,1925,0
ENSMUSG00000086637.2,Gm14040,lncRNA,697,0
ENSMUSG00000087015.2,Gm14041,lncRNA,276,0
ENSMUSG00000037902.19,Sirpa,protein_coding,4911,0
ENSMUSG00000027400.12,Pdyn,protein_coding,2887,0
ENSMUSG00000084328.2,Gm14046,processed_pseudogene,509,0
ENSMUSG00000037885.19,Stk35,protein_coding,6195,2
ENSMUSG00000100255.2,Gm28196,lncRNA,640,0
ENSMUSG00000027401.10,Tgm3,protein_coding,4135,0
ENSMUSG00000098347.3,Mir6339,miRNA,117,0
ENSMUSG00000089152.4,Gm22424,snoRNA,87,0
ENSMUSG00000077348.3,Gm24665,snoRNA,129,0
ENSMUSG00000074804.4,AU015228,processed_pseudogene,1320,0
ENSMUSG00000027403.13,Tgm6,protein_coding,3402,0
ENSMUSG00000027404.17,Snrpb,protein_coding,1850,2
ENSMUSG00000060332.10,Tmc2,protein_coding,3216,0
ENSMUSG00000027405.17,Nop56,protein_coding,4099,2
ENSMUSG00000080610.3,Snord110,snoRNA,68,0
ENSMUSG00000065287.3,Gm24451,snoRNA,133,0
ENSMUSG00000093645.3,Gm23187,snoRNA,86,0
ENSMUSG00000065289.3,Gm23650,snoRNA,70,0
ENSMUSG00000065272.3,Snord57,snoRNA,72,0
ENSMUSG00000027406.14,Idh3b,protein_coding,3422,0
ENSMUSG00000053552.15,Ebf4,protein_coding,3236,0
ENSMUSG00000083483.4,Gm14044,processed_pseudogene,447,0
ENSMUSG00000027408.8,Cpxm1,protein_coding,2432,0
ENSMUSG00000082985.3,Gm14042,processed_pseudogene,833,0
ENSMUSG00000100963.2,Gm28372,protein_coding,1876,0
ENSMUSG00000027409.6,1700020A23Rik,protein_coding,739,0
ENSMUSG00000049692.8,Tmem239,protein_coding,1291,0
ENSMUSG00000037773.15,Pced1a,protein_coding,5072,0
ENSMUSG00000027411.18,Vps16,protein_coding,3727,0
ENSMUSG00000027303.19,Ptpra,protein_coding,10848,0
ENSMUSG00000115955.2,9530056E24Rik,TEC,3290,0
ENSMUSG00002074874.1,ENSMUSG00002074874,miRNA,67,0
ENSMUSG00000060029.14,4930473A02Rik,lncRNA,1409,0
ENSMUSG00000037740.9,Mrps26,protein_coding,4358,0
ENSMUSG00000027301.8,Oxt,protein_coding,537,0
ENSMUSG00000037727.7,Avp,protein_coding,577,0
ENSMUSG00000027300.11,Ubox5,protein_coding,5585,0
ENSMUSG00000079043.4,Fastkd5,protein_coding,3015,0
ENSMUSG00000037703.15,Lzts3,protein_coding,4252,0
ENSMUSG00000068290.12,Ddrgk1,protein_coding,2084,2
ENSMUSG00000074797.12,Itpa,protein_coding,1963,0
ENSMUSG00000074796.11,Slc4a11,protein_coding,4998,0
ENSMUSG00002075903.1,7SK,misc_RNA,369,0
ENSMUSG00000027309.19,4930402H24Rik,protein_coding,10659,3
ENSMUSG00000089662.2,Gm14057,transcribed_processed_pseudogene,482,0
ENSMUSG00000085566.2,A730017L22Rik,lncRNA,6012,0
ENSMUSG00000080989.2,Gm14048,processed_pseudogene,1268,0
ENSMUSG00000027312.15,Atrn,protein_coding,13208,0
ENSMUSG00000083953.2,Gm14049,processed_pseudogene,636,0
ENSMUSG00000027316.16,Gfra4,protein_coding,2165,0
ENSMUSG00000098686.3,Mir6973b,miRNA,80,0
ENSMUSG00000027318.18,Adam33,protein_coding,5394,0
ENSMUSG00000027322.12,Siglec1,protein_coding,7143,0
ENSMUSG00000074793.11,Hspa12b,protein_coding,3685,0
ENSMUSG00000079039.2,Gm11037,protein_coding,60,0
ENSMUSG00000027327.17,1700037H04Rik,protein_coding,2286,0
ENSMUSG00000087405.2,Gm14232,lncRNA,446,0
ENSMUSG00000027329.10,Spef1,protein_coding,2747,0
ENSMUSG00000068267.6,Cenpb,protein_coding,4886,0
ENSMUSG00000027330.17,Cdc25b,protein_coding,3728,0
ENSMUSG00000068264.12,Ap5s1,protein_coding,1660,0
ENSMUSG00000037523.14,Mavs,protein_coding,3345,0
ENSMUSG00000037514.19,Pank2,protein_coding,4912,0
ENSMUSG00000065563.3,Mir103-2,miRNA,86,0
ENSMUSG00000048911.16,Rnf24,protein_coding,6801,0
ENSMUSG00000086329.2,Gm14233,lncRNA,439,0
ENSMUSG00000082044.2,Snrpert,processed_pseudogene,279,0
ENSMUSG00000089113.3,Gm22902,ribozyme,302,0
ENSMUSG00000081652.2,Gm14283,processed_pseudogene,325,0
ENSMUSG00000083671.2,Gm14304,processed_pseudogene,446,0
ENSMUSG00000027333.19,Smox,protein_coding,3894,0
ENSMUSG00000027335.10,Adra1d,protein_coding,1899,0
ENSMUSG00000087524.2,Gm14285,lncRNA,380,0
ENSMUSG00000086831.2,Gm14280,lncRNA,1444,0
ENSMUSG00000086822.3,5330413P13Rik,lncRNA,6016,0
ENSMUSG00000081422.2,Gm14282,transcribed_processed_pseudogene,240,0
ENSMUSG00000083469.2,Gm14281,processed_pseudogene,1294,0
ENSMUSG00000037482.3,Erv3,protein_coding,3378,0
ENSMUSG00000081229.2,Lamr1-ps1,processed_pseudogene,874,0
ENSMUSG00000079037.10,Prnp,protein_coding,2343,2
ENSMUSG00000098754.8,Prn,protein_coding,3370,0
ENSMUSG00000027338.17,Prnd,protein_coding,3211,0
ENSMUSG00000027339.16,Rassf2,protein_coding,11993,0
ENSMUSG00000027340.16,Slc23a2,protein_coding,7951,0
ENSMUSG00000082990.2,Gm14052,processed_pseudogene,1031,0
ENSMUSG00000086756.2,Gm14051,lncRNA,377,0
ENSMUSG00000027341.11,Tmem230,protein_coding,3267,0
ENSMUSG00000027342.15,Pcna,protein_coding,2400,0
ENSMUSG00000087377.2,AV099323,lncRNA,921,0
ENSMUSG00000058793.15,Cds2,protein_coding,9125,0
ENSMUSG00000050558.14,Prokr2,protein_coding,7919,0
ENSMUSG00000027345.7,4921508D12Rik,lncRNA,1075,0
ENSMUSG00000086250.2,Gm14095,lncRNA,516,0
ENSMUSG00000086379.8,1700026D11Rik,lncRNA,2929,0
ENSMUSG00000027346.16,Gpcpd1,protein_coding,7289,0
ENSMUSG00000074783.11,AU019990,lncRNA,2228,0
ENSMUSG00000081445.2,Rpl23a-ps4,processed_pseudogene,455,0
ENSMUSG00000084089.2,Gm14099,processed_pseudogene,605,0
ENSMUSG00000081662.2,Gm14098,processed_pseudogene,623,0
ENSMUSG00000044991.11,Shld1,protein_coding,2117,0
ENSMUSG00000084839.2,Gm14097,lncRNA,470,0
ENSMUSG00000064413.4,Gm22245,snRNA,103,0
ENSMUSG00000027350.9,Chgb,protein_coding,2740,0
ENSMUSG00000037376.15,Trmt6,protein_coding,5384,0
ENSMUSG00000027353.15,Mcm8,protein_coding,3718,0
ENSMUSG00000086575.2,Gm14104,lncRNA,356,0
ENSMUSG00000027357.17,Crls1,protein_coding,2082,0
ENSMUSG00000043110.3,Lrrn4,protein_coding,3715,0
ENSMUSG00000027356.9,Fermt1,protein_coding,5699,0
ENSMUSG00000086478.2,Gm14102,lncRNA,464,0
ENSMUSG00000084393.2,Gm14101,processed_pseudogene,473,0
ENSMUSG00000065050.4,Gm25704,snRNA,168,0
ENSMUSG00000082940.2,Gm14103,processed_pseudogene,366,0
ENSMUSG00000083689.2,Gm14094,processed_pseudogene,610,0
ENSMUSG00000098578.4,Gm27449,snRNA,59,0
ENSMUSG00000086650.2,A430048G15Rik,lncRNA,627,0
ENSMUSG00000087585.2,Gm14100,lncRNA,651,0
ENSMUSG00000027358.7,Bmp2,protein_coding,3555,0
ENSMUSG00000093338.3,Mir3090,miRNA,87,0
