gene_id,gene_name,gene_type,gene_length,gene_count
ENSG00000142937.12,RPS8,protein_coding,2781,31
ENSG00000264294.1,SNORD55,snoRNA,80,0
ENSG00000200913.1,SNORD46,snoRNA,104,0
ENSG00000202031.1,SNORD38A,snoRNA,70,0
ENSG00000207421.1,SNORD38B,snoRNA,67,0
ENSG00000281859.1,SNORD38B,snoRNA,69,0
ENSG00000234093.3,RPS15AP11,processed_pseudogene,385,0
ENSG00000142959.5,BEST4,protein_coding,2512,0
ENSG00000173846.13,PLK3,protein_coding,3327,2
ENSG00000188396.4,DYNLT4,protein_coding,1355,0
ENSG00000222009.8,BTBD19,protein_coding,3520,0
ENSG00000117425.14,PTCH2,protein_coding,5334,0
ENSG00000202444.1,RNU5E-6P,snRNA,115,0
ENSG00000226499.1,RP5-882O7.1,processed_pseudogene,162,1
ENSG00000070785.17,EIF2B3,protein_coding,3411,1
ENSG00000253039.1,RNA5SP47,rRNA_pseudogene,109,0
ENSG00000229815.1,CCNB1IP1P1,processed_pseudogene,839,0
ENSG00000232369.1,PPIAP35,processed_pseudogene,492,1
ENSG00000268949.1,MRPS17P1,processed_pseudogene,3130,0
ENSG00000126107.15,HECTD3,protein_coding,5072,9
ENSG00000126088.14,UROD,protein_coding,4029,4
ENSG00000162415.7,ZSWIM5,protein_coding,6095,1
ENSG00000234315.1,OSTCP5,processed_pseudogene,453,0
ENSG00000281912.1,LINC01144,lncRNA,1710,0
ENSG00000186603.7,HPDL,protein_coding,1816,0
ENSG00000132781.20,MUTYH,protein_coding,5811,0
ENSG00000288208.1,RP4-534D1.6,protein_coding,2768,0
ENSG00000132773.12,TOE1,protein_coding,2358,3
ENSG00000070759.17,TESK2,protein_coding,3319,3
ENSG00000236872.1,PPIAP36,processed_pseudogene,325,0
ENSG00000280670.3,CCDC163,protein_coding,2757,0
ENSG00000132763.15,MMACHC,protein_coding,5049,5
ENSG00000117450.15,PRDX1,protein_coding,1682,22
ENSG00000234379.1,HMGB1P48,unprocessed_pseudogene,598,0
ENSG00000117448.14,AKR1A1,protein_coding,3121,5
ENSG00000281133.1,ENSG00000281133,pseudogene,96,0
ENSG00000280836.1,ENSG00000280836,pseudogene,99,0
ENSG00000132780.17,NASP,protein_coding,8304,12
ENSG00000281112.1,ENSG00000281112,pseudogene,84,0
ENSG00000281825.1,ENSG00000281825,pseudogene,69,0
ENSG00000159588.15,CCDC17,protein_coding,3323,0
ENSG00000159592.11,GPBP1L1,protein_coding,7433,12
ENSG00000225447.1,RPS15AP10,processed_pseudogene,382,0
ENSG00000234329.1,RP11-767N6.2,processed_pseudogene,788,1
ENSG00000159596.7,TMEM69,protein_coding,1465,2
ENSG00000197429.11,IPP,protein_coding,3708,4
ENSG00000230896.1,RP11-767N6.7,lncRNA,598,0
ENSG00000236111.5,RP11-630I5.1,processed_pseudogene,681,0
ENSG00000086015.22,MAST2,protein_coding,8062,17
ENSG00000232467.2,TMA16P2,processed_pseudogene,601,3
ENSG00000117461.15,PIK3R3,protein_coding,7397,4
ENSG00000278139.1,P3R3URF-PIK3R3,protein_coding,1553,0
ENSG00000226957.1,RP4-533D7.4,lncRNA,649,0
ENSG00000233114.2,RP4-533D7.3,processed_pseudogene,226,0
ENSG00000227857.2,RP4-533D7.5,lncRNA,339,0
ENSG00000117472.10,TSPAN1,protein_coding,2370,0
ENSG00000250719.2,P3R3URF,protein_coding,405,0
ENSG00000085998.14,POMGNT1,protein_coding,6189,10
ENSG00000171357.6,LURAP1,protein_coding,1849,0
ENSG00000085999.13,RAD54L,protein_coding,4078,5
ENSG00000132128.17,LRRC41,protein_coding,8614,11
ENSG00000173660.12,UQCRH,protein_coding,1341,3
ENSG00000117481.11,NSUN4,protein_coding,7856,4
ENSG00000225779.1,RP4-603I14.3,processed_pseudogene,370,0
ENSG00000117480.16,FAAH,protein_coding,2724,0
ENSG00000232022.7,FAAHP1,transcribed_unprocessed_pseudogene,2476,0
ENSG00000224863.3,LINC01398,lncRNA,1764,0
ENSG00000197587.11,DMBX1,protein_coding,5068,1
ENSG00000282881.2,TMEM275,protein_coding,1633,0
ENSG00000269956.2,MKNK1-AS1,lncRNA,2530,0
ENSG00000162456.10,KNCN,protein_coding,2933,0
ENSG00000079277.22,MKNK1,protein_coding,8071,4
ENSG00000142961.15,MOB3C,protein_coding,5909,1
ENSG00000123472.12,ATPAF1,protein_coding,5677,11
ENSG00000233647.2,NENFP1,processed_pseudogene,466,0
ENSG00000186118.9,TEX38,protein_coding,1464,0
ENSG00000228237.5,EFCAB14-AS1,lncRNA,584,0
ENSG00000159658.15,EFCAB14,protein_coding,16312,21
ENSG00000236476.2,RP11-8J9.5,processed_pseudogene,805,0
ENSG00000142973.14,CYP4B1,protein_coding,3466,0
ENSG00000154198.14,CYP4Z2P,transcribed_unprocessed_pseudogene,1598,0
ENSG00000238145.2,TUBAP8,processed_pseudogene,1192,0
ENSG00000187048.13,CYP4A11,protein_coding,3890,0
ENSG00000259832.1,CYP4A26P,unprocessed_pseudogene,196,0
ENSG00000261196.1,CYP4A43P,unprocessed_pseudogene,121,0
ENSG00000261593.1,CYP4A27P,unprocessed_pseudogene,190,0
ENSG00000261290.1,CYP4A44P,unprocessed_pseudogene,154,0
ENSG00000186377.8,CYP4X1,protein_coding,2447,0
ENSG00000186160.5,CYP4Z1,protein_coding,2252,0
ENSG00000225154.2,TUBAP9,processed_pseudogene,1202,0
ENSG00000225506.2,CYP4A22-AS1,lncRNA,921,0
ENSG00000162365.12,CYP4A22,protein_coding,3853,0
ENSG00000225514.1,MTND1P34,transcribed_processed_pseudogene,671,0
ENSG00000224805.2,LINC00853,lncRNA,661,1
ENSG00000162366.8,PDZK1IP1,protein_coding,1430,0
ENSG00000162367.11,TAL1,protein_coding,5700,0
ENSG00000226252.1,RP1-18D14.7,lncRNA,4036,0
ENSG00000123473.17,STIL,protein_coding,7821,15
ENSG00000162368.14,CMPK1,protein_coding,3851,5
ENSG00000225762.1,LINC01389,lncRNA,483,0
ENSG00000186790.6,FOXE3,protein_coding,1768,0
ENSG00000237424.1,FOXD2-AS1,lncRNA,2509,7
ENSG00000186564.6,FOXD2,protein_coding,2648,0
ENSG00000271355.1,RP4-666O22.3,processed_pseudogene,465,0
ENSG00000229554.2,RPL21P24,processed_pseudogene,448,0
ENSG00000227883.1,ATP6V0E1P4,processed_pseudogene,242,0
ENSG00000227947.2,LINC01738,lncRNA,1461,0
ENSG00000269113.4,TRABD2B,protein_coding,7524,3
ENSG00000223814.1,RP11-543D5.2,lncRNA,407,0
ENSG00000225028.1,RP11-330M19.1,lncRNA,1807,0
ENSG00000226133.6,LINC02794,lncRNA,1477,0
ENSG00000231413.1,RP11-193P11.3,lncRNA,292,0
ENSG00000237180.1,CYP46A4P,processed_pseudogene,267,0
ENSG00000242267.6,SKINT1L,transcribed_unprocessed_pseudogene,2010,0
ENSG00000279096.2,RP5-1024N4.6,TEC,2669,0
ENSG00000223720.2,RP5-1024N4.2,lncRNA,651,0
ENSG00000117834.13,SLC5A9,protein_coding,4535,0
ENSG00000272491.1,RP5-1024N4.4,lncRNA,1674,0
ENSG00000279214.1,RP5-1024N4.5,TEC,950,0
ENSG00000132122.12,SPATA6,protein_coding,5938,0
ENSG00000224986.2,PPP1R8P1,processed_pseudogene,1044,1
ENSG00000206700.1,RNU6-723P,snRNA,107,0
ENSG00000235105.1,RP11-329A14.1,processed_pseudogene,1257,0
ENSG00000223175.1,RNU4-61P,snRNA,107,0
ENSG00000232514.1,RP11-329A14.2,processed_pseudogene,474,0
ENSG00000186094.17,AGBL4,protein_coding,7504,0
ENSG00000287661.1,RP11-342A17.2,lncRNA,1861,0
ENSG00000162373.13,BEND5,protein_coding,2142,0
ENSG00000286597.1,RP11-476C24.1,lncRNA,573,0
ENSG00000229846.2,RP11-141A19.1,lncRNA,793,0
ENSG00000230114.1,AGBL4-AS1,lncRNA,566,0
ENSG00000225623.1,AGBL4-IT1,lncRNA,514,0
ENSG00000237478.2,RP5-926E3.1,processed_pseudogene,262,0
ENSG00000215887.5,ZNF859P,unprocessed_pseudogene,1966,0
ENSG00000279324.1,RP11-93G23.2,TEC,1901,0
ENSG00000233595.2,MTND2P29,processed_pseudogene,412,0
ENSG00000162374.18,ELAVL4,protein_coding,8368,0
ENSG00000230828.1,RP11-492I2.1,processed_pseudogene,346,0
ENSG00000237337.1,ELAVL4-AS1,lncRNA,858,0
ENSG00000233407.1,RP11-567C20.3,lncRNA,250,0
ENSG00000284696.2,LINC02808,lncRNA,3511,0
ENSG00000284645.1,RP11-567C20.4,lncRNA,3304,0
ENSG00000234080.3,RP11-183G22.1,processed_pseudogene,877,1
ENSG00000229316.1,HMGB1P45,processed_pseudogene,653,1
ENSG00000225671.2,FCF1P6,processed_pseudogene,595,0
ENSG00000142700.12,DMRTA2,protein_coding,3168,0
ENSG00000284700.1,RP5-850O15.3,lncRNA,930,0
ENSG00000185104.20,FAF1,protein_coding,7549,11
ENSG00000225767.1,FAF1-AS1,lncRNA,503,0
ENSG00000207194.1,RNU6-1026P,snRNA,108,0
ENSG00000230585.2,PHBP12,processed_pseudogene,811,0
ENSG00000237130.1,MRPS6P2,processed_pseudogene,370,0
ENSG00000123080.12,CDKN2C,protein_coding,3018,5
ENSG00000265538.1,MIR4421,miRNA,69,0
ENSG00000275816.1,MIR6500,miRNA,86,0
ENSG00000204006.10,C1orf185,protein_coding,1118,0
ENSG00000200262.1,Y_RNA,misc_RNA,110,0
ENSG00000213478.2,CFL1P2,processed_pseudogene,684,2
ENSG00000203356.2,LINC01562,lncRNA,2366,0
ENSG00000123091.5,RNF11,protein_coding,3112,7
ENSG00000233406.5,RP11-296A18.5,processed_pseudogene,870,0
ENSG00000236434.2,RP11-296A18.6,lncRNA,435,0
ENSG00000085831.16,TTC39A,protein_coding,9491,1
ENSG00000261664.5,TTC39A-AS1,lncRNA,1222,0
ENSG00000085832.17,EPS15,protein_coding,7378,18
ENSG00000232027.2,RP11-275F13.3,processed_pseudogene,955,0
ENSG00000206595.1,RNU6-877P,snRNA,107,0
ENSG00000238140.1,RP11-253A20.1,lncRNA,678,0
ENSG00000227070.1,EPS15-AS1,lncRNA,476,1
ENSG00000252032.1,RNU6-1281P,snRNA,105,0
ENSG00000227742.2,CALR4P,transcribed_unitary_pseudogene,2704,0
ENSG00000117859.19,OSBPL9,protein_coding,10273,7
ENSG00000236973.2,GAPDHP51,processed_pseudogene,1000,2
ENSG00000232846.1,SLC25A6P3,processed_pseudogene,879,0
ENSG00000212624.1,ENSG10010136798.1,snoRNA,122,0
ENSG00000078618.22,NRDC,protein_coding,6773,27
ENSG00000266993.3,RP4-657D16.3,lncRNA,1819,0
ENSG00000272175.1,RP4-657D16.6,lncRNA,280,0
ENSG00000283899.1,MIR761,miRNA,59,0
ENSG00000230604.2,TSEN15P2,processed_pseudogene,358,0
ENSG00000169213.7,RAB3B,protein_coding,12780,4
ENSG00000200839.1,RNA5SP48,rRNA_pseudogene,126,0
ENSG00000229032.1,RP11-91A18.1,processed_pseudogene,342,0
ENSG00000264613.2,RN7SL290P,misc_RNA,300,0
ENSG00000117862.13,TXNDC12,protein_coding,2864,0
ENSG00000285839.1,RP11-91A18.6,protein_coding,1986,0
ENSG00000198841.4,KTI12,protein_coding,1708,0
ENSG00000223390.1,RP11-91A18.4,lncRNA,762,0
ENSG00000228369.2,TXNDC12-AS1,lncRNA,391,0
ENSG00000134717.18,BTF3L4,protein_coding,5948,9
ENSG00000157077.16,ZFYVE9,protein_coding,7980,3
ENSG00000241745.3,RN7SL788P,misc_RNA,316,0
ENSG00000228407.2,RP4-800M22.1,processed_pseudogene,340,0
ENSG00000223429.1,RP4-800M22.2,processed_pseudogene,841,0
ENSG00000224255.2,PDCL3P6,processed_pseudogene,706,0
ENSG00000236004.2,RP4-800M22.4,processed_pseudogene,394,0
ENSG00000237663.2,DNAJC19P7,processed_pseudogene,344,0
ENSG00000213735.2,ANAPC10P1,processed_pseudogene,556,1
ENSG00000154222.15,CC2D1B,protein_coding,7507,8
ENSG00000272100.1,RP11-155O18.6,lncRNA,391,0
ENSG00000287078.1,RP11-155O18.7,lncRNA,939,0
ENSG00000224680.4,PLA2G12AP1,processed_pseudogene,568,1
ENSG00000085840.13,ORC1,protein_coding,3121,8
ENSG00000134748.13,PRPF38A,protein_coding,5617,20
ENSG00000134744.14,TUT4,protein_coding,16199,12
ENSG00000272371.1,RP11-25O10.2,lncRNA,456,0
ENSG00000236290.1,EEF1GP7,processed_pseudogene,703,0
ENSG00000116157.6,GPX7,protein_coding,1692,0
ENSG00000182183.15,SHISAL2A,protein_coding,2684,0
ENSG00000162377.6,COA7,protein_coding,4148,5
ENSG00000233664.1,NDUFS5P3,processed_pseudogene,321,0
ENSG00000239640.3,RN7SL62P,misc_RNA,297,0
ENSG00000162378.13,ZYG11B,protein_coding,8206,11
ENSG00000252018.1,RNU2-30P,snRNA,141,0
ENSG00000228929.1,RPS13P2,processed_pseudogene,455,1
ENSG00000206627.1,RNU6-969P,snRNA,105,0
ENSG00000203995.10,ZYG11A,protein_coding,4694,7
ENSG00000242391.2,RP4-631H13.2,lncRNA,380,0
ENSG00000121310.17,ECHDC2,protein_coding,11572,8
ENSG00000230953.2,RP4-631H13.6,processed_pseudogene,175,0
ENSG00000231866.2,RP4-631H13.4,processed_pseudogene,175,0
ENSG00000116171.19,SCP2,protein_coding,8253,0
ENSG00000264834.1,ENSG00000264834,miRNA,99,0
ENSG00000266188.1,ENSG00000266188,miRNA,88,0
ENSG00000265815.1,ENSG00000265815,miRNA,100,0
ENSG00000237279.2,H3P2,processed_pseudogene,395,0
ENSG00000236360.2,RRAS2P1,processed_pseudogene,502,0
ENSG00000226147.1,TUBBP10,processed_pseudogene,1301,1
ENSG00000174348.14,PODN,protein_coding,4899,0
ENSG00000232993.1,RP11-334A14.5,lncRNA,467,0
ENSG00000227644.2,HIGD1AP11,processed_pseudogene,280,0
ENSG00000162383.13,SLC1A7,protein_coding,5413,0
ENSG00000235563.1,RP11-334A14.8,lncRNA,1871,0
ENSG00000277397.1,RP5-1024G6.9,unprocessed_pseudogene,718,0
ENSG00000157184.7,CPT2,protein_coding,10089,5
ENSG00000236723.2,RP5-1024G6.2,lncRNA,1227,0
ENSG00000162384.14,CZIB,protein_coding,4504,3
ENSG00000259818.1,RP5-1024G6.7,lncRNA,3591,0
ENSG00000162385.11,MAGOH,protein_coding,1363,0
ENSG00000226754.2,RP5-1024G6.5,lncRNA,1941,0
ENSG00000157193.18,LRP8,protein_coding,19668,4
ENSG00000234578.1,RP4-784A16.1,lncRNA,470,0
ENSG00000228838.1,RP4-784A16.2,lncRNA,675,0
ENSG00000232762.1,RP4-784A16.4,lncRNA,752,0
ENSG00000225675.2,LINC01771,lncRNA,567,0
ENSG00000285954.1,RP11-117D22.3,lncRNA,886,0
ENSG00000226938.1,RP11-117D22.1,lncRNA,383,0
ENSG00000230138.2,LINC02812,lncRNA,933,0
ENSG00000236253.7,SLC25A3P1,transcribed_processed_pseudogene,3164,0
ENSG00000288527.1,RP4-796B4.3,processed_pseudogene,79,0
ENSG00000143006.7,DMRTB1,protein_coding,2440,0
ENSG00000174332.5,GLIS1,protein_coding,3113,2
ENSG00000239007.1,RNU7-95P,snRNA,64,0
ENSG00000058804.12,NDC1,protein_coding,4720,21
ENSG00000201003.1,ENSG10010136707.1,snoRNA,136,0
ENSG00000229687.2,RP4-654H19.2,processed_pseudogene,286,0
ENSG00000058799.15,YIPF1,protein_coding,2036,8
ENSG00000211452.11,DIO1,protein_coding,2282,0
ENSG00000081870.12,HSPB11,protein_coding,3006,8
ENSG00000116212.15,LRRC42,protein_coding,2164,3
ENSG00000219102.3,HNRNPA3P12,processed_pseudogene,1063,0
ENSG00000203985.11,LDLRAD1,protein_coding,2376,0
ENSG00000116209.12,TMEM59,protein_coding,9149,16
ENSG00000280378.1,RP4-758J24.6,TEC,1755,0
ENSG00000116205.14,TCEANC2,protein_coding,12168,7
ENSG00000283749.1,MIR4781,miRNA,76,0
ENSG00000225183.1,RP4-758J24.4,processed_pseudogene,238,0
ENSG00000279049.1,ENSG00000279049,pseudogene,255,0
ENSG00000256407.2,RP11-446E24.4,protein_coding,3952,0
ENSG00000157211.11,CDCP2,protein_coding,3229,0
ENSG00000280425.2,RP11-446E24.3,lncRNA,4969,0
ENSG00000215883.11,CYB5RL,protein_coding,8926,22
ENSG00000116221.15,MRPL37,protein_coding,2549,70
ENSG00000157216.16,SSBP3,protein_coding,6954,23
ENSG00000198711.5,SSBP3-AS1,lncRNA,2624,0
ENSG00000225632.1,RP5-997D24.3,lncRNA,1111,0
ENSG00000232245.1,RP4-705F19.1,lncRNA,289,0
ENSG00000287582.1,RP5-866L20.4,lncRNA,1051,0
ENSG00000235741.1,LINC02784,lncRNA,683,0
ENSG00000237173.1,RP5-866L20.2,processed_pseudogene,108,0
ENSG00000227453.1,HNRNPA1P63,processed_pseudogene,963,0
ENSG00000162390.18,ACOT11,protein_coding,9770,0
ENSG00000162391.12,FAM151A,protein_coding,2006,2
ENSG00000230728.1,RP11-240D10.4,lncRNA,623,0
ENSG00000184313.20,MROH7,protein_coding,9088,0
ENSG00000271723.5,MROH7-TTC4,protein_coding,7090,0
ENSG00000243725.7,TTC4,protein_coding,3488,1
ENSG00000162396.6,PARS2,protein_coding,2356,8
ENSG00000006555.11,TTC22,protein_coding,6111,0
ENSG00000237453.1,RP11-67L3.2,lncRNA,343,0
ENSG00000162398.12,LEXM,protein_coding,1777,0
ENSG00000116133.13,DHCR24,protein_coding,6214,89
ENSG00000287724.1,RP11-67L3.7,lncRNA,831,0
ENSG00000242396.1,RP11-67L3.5,lncRNA,575,0
ENSG00000233203.6,DHCR24-DT,lncRNA,765,0
ENSG00000284601.1,RP11-12C17.3,lncRNA,1733,0
ENSG00000143001.5,TMEM61,protein_coding,1256,0
ENSG00000233271.1,RP11-12C17.2,lncRNA,428,0
ENSG00000162399.9,BSND,protein_coding,9761,0
ENSG00000169174.11,PCSK9,protein_coding,5711,0
ENSG00000162402.14,USP24,protein_coding,12023,56
ENSG00000231090.2,MIR4422HG,lncRNA,2568,0
ENSG00000231095.1,GYG1P3,processed_pseudogene,994,0
ENSG00000265822.1,MIR4422,miRNA,83,0
ENSG00000234810.4,RP11-90C4.1,lncRNA,8481,0
ENSG00000231900.3,GOT2P1,processed_pseudogene,1309,0
ENSG00000232198.2,MTCO2P34,processed_pseudogene,607,1
ENSG00000199831.1,RN7SKP291,misc_RNA,327,0
ENSG00000252162.1,RNU6-830P,snRNA,107,0
ENSG00000272051.1,Y_RNA,misc_RNA,102,0
ENSG00000233079.3,LINC01755,lncRNA,3391,0
ENSG00000230250.3,LINC01753,lncRNA,707,0
ENSG00000227104.3,PIGQP1,transcribed_unprocessed_pseudogene,430,0
ENSG00000235612.1,RP1-158P9.1,lncRNA,731,0
ENSG00000260971.4,RP1-158P9.2,lncRNA,7878,0
ENSG00000284686.1,RP1-158P9.3,protein_coding,2655,0
ENSG00000229871.1,RPSAP20,processed_pseudogene,890,0
ENSG00000223956.3,LINC01767,lncRNA,2203,1
ENSG00000162407.9,PLPP3,protein_coding,5272,5
ENSG00000236776.1,RPL21P23,processed_pseudogene,460,0
ENSG00000224980.1,RPL23AP85,processed_pseudogene,433,0
ENSG00000225475.1,RP11-377K22.2,processed_pseudogene,141,2
ENSG00000162409.11,PRKAA2,protein_coding,9362,21
ENSG00000187889.13,FYB2,protein_coding,4648,0
ENSG00000229913.1,RP11-378I13.1,lncRNA,1824,0
ENSG00000157131.11,C8A,protein_coding,2367,0
ENSG00000021852.13,C8B,protein_coding,2732,0
ENSG00000236341.1,RP5-1103B4.3,lncRNA,610,0
ENSG00000173406.16,DAB1,protein_coding,7551,0
ENSG00000227935.1,RP6-102O10.1,lncRNA,708,0
ENSG00000236888.1,RPS20P5,processed_pseudogene,360,0
ENSG00000226759.8,DAB1-AS1,lncRNA,4340,0
ENSG00000229887.4,HNRNPA1P6,transcribed_unprocessed_pseudogene,1447,0
ENSG00000223416.3,RPS26P15,processed_pseudogene,348,0
ENSG00000235038.1,RP11-393I23.4,lncRNA,620,0
ENSG00000230546.1,RP11-393I23.3,unprocessed_pseudogene,141,0
ENSG00000233216.1,RP11-414C16.1,processed_pseudogene,322,0
ENSG00000162600.12,OMA1,protein_coding,3718,1
ENSG00000286918.1,RP4-592A1.5,lncRNA,1791,0
ENSG00000270209.1,RP4-592A1.4,processed_pseudogene,421,0
ENSG00000264128.2,RN7SL713P,misc_RNA,302,0
ENSG00000184292.7,TACSTD2,protein_coding,1820,0
ENSG00000185839.3,RP4-592A1.2,processed_pseudogene,690,0
ENSG00000162601.11,MYSM1,protein_coding,13115,14
ENSG00000283445.1,RP11-63G10.4,lncRNA,4739,0
ENSG00000177606.8,JUN,protein_coding,3624,24
ENSG00000234807.7,LINC01135,lncRNA,5017,0
ENSG00000272226.1,RP11-63G10.3,lncRNA,535,0
ENSG00000231740.1,RP11-63G10.2,lncRNA,395,0
ENSG00000232453.7,LINC02777,lncRNA,2068,0
ENSG00000237352.4,LINC01358,lncRNA,8462,0
ENSG00000228121.1,PHBP3,processed_pseudogene,819,0
ENSG00000241042.1,RP11-145M4.1,lncRNA,171,0
ENSG00000235215.2,RP11-145M4.2,lncRNA,317,0
ENSG00000224609.8,FGGY-DT,lncRNA,7581,0
ENSG00000270457.1,RP11-467C18.1,lncRNA,338,0
ENSG00000172456.18,FGGY,protein_coding,12174,0
ENSG00000266150.1,MIR4711,miRNA,70,0
ENSG00000226883.1,RP4-782L23.2,lncRNA,767,0
ENSG00000134709.12,HOOK1,protein_coding,6614,2
ENSG00000134716.11,CYP2J2,protein_coding,2973,0
ENSG00000265535.2,RN7SL475P,misc_RNA,298,0
ENSG00000162598.13,C1orf87,protein_coding,4422,0
ENSG00000229332.2,PGBD4P8,processed_pseudogene,562,0
ENSG00000238242.2,LINC02778,lncRNA,1259,0
ENSG00000226476.6,LINC01748,lncRNA,15496,0
ENSG00000231252.3,RP11-436K8.1,lncRNA,4298,0
ENSG00000162599.17,NFIA,protein_coding,55886,34
ENSG00000237928.6,NFIA-AS2,lncRNA,6214,0
ENSG00000237853.6,NFIA-AS1,lncRNA,842,0
ENSG00000284808.1,RP11-430G17.4,lncRNA,2442,0
ENSG00000287224.1,RP11-430G17.5,lncRNA,1416,0
ENSG00000223920.2,RP11-430G17.1,processed_pseudogene,715,0
ENSG00000162604.12,TM2D1,protein_coding,5516,0
ENSG00000271200.1,PATJ-DT,lncRNA,427,0
ENSG00000132849.21,PATJ,protein_coding,11919,6
ENSG00000200575.1,RNU6-414P,snRNA,104,0
ENSG00000212360.1,RNU6-1177P,snRNA,104,0
ENSG00000236646.1,LAMTOR5P1,processed_pseudogene,270,0
ENSG00000242860.3,RN7SL180P,misc_RNA,294,0
ENSG00000263908.1,MIR3116-1,miRNA,74,0
ENSG00000283690.1,MIR3116-2,miRNA,68,0
ENSG00000234204.1,PIGPP2,processed_pseudogene,458,0
ENSG00000234088.1,RPS15AP7,processed_pseudogene,405,0
ENSG00000240563.2,L1TD1,protein_coding,3831,0
ENSG00000237227.1,RP5-1155K23.4,processed_pseudogene,307,0
ENSG00000200174.1,Y_RNA,misc_RNA,110,0
ENSG00000132854.19,KANK4,protein_coding,6814,0
ENSG00000201153.1,RNU6-371P,snRNA,108,0
ENSG00000162607.13,USP1,protein_coding,3869,28
ENSG00000116641.18,DOCK7,protein_coding,24890,14
ENSG00000270549.1,RP11-293K19.1,processed_pseudogene,238,1
ENSG00000132855.5,ANGPTL3,protein_coding,3371,0
ENSG00000278967.1,RP5-849H19.3,TEC,1819,0
ENSG00000213703.2,RP5-849H19.2,processed_pseudogene,546,0
ENSG00000235545.1,RP11-230B22.1,lncRNA,1228,0
ENSG00000125703.15,ATG4C,protein_coding,3116,1
ENSG00000234318.1,RP4-771M4.3,lncRNA,447,0
ENSG00000237163.1,RP4-771M4.2,processed_pseudogene,303,0
ENSG00000229537.7,LINC01739,lncRNA,2067,0
ENSG00000286455.1,RP11-5P4.4,lncRNA,1126,0
ENSG00000227485.1,RP11-5P4.2,lncRNA,359,0
ENSG00000229225.1,RP11-5P4.3,lncRNA,157,0
ENSG00000203605.3,RP11-335E6.2,lncRNA,823,0
ENSG00000224209.8,LINC00466,lncRNA,7361,1
ENSG00000252259.1,RNA5SP49,rRNA_pseudogene,115,0
ENSG00000228734.2,RP11-335E6.3,lncRNA,859,0
ENSG00000223683.1,RPSAP65,processed_pseudogene,595,0
ENSG00000230798.5,FOXD3-AS1,lncRNA,1208,0
ENSG00000187140.6,FOXD3,protein_coding,2562,2
ENSG00000275836.1,MIR6068,miRNA,60,0
ENSG00000252784.1,Y_RNA,misc_RNA,110,0
ENSG00000236674.1,RP4-792G4.3,processed_pseudogene,1357,0
ENSG00000088035.18,ALG6,protein_coding,5487,4
ENSG00000142856.17,ITGB3BP,protein_coding,5459,5
ENSG00000286429.1,RP11-565D17.2,lncRNA,1206,0
ENSG00000203965.13,EFCAB7,protein_coding,5704,2
ENSG00000264271.2,RN7SL488P,misc_RNA,286,0
ENSG00000251720.1,RNU7-123P,snRNA,60,0
ENSG00000116652.6,DLEU2L,lncRNA,3555,0
ENSG00000276884.1,ENSG10010137532.1,misc_RNA,136,0
ENSG00000278287.1,ENSG10010137881.1,misc_RNA,84,0
ENSG00000277565.1,ENSG10010139523.1,misc_RNA,58,0
ENSG00000275823.1,ENSG10010137906.1,misc_RNA,73,0
ENSG00000277689.1,ENSG10010136308.1,misc_RNA,90,0
ENSG00000274199.1,ENSG10010137261.1,misc_RNA,120,0
ENSG00000079739.17,PGM1,protein_coding,4077,12
ENSG00000244256.3,RN7SL130P,misc_RNA,305,0
ENSG00000185483.12,ROR1,protein_coding,6720,5
ENSG00000177452.7,RP4-597J3.1,processed_pseudogene,584,0
ENSG00000228056.3,CFL1P3,processed_pseudogene,490,0
ENSG00000207190.1,RNU6-809P,snRNA,107,0
ENSG00000200508.1,Y_RNA,misc_RNA,102,1
ENSG00000223949.8,ROR1-AS1,lncRNA,4614,0
ENSG00000284928.1,RP11-24J23.3,lncRNA,1031,0
ENSG00000177414.14,UBE2U,protein_coding,1842,0
ENSG00000238653.1,RNU7-62P,snRNA,62,0
ENSG00000158966.16,CACHD1,protein_coding,7022,23
ENSG00000264470.1,MIR4794,miRNA,77,0
ENSG00000162437.14,RAVER2,protein_coding,6070,10
ENSG00000162434.13,JAK1,protein_coding,12620,24
ENSG00000234784.2,RP11-182I10.1,processed_pseudogene,241,0
ENSG00000233877.2,RP11-182I10.2,processed_pseudogene,387,0
ENSG00000226891.9,LINC01359,lncRNA,7863,0
ENSG00000185031.6,SLC2A3P2,processed_pseudogene,1480,0
ENSG00000272506.1,RP4-535B20.4,lncRNA,618,0
ENSG00000212257.1,RNU6-1176P,snRNA,107,0
ENSG00000265996.1,MIR3671,miRNA,88,0
ENSG00000199135.1,MIR101-1,miRNA,75,0
ENSG00000235804.2,RP4-535B20.2,processed_pseudogene,427,0
ENSG00000234496.2,MRPS21P1,processed_pseudogene,223,0
ENSG00000162433.15,AK4,protein_coding,7578,5
ENSG00000231622.1,RPS29P7,processed_pseudogene,171,1
ENSG00000116675.16,DNAJC6,protein_coding,6958,13
ENSG00000229294.1,RP5-1044H5.1,lncRNA,512,0
ENSG00000234144.1,COX6CP13,processed_pseudogene,226,0
ENSG00000222624.1,RNU2-15P,snRNA,191,0
ENSG00000213625.9,LEPROT,protein_coding,5237,7
ENSG00000116678.20,LEPR,protein_coding,11370,0
ENSG00000237852.1,RP4-630A11.3,lncRNA,423,0
ENSG00000224570.1,RP11-430H12.2,processed_pseudogene,1797,0
ENSG00000285079.1,RP11-433N2.1,lncRNA,2316,0
