436D,gene_id,gene_name,gene_type,gene_length,gene_count,RPK,TPM,log2(TPM+1)
1754,ENSMUSG00000087804.1,Gm23434,snRNA,100,0,0.0,0.0,0.0
1755,ENSMUSG00000099453.1,Gm18248,processed_pseudogene,1846,0,0.0,0.0,0.0
1756,ENSMUSG00000067028.11,Cntnap5b,protein_coding,5205,0,0.0,0.0,0.0
1757,ENSMUSG00000082431.3,Prdx2-ps1,processed_pseudogene,597,1,1.6750418760469012,34.620807047743135,5.15464829831698
1758,ENSMUSG00000104104.1,Gm37877,TEC,2709,0,0.0,0.0,0.0
1759,ENSMUSG00000100662.1,Gm19029,processed_pseudogene,564,1,1.773049645390071,36.64649256649406,5.234443553605567
1760,ENSMUSG00000087883.1,Gm23602,snoRNA,132,0,0.0,0.0,0.0
1761,ENSMUSG00000099835.1,Gm29668,processed_pseudogene,315,1,3.1746031746031744,65.61467240477032,6.0577680720974305
1762,ENSMUSG00000100794.1,Gm29667,processed_pseudogene,490,1,2.0408163265306123,42.180860831638064,5.432320099367653
1763,ENSMUSG00000099427.1,Gm18700,processed_pseudogene,553,0,0.0,0.0,0.0
1764,ENSMUSG00000099892.1,Gm18185,processed_pseudogene,667,0,0.0,0.0,0.0
1765,ENSMUSG00000100977.1,Gm29334,processed_pseudogene,357,0,0.0,0.0,0.0
1766,ENSMUSG00000077039.1,Gm25537,miRNA,109,0,0.0,0.0,0.0
1767,ENSMUSG00000100684.1,Gm20268,lincRNA,845,0,0.0,0.0,0.0
1768,ENSMUSG00000100088.1,Gm28801,processed_pseudogene,449,0,0.0,0.0,0.0
1769,ENSMUSG00000100222.1,Psmb6-ps2,processed_pseudogene,705,0,0.0,0.0,0.0
1770,ENSMUSG00000100065.1,Gm18969,processed_pseudogene,730,0,0.0,0.0,0.0
1771,ENSMUSG00000100349.1,Gm28188,processed_pseudogene,236,0,0.0,0.0,0.0
1772,ENSMUSG00000099375.1,Gm28187,lincRNA,2134,0,0.0,0.0,0.0
1773,ENSMUSG00000077295.1,Gm24122,snoRNA,132,0,0.0,0.0,0.0
1774,ENSMUSG00000099770.1,Gm28623,unprocessed_pseudogene,192,0,0.0,0.0,0.0
1775,ENSMUSG00000088510.1,Gm23036,snoRNA,99,0,0.0,0.0,0.0
1776,ENSMUSG00000101890.1,Gm3116,unprocessed_pseudogene,1116,0,0.0,0.0,0.0
1777,ENSMUSG00000099989.1,Gm20281,processed_pseudogene,267,0,0.0,0.0,0.0
1778,ENSMUSG00000087908.1,Gm22034,snoRNA,134,0,0.0,0.0,0.0
1779,ENSMUSG00000100955.1,Gm18728,unprocessed_pseudogene,753,0,0.0,0.0,0.0
1780,ENSMUSG00000088594.1,Gm23965,snoRNA,142,0,0.0,0.0,0.0
1781,ENSMUSG00000099469.1,Gm29141,unprocessed_pseudogene,882,0,0.0,0.0,0.0
1782,ENSMUSG00000102325.1,Gm37789,TEC,2889,0,0.0,0.0,0.0
1783,ENSMUSG00000101297.1,Gm18447,processed_pseudogene,307,0,0.0,0.0,0.0
1784,ENSMUSG00000100059.1,Gm29140,processed_pseudogene,476,0,0.0,0.0,0.0
1785,ENSMUSG00000088161.1,Gm23537,misc_RNA,330,0,0.0,0.0,0.0
1786,ENSMUSG00000099464.1,Gm5260,processed_pseudogene,949,0,0.0,0.0,0.0
1787,ENSMUSG00000100935.1,Gm29592,unprocessed_pseudogene,370,0,0.0,0.0,0.0
1788,ENSMUSG00000099801.1,Gm29011,processed_pseudogene,712,0,0.0,0.0,0.0
1789,ENSMUSG00000050840.8,Cdh20,protein_coding,4012,0,0.0,0.0,0.0
1790,ENSMUSG00000103991.1,Gm38031,TEC,3015,0,0.0,0.0,0.0
1791,ENSMUSG00000084704.1,n-R5s216,rRNA,112,0,0.0,0.0,0.0
1792,ENSMUSG00000103060.1,Gm36969,TEC,2809,0,0.0,0.0,0.0
1793,ENSMUSG00000089866.1,Gm15699,antisense,280,0,0.0,0.0,0.0
1794,ENSMUSG00000099669.1,Gm29012,lincRNA,469,0,0.0,0.0,0.0
1795,ENSMUSG00000099702.1,Gm29013,unprocessed_pseudogene,237,0,0.0,0.0,0.0
1796,ENSMUSG00000047496.6,Rnf152,protein_coding,8532,0,0.0,0.0,0.0
1797,ENSMUSG00000099582.1,Gm29014,processed_pseudogene,326,0,0.0,0.0,0.0
1798,ENSMUSG00000097482.2,Gm17634,antisense,1655,0,0.0,0.0,0.0
1799,ENSMUSG00000101214.1,Gm28403,sense_overlapping,2710,0,0.0,0.0,0.0
1800,ENSMUSG00000067017.5,Capza1-ps1,pseudogene,2858,3,1.0496850944716585,21.6955442346074,4.504337179116244
1801,ENSMUSG00000056536.14,Pign,protein_coding,13595,12,0.8826774549466715,18.243726494301715,4.266316294945045
1802,ENSMUSG00000100672.1,Gm28404,sense_intronic,453,0,0.0,0.0,0.0
1803,ENSMUSG00000101219.1,Gm20302,processed_pseudogene,275,0,0.0,0.0,0.0
1804,ENSMUSG00000076999.1,Gm22426,miRNA,96,0,0.0,0.0,0.0
1805,ENSMUSG00000101656.1,Gm8004,processed_pseudogene,617,0,0.0,0.0,0.0
1806,ENSMUSG00000026319.13,Relch,protein_coding,9500,3,0.3157894736842105,6.526933202369257,2.912062168354355
1807,ENSMUSG00000104044.1,Gm37566,TEC,4355,0,0.0,0.0,0.0
1808,ENSMUSG00000101330.1,Gm10193,processed_pseudogene,231,0,0.0,0.0,0.0
1809,ENSMUSG00000026321.7,Tnfrsf11a,protein_coding,5985,2,0.3341687552213868,6.90680762155477,2.983095323245583
1810,ENSMUSG00000102690.1,Gm37779,TEC,3380,0,0.0,0.0,0.0
1811,ENSMUSG00000089206.1,Gm26214,snRNA,107,0,0.0,0.0,0.0
1812,ENSMUSG00000099448.1,Gm18801,processed_pseudogene,536,0,0.0,0.0,0.0
1813,ENSMUSG00000099843.1,Gm7160,lincRNA,1417,0,0.0,0.0,0.0
1814,ENSMUSG00000038866.15,Zcchc2,protein_coding,6774,13,1.919102450546206,39.66520276019109,5.345722902203371
1815,ENSMUSG00000102501.1,Gm37372,TEC,3311,1,0.30202355783751134,6.242410693899925,2.8564699897459973
1816,ENSMUSG00000097612.1,Gm26509,processed_pseudogene,948,0,0.0,0.0,0.0
1817,ENSMUSG00000101583.1,Gm20753,lincRNA,545,0,0.0,0.0,0.0
1818,ENSMUSG00000044340.7,Phlpp1,protein_coding,6752,10,1.481042654028436,30.611110496893733,4.982359812832089
1819,ENSMUSG00000103291.1,Gm38235,TEC,4952,0,0.0,0.0,0.0
1820,ENSMUSG00000100247.1,A530053M12Rik,lincRNA,1467,0,0.0,0.0,0.0
1821,ENSMUSG00000099604.1,Gm6651,processed_pseudogene,271,0,0.0,0.0,0.0
1822,ENSMUSG00000057329.7,Bcl2,protein_coding,9157,3,0.32761821557278586,6.771416994922786,2.95817767523075
1823,ENSMUSG00000054006.14,D630008O14Rik,antisense,2056,0,0.0,0.0,0.0
1824,ENSMUSG00000098344.1,Mir3473f,miRNA,136,0,0.0,0.0,0.0
1825,ENSMUSG00000103348.1,Gm37053,TEC,2087,0,0.0,0.0,0.0
1826,ENSMUSG00000009905.5,Kdsr,protein_coding,8147,10,1.2274456855284153,25.369610663437644,4.720804365442345
1827,ENSMUSG00000009907.17,Vps4b,protein_coding,8905,7,0.7860752386299832,16.24709181948552,4.108281212064201
1828,ENSMUSG00000067006.12,Serpinb5,protein_coding,2750,0,0.0,0.0,0.0
1829,ENSMUSG00000083613.1,Pou2f3-rs1,processed_pseudogene,1046,0,0.0,0.0,0.0
1830,ENSMUSG00000059956.14,Serpinb12,protein_coding,2498,0,0.0,0.0,0.0
1831,ENSMUSG00000048775.10,Serpinb13,protein_coding,1672,0,0.0,0.0,0.0
1832,ENSMUSG00000084228.1,Gm8080,unprocessed_pseudogene,1155,0,0.0,0.0,0.0
1833,ENSMUSG00000044594.14,Serpinb3a,protein_coding,1631,0,0.0,0.0,0.0
1834,ENSMUSG00000058017.6,Serpinb3d,protein_coding,1216,0,0.0,0.0,0.0
1835,ENSMUSG00000083884.1,Gm15388,processed_pseudogene,726,0,0.0,0.0,0.0
1836,ENSMUSG00000073602.10,Serpinb3b,protein_coding,1688,0,0.0,0.0,0.0
1837,ENSMUSG00000080729.1,Gm8084,unprocessed_pseudogene,752,0,0.0,0.0,0.0
1838,ENSMUSG00000081114.1,Gm15390,processed_pseudogene,738,0,0.0,0.0,0.0
1839,ENSMUSG00000073601.2,Serpinb3c,protein_coding,1659,0,0.0,0.0,0.0
1840,ENSMUSG00000084189.1,Gm8089,unprocessed_pseudogene,968,0,0.0,0.0,0.0
1841,ENSMUSG00000026327.8,Serpinb11,protein_coding,2186,0,0.0,0.0,0.0
1842,ENSMUSG00000087210.1,Gm15391,lincRNA,257,0,0.0,0.0,0.0
1843,ENSMUSG00000067001.11,Serpinb7,protein_coding,1957,0,0.0,0.0,0.0
1844,ENSMUSG00000089278.1,Gm24553,snoRNA,131,0,0.0,0.0,0.0
1845,ENSMUSG00000062345.10,Serpinb2,protein_coding,2349,1,0.42571306939123027,8.79890242975847,3.292620162715355
1846,ENSMUSG00000092572.7,Serpinb10,polymorphic_pseudogene,3490,0,0.0,0.0,0.0
1847,ENSMUSG00000026315.13,Serpinb8,protein_coding,4795,1,0.20855057351407716,4.310452931700239,2.4088349145983106
1848,ENSMUSG00000086161.1,Gm15389,lincRNA,666,0,0.0,0.0,0.0
1849,ENSMUSG00000096241.1,Gm24267,snRNA,107,0,0.0,0.0,0.0
1850,ENSMUSG00000077237.1,Gm22438,snoRNA,132,0,0.0,0.0,0.0
1851,ENSMUSG00000100457.6,D830032E09Rik,lincRNA,3629,0,0.0,0.0,0.0
1852,ENSMUSG00000101477.1,Gm18448,processed_pseudogene,599,0,0.0,0.0,0.0
1853,ENSMUSG00000099484.1,Gm28282,processed_pseudogene,186,0,0.0,0.0,0.0
1854,ENSMUSG00000100041.1,Gm5702,processed_pseudogene,2469,2,0.8100445524503849,16.74250450182475,4.149137767284603
1855,ENSMUSG00000104478.1,Gm38212,TEC,2756,0,0.0,0.0,0.0
1856,ENSMUSG00000101231.1,Gm28283,processed_pseudogene,178,0,0.0,0.0,0.0
1857,ENSMUSG00000101097.1,Gm6679,processed_pseudogene,1869,0,0.0,0.0,0.0
1858,ENSMUSG00000100831.1,Gm17847,processed_pseudogene,1127,0,0.0,0.0,0.0
1859,ENSMUSG00000100884.1,Gm28281,processed_pseudogene,187,0,0.0,0.0,0.0
1860,ENSMUSG00000089037.1,Gm22159,snoRNA,130,0,0.0,0.0,0.0
1861,ENSMUSG00000084741.1,Gm25293,misc_RNA,285,0,0.0,0.0,0.0
1862,ENSMUSG00000100025.1,Gm8141,processed_pseudogene,1723,4,2.321532211259431,47.98287128845653,5.614205439475349
1863,ENSMUSG00000026312.17,Cdh7,protein_coding,10037,0,0.0,0.0,0.0
1864,ENSMUSG00000100290.1,Gm18552,processed_pseudogene,538,0,0.0,0.0,0.0
1865,ENSMUSG00000100758.1,Gm3332,processed_pseudogene,928,0,0.0,0.0,0.0
1866,ENSMUSG00000099926.1,Gm6693,processed_pseudogene,813,0,0.0,0.0,0.0
1867,ENSMUSG00000047216.8,Cdh19,protein_coding,4280,0,0.0,0.0,0.0
1868,ENSMUSG00000102788.1,Gm38255,TEC,2996,0,0.0,0.0,0.0
1869,ENSMUSG00000102160.1,Gm36944,TEC,2759,0,0.0,0.0,0.0
1870,ENSMUSG00000101253.1,Gm29088,lincRNA,581,0,0.0,0.0,0.0
1871,ENSMUSG00000101846.1,Gm19927,processed_pseudogene,781,0,0.0,0.0,0.0
1872,ENSMUSG00000100555.1,Gm8173,processed_pseudogene,1977,0,0.0,0.0,0.0
1873,ENSMUSG00000102728.1,Gm37934,TEC,402,0,0.0,0.0,0.0
1874,ENSMUSG00000038702.6,Dsel,protein_coding,5763,4,0.6940829429116779,14.345737850079923,3.9397661096757597
1875,ENSMUSG00000101875.1,Gm6028,processed_pseudogene,574,0,0.0,0.0,0.0
1876,ENSMUSG00000099732.2,Gm17752,processed_pseudogene,7214,0,0.0,0.0,0.0
1877,ENSMUSG00000101220.1,Gm6717,processed_pseudogene,838,0,0.0,0.0,0.0
1878,ENSMUSG00000100020.1,Gm19086,processed_pseudogene,665,0,0.0,0.0,0.0
1879,ENSMUSG00000101054.1,Gm18406,processed_pseudogene,669,0,0.0,0.0,0.0
1880,ENSMUSG00000088691.1,Gm22331,snoRNA,136,0,0.0,0.0,0.0
1881,ENSMUSG00000099884.1,Gm8204,processed_pseudogene,2144,0,0.0,0.0,0.0
1882,ENSMUSG00000100304.1,Gm28190,processed_pseudogene,722,0,0.0,0.0,0.0
1883,ENSMUSG00000101453.1,Gm28189,lincRNA,571,0,0.0,0.0,0.0
1884,ENSMUSG00000102105.1,Gm17946,processed_pseudogene,538,0,0.0,0.0,0.0
1885,ENSMUSG00000099943.1,Gm18181,processed_pseudogene,736,0,0.0,0.0,0.0
1886,ENSMUSG00000084546.1,Gm24937,snoRNA,134,0,0.0,0.0,0.0
1887,ENSMUSG00000097648.1,9330185C12Rik,lincRNA,1009,0,0.0,0.0,0.0
1888,ENSMUSG00000101687.1,Gm4854,processed_pseudogene,574,0,0.0,0.0,0.0
1889,ENSMUSG00000100515.6,Gm17916,transcribed_processed_pseudogene,2093,0,0.0,0.0,0.0
1890,ENSMUSG00000070695.4,Cntnap5a,protein_coding,10945,0,0.0,0.0,0.0
1891,ENSMUSG00000092948.1,Gm23393,miRNA,72,0,0.0,0.0,0.0
1892,ENSMUSG00000102033.1,Gm28263,processed_pseudogene,400,0,0.0,0.0,0.0
1893,ENSMUSG00000094429.2,Gm19965,protein_coding,3030,0,0.0,0.0,0.0
1894,ENSMUSG00000101154.1,Gm17777,processed_pseudogene,1276,0,0.0,0.0,0.0
1895,ENSMUSG00000065865.1,Gm24030,snRNA,164,0,0.0,0.0,0.0
1896,ENSMUSG00000098815.1,Gm27785,miRNA,110,0,0.0,0.0,0.0
1897,ENSMUSG00000101573.1,Gm28361,processed_pseudogene,474,0,0.0,0.0,0.0
1898,ENSMUSG00000107979.1,Zfp813-ps,lincRNA,618,0,0.0,0.0,0.0
1899,ENSMUSG00000101373.2,Zfp813-ps,processed_pseudogene,2506,0,0.0,0.0,0.0
1900,ENSMUSG00000099615.1,Gm28362,unprocessed_pseudogene,2420,0,0.0,0.0,0.0
1901,ENSMUSG00000100265.1,Gm28363,protein_coding,673,0,0.0,0.0,0.0
1902,ENSMUSG00000100527.1,Gm28359,unprocessed_pseudogene,1322,0,0.0,0.0,0.0
1903,ENSMUSG00000099571.1,Gm18182,unprocessed_pseudogene,1251,0,0.0,0.0,0.0
1904,ENSMUSG00000101303.1,B020011L13Rik,protein_coding,2879,0,0.0,0.0,0.0
1905,ENSMUSG00000100305.1,Gm28360,protein_coding,1491,0,0.0,0.0,0.0
1906,ENSMUSG00000099534.1,Gm28169,processed_pseudogene,345,0,0.0,0.0,0.0
1907,ENSMUSG00000100886.1,Gm7195,unprocessed_pseudogene,1707,0,0.0,0.0,0.0
1908,ENSMUSG00000101415.1,Gm28168,protein_coding,2630,0,0.0,0.0,0.0
1909,ENSMUSG00000100617.1,Gm7145,protein_coding,1794,0,0.0,0.0,0.0
1910,ENSMUSG00000100703.6,Gm28358,transcribed_unprocessed_pseudogene,636,0,0.0,0.0,0.0
1911,ENSMUSG00000100177.1,Gm29489,unprocessed_pseudogene,324,0,0.0,0.0,0.0
1912,ENSMUSG00000101363.1,Gm29490,processed_pseudogene,342,0,0.0,0.0,0.0
1913,ENSMUSG00000101590.1,Gm29104,unprocessed_pseudogene,222,0,0.0,0.0,0.0
1914,ENSMUSG00000102030.1,Gm29106,protein_coding,4012,0,0.0,0.0,0.0
1915,ENSMUSG00000099870.1,Gm7200,processed_pseudogene,1163,0,0.0,0.0,0.0
1916,ENSMUSG00000026374.14,Tsn,protein_coding,9046,11,1.2160070749502543,25.133190347394336,4.707811354922399
1917,ENSMUSG00000026377.12,Nifk,protein_coding,1965,3,1.5267175572519083,31.555147797713968,5.024813783133178
1918,ENSMUSG00000099936.1,Gm28867,lincRNA,2166,0,0.0,0.0,0.0
1919,ENSMUSG00000064302.13,Clasp1,protein_coding,21844,13,0.5951290972349387,12.300498237389418,3.733408385061008
1920,ENSMUSG00000077257.1,Gm26080,snoRNA,131,0,0.0,0.0,0.0
1921,ENSMUSG00000107722.1,2900060B14Rik,antisense,616,0,0.0,0.0,0.0
1922,ENSMUSG00000080542.1,Gm22710,snRNA,125,0,0.0,0.0,0.0
1923,ENSMUSG00000100770.1,Gm28466,processed_pseudogene,659,0,0.0,0.0,0.0
1924,ENSMUSG00000026380.10,Tfcp2l1,protein_coding,9438,0,0.0,0.0,0.0
1925,ENSMUSG00000089601.1,Gm22094,rRNA,117,0,0.0,0.0,0.0
1926,ENSMUSG00000101624.1,Gm28882,processed_pseudogene,314,0,0.0,0.0,0.0
1927,ENSMUSG00000088363.1,Gm23497,snRNA,130,0,0.0,0.0,0.0
1928,ENSMUSG00000100040.1,Gm28467,processed_pseudogene,318,0,0.0,0.0,0.0
1929,ENSMUSG00000048402.14,Gli2,protein_coding,6869,4,0.5823263939438055,12.035884004951317,3.704416514839132
1930,ENSMUSG00000098273.1,Mir6346,miRNA,81,0,0.0,0.0,0.0
1931,ENSMUSG00000097408.1,Gm26831,lincRNA,1380,0,0.0,0.0,0.0
1932,ENSMUSG00000096939.1,Gm8321,processed_pseudogene,980,0,0.0,0.0,0.0
1933,ENSMUSG00000100767.1,Gm3508,processed_pseudogene,792,1,1.2626262626262625,26.09674470644274,4.760047637316568
1934,ENSMUSG00000099860.1,Gm29456,lincRNA,768,0,0.0,0.0,0.0
1935,ENSMUSG00000101179.1,Gm29455,lincRNA,3888,0,0.0,0.0,0.0
1936,ENSMUSG00000037035.5,Inhbb,protein_coding,4255,0,0.0,0.0,0.0
1937,ENSMUSG00000004451.14,Ralb,protein_coding,4930,15,3.0425963488843815,62.88627324797967,5.997434078572471
1938,ENSMUSG00000101437.1,Gm29454,processed_pseudogene,393,0,0.0,0.0,0.0
1939,ENSMUSG00000098447.2,Gm27184,antisense,607,0,0.0,0.0,0.0
1940,ENSMUSG00000098923.1,Tmem185b,protein_coding,2824,0,0.0,0.0,0.0
1941,ENSMUSG00000101731.1,3830432H09Rik,lincRNA,2637,0,0.0,0.0,0.0
1942,ENSMUSG00000084505.1,Gm25322,snRNA,104,0,0.0,0.0,0.0
1943,ENSMUSG00000026383.14,Epb41l5,protein_coding,14758,2,0.13551971811898633,2.801005801260693,1.9263812271055996
1944,ENSMUSG00000102687.1,Gm37219,TEC,926,0,0.0,0.0,0.0
1945,ENSMUSG00000026384.13,Ptpn4,protein_coding,11321,6,0.5299885169154669,10.954132218445006,3.579437499751976
1946,ENSMUSG00000091876.1,Gm3851,processed_pseudogene,318,4,12.578616352201257,259.9826642453163,8.027810168838297
1947,ENSMUSG00000103146.1,Gm37745,TEC,8163,0,0.0,0.0,0.0
1948,ENSMUSG00000100436.1,Gm29657,processed_pseudogene,342,0,0.0,0.0,0.0
1949,ENSMUSG00000090277.1,Gm8338,processed_pseudogene,363,0,0.0,0.0,0.0
1950,ENSMUSG00000100042.1,Gm29658,processed_pseudogene,230,0,0.0,0.0,0.0
1951,ENSMUSG00000100636.1,Gm3551,processed_pseudogene,664,0,0.0,0.0,0.0
1952,ENSMUSG00000101224.1,Gm28209,lincRNA,775,0,0.0,0.0,0.0
1953,ENSMUSG00000036975.5,Tmem177,protein_coding,3341,1,0.29931158335827596,6.186357919037009,2.8452607910540455
1954,ENSMUSG00000036962.12,Cfap221,protein_coding,2915,0,0.0,0.0,0.0
1955,ENSMUSG00000092245.1,Gm17973,processed_pseudogene,520,0,0.0,0.0,0.0
1956,ENSMUSG00000026387.15,Sctr,protein_coding,2012,0,0.0,0.0,0.0
1957,ENSMUSG00000050777.7,Tmem37,protein_coding,1311,0,0.0,0.0,0.0
1958,ENSMUSG00000026385.16,Dbi,protein_coding,1422,4,2.8129395218002813,58.13958314346737,5.8860521692726895
1959,ENSMUSG00000026388.15,3110009E18Rik,protein_coding,2428,0,0.0,0.0,0.0
1960,ENSMUSG00000026389.16,Steap3,protein_coding,5715,9,1.5748031496062993,32.549010720476616,5.068198320338007
1961,ENSMUSG00000036907.9,C1ql2,protein_coding,2000,0,0.0,0.0,0.0
1962,ENSMUSG00000101275.1,1700012E03Rik,lincRNA,1377,0,0.0,0.0,0.0
1963,ENSMUSG00000026390.7,Marco,protein_coding,1925,0,0.0,0.0,0.0
1964,ENSMUSG00000058665.8,En1,protein_coding,2624,6,2.2865853658536586,47.260568157399355,5.5927729949631475
1965,ENSMUSG00000099957.4,2610027F03Rik,lincRNA,1154,0,0.0,0.0,0.0
1966,ENSMUSG00000101386.1,Gm29346,lincRNA,255,0,0.0,0.0,0.0
1967,ENSMUSG00000101922.1,Gm29345,lincRNA,399,0,0.0,0.0,0.0
1968,ENSMUSG00000100761.1,Gm29344,processed_pseudogene,210,0,0.0,0.0,0.0
1969,ENSMUSG00000099336.1,Gm29348,lincRNA,779,0,0.0,0.0,0.0
1970,ENSMUSG00000100979.1,Gm29347,lincRNA,449,0,0.0,0.0,0.0
1971,ENSMUSG00000102360.1,Gm37043,TEC,3105,0,0.0,0.0,0.0
1972,ENSMUSG00000097881.7,Celrr,lincRNA,3876,0,0.0,0.0,0.0
1973,ENSMUSG00000101700.1,Gm29359,lincRNA,495,0,0.0,0.0,0.0
1974,ENSMUSG00000104332.1,Gm38283,TEC,695,0,0.0,0.0,0.0
1975,ENSMUSG00000003721.14,Insig2,protein_coding,3473,1,0.2879355024474518,5.951230005039635,2.7972682821761117
1976,ENSMUSG00000104253.1,Gm37174,TEC,3058,0,0.0,0.0,0.0
1977,ENSMUSG00000101791.1,2210011K15Rik,lincRNA,1741,0,0.0,0.0,0.0
1978,ENSMUSG00000026339.18,Ccdc93,protein_coding,11445,9,0.7863695937090432,16.25317573329173,4.108790033183049
1979,ENSMUSG00000085857.1,Gm15392,antisense,778,0,0.0,0.0,0.0
1980,ENSMUSG00000083582.1,Gm15393,processed_pseudogene,219,0,0.0,0.0,0.0
1981,ENSMUSG00000050534.8,Htr5b,protein_coding,1935,0,0.0,0.0,0.0
1982,ENSMUSG00000081130.1,Gm8217,processed_pseudogene,465,0,0.0,0.0,0.0
1983,ENSMUSG00000001674.11,Ddx18,protein_coding,2483,6,2.4164317358034633,49.94431367096894,5.670849218775685
1984,ENSMUSG00000102006.1,Gm28591,processed_pseudogene,183,0,0.0,0.0,0.0
1985,ENSMUSG00000102488.1,Gm37920,TEC,749,0,0.0,0.0,0.0
1986,ENSMUSG00000083584.1,Gm15394,processed_pseudogene,1308,0,0.0,0.0,0.0
1987,ENSMUSG00000100913.1,Gm8392,processed_pseudogene,835,0,0.0,0.0,0.0
1988,ENSMUSG00000080410.2,Gm26472,miRNA,83,0,0.0,0.0,0.0
1989,ENSMUSG00000099960.1,Gm28590,lincRNA,1609,0,0.0,0.0,0.0
1990,ENSMUSG00000089274.1,Gm24547,snRNA,149,0,0.0,0.0,0.0
1991,ENSMUSG00000103263.1,Gm36982,TEC,1128,0,0.0,0.0,0.0
1992,ENSMUSG00000089190.1,Gm25771,snoRNA,144,0,0.0,0.0,0.0
1993,ENSMUSG00000099451.1,Gm29192,processed_pseudogene,377,0,0.0,0.0,0.0
1994,ENSMUSG00000104180.1,Gm37970,TEC,1732,1,0.5773672055427251,11.933384415417233,3.6930279447015666
1995,ENSMUSG00000100762.1,Gm8403,processed_pseudogene,1298,2,1.5408320493066254,31.84687489599792,5.037684211659758
1996,ENSMUSG00000100405.1,Gm28911,processed_pseudogene,117,0,0.0,0.0,0.0
1997,ENSMUSG00000100525.1,Gm20058,processed_pseudogene,284,0,0.0,0.0,0.0
1998,ENSMUSG00000101495.1,Gm28912,processed_pseudogene,234,0,0.0,0.0,0.0
1999,ENSMUSG00000036815.17,Dpp10,protein_coding,17227,0,0.0,0.0,0.0
2000,ENSMUSG00000102801.1,Gm37478,TEC,3495,0,0.0,0.0,0.0
2001,ENSMUSG00000102681.1,Gm37221,TEC,3007,0,0.0,0.0,0.0
2002,ENSMUSG00000077472.1,Gm24791,snoRNA,131,0,0.0,0.0,0.0
2003,ENSMUSG00000104410.1,Gm37066,TEC,2061,0,0.0,0.0,0.0
2004,ENSMUSG00000102521.1,Gm37781,TEC,3218,0,0.0,0.0,0.0
2005,ENSMUSG00000104205.1,Gm37396,TEC,1495,0,0.0,0.0,0.0
2006,ENSMUSG00000102902.1,Gm38263,TEC,3059,0,0.0,0.0,0.0
2007,ENSMUSG00000101985.1,Gm28929,processed_pseudogene,1193,0,0.0,0.0,0.0
2008,ENSMUSG00000101994.1,Gm18875,processed_pseudogene,882,0,0.0,0.0,0.0
2009,ENSMUSG00000102940.1,Gm37551,TEC,2861,0,0.0,0.0,0.0
2010,ENSMUSG00000103914.1,Gm38073,TEC,3665,0,0.0,0.0,0.0
2011,ENSMUSG00000065340.1,Gm25578,snRNA,104,0,0.0,0.0,0.0
2012,ENSMUSG00000101006.1,Gm28299,processed_pseudogene,339,0,0.0,0.0,0.0
2013,ENSMUSG00000102240.1,Gm37717,TEC,3027,0,0.0,0.0,0.0
2014,ENSMUSG00000099574.1,1700121L03Rik,lincRNA,704,0,0.0,0.0,0.0
2015,ENSMUSG00000026341.16,Actr3,protein_coding,4631,20,4.318721658389117,89.2620246491153,6.496047234599721
2016,ENSMUSG00000102063.1,Gm28706,lincRNA,355,0,0.0,0.0,0.0
2017,ENSMUSG00000026342.10,Slc35f5,protein_coding,2956,2,0.6765899864682002,13.984182549054566,3.9053684757296163
2018,ENSMUSG00000101015.1,Gm18444,processed_pseudogene,629,0,0.0,0.0,0.0
2019,ENSMUSG00000026343.6,Gpr39,protein_coding,3015,0,0.0,0.0,0.0
2020,ENSMUSG00000026344.9,Lypd1,protein_coding,7038,0,0.0,0.0,0.0
2021,ENSMUSG00000049690.15,Nckap5,protein_coding,12100,0,0.0,0.0,0.0
2022,ENSMUSG00000104519.1,Gm37161,TEC,2697,0,0.0,0.0,0.0
2023,ENSMUSG00000102723.1,Gm37936,TEC,1322,0,0.0,0.0,0.0
2024,ENSMUSG00000103824.1,Gm38177,TEC,1040,0,0.0,0.0,0.0
2025,ENSMUSG00000101600.1,4930599A14Rik,lincRNA,527,0,0.0,0.0,0.0
2026,ENSMUSG00000101385.1,Gm5261,processed_pseudogene,713,0,0.0,0.0,0.0
2027,ENSMUSG00000036155.13,Mgat5,protein_coding,10291,10,0.9717228646390049,20.084172390926685,4.398088488051047
2028,ENSMUSG00000104039.1,Gm37772,TEC,1394,0,0.0,0.0,0.0
2029,ENSMUSG00000104378.1,Gm37510,TEC,4762,0,0.0,0.0,0.0
2030,ENSMUSG00000099471.1,Gm8451,processed_pseudogene,447,0,0.0,0.0,0.0
2031,ENSMUSG00000106307.1,Gm23370,scaRNA,130,0,0.0,0.0,0.0
2032,ENSMUSG00000106489.1,Gm23370,scaRNA,129,0,0.0,0.0,0.0
2033,ENSMUSG00000065687.1,Gm23734,snoRNA,109,0,0.0,0.0,0.0
2034,ENSMUSG00000103390.1,Gm38301,TEC,543,0,0.0,0.0,0.0
2035,ENSMUSG00000026347.13,Tmem163,protein_coding,4292,0,0.0,0.0,0.0
2036,ENSMUSG00000026348.7,Acmsd,protein_coding,2831,0,0.0,0.0,0.0
2037,ENSMUSG00000102014.1,2900009J06Rik,antisense,503,0,0.0,0.0,0.0
2038,ENSMUSG00000026349.14,Ccnt2,protein_coding,12345,2,0.16200891049007696,3.3485009003649493,2.1205181328331055
2039,ENSMUSG00000051590.10,Map3k19,protein_coding,5345,0,0.0,0.0,0.0
