,Gene,Bipolar1/Rods,Bipolar2/Rods,Bipolar3/Rods,Bipolar4/Rods,Bipolar5/Rods,Bipolar6/Rods,Bipolar1/Cones,Bipolar2/Cones,Bipolar3/Cones,Bipolar4/Cones,Bipolar5/Cones,Bipolar6/Cones,Bipolar1/MG,Bipolar2/MG,Bipolar3/MG,Bipolar4/MG,Bipolar5/MG,Bipolar6/MG,Bipolar1/BCs,Bipolar2/BCs,Bipolar3/BCs,Bipolar4/BCs,Bipolar5/BCs,Bipolar6/BCs
Upk3bl,Upk3bl,0,0,0,0,0,0,0.0,0,0,0,0,0,4,2,3,1,2,6,12,13,12,21,20,20
Upp1,Upp1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Upp2,Upp2,0,0,1,0,0,2,0.0,0,0,0,0,0,4,3,3,2,9,8,52,74,63,73,147,127
Uprt,Uprt,0,0,0,0,3,0,0.0,0,0,0,1,1,2,3,0,0,3,1,12,14,21,16,24,33
Uqcc1,Uqcc1,1,1,2,3,8,5,0.0,0,0,0,0,3,15,22,11,21,57,36,213,243,231,272,516,459
Uqcc2,Uqcc2,1,2,3,11,16,14,0.0,2,0,0,6,9,71,109,80,103,262,249,830,1103,910,1246,2264,1897
Uqcc3,Uqcc3,8,4,2,14,37,25,0.0,1,1,0,8,10,13,24,17,25,63,56,300,352,325,381,789,733
Uqcr10,Uqcr10,8,6,5,17,20,27,0.0,1,3,2,14,9,79,99,76,95,317,253,963,1220,920,1226,2236,1918
Uqcr11,Uqcr11,5,5,8,19,24,23,0.0,0,0,0,6,10,91,119,96,121,333,310,1182,1355,926,1498,2607,2203
Uqcrb,Uqcrb,22,11,17,21,24,26,0.0,0,1,0,8,7,66,86,69,98,171,114,1609,2156,1678,2254,2709,2314
Uqcrc1,Uqcrc1,4,2,9,8,25,19,0.0,1,1,0,14,9,43,56,52,58,200,159,559,648,534,725,1740,1536
Uqcrc2,Uqcrc2,12,1,12,13,22,16,0.0,0,1,0,2,8,55,72,79,73,189,184,777,997,1019,1146,1930,1654
Uqcrfs1,Uqcrfs1,7,5,12,14,21,17,0.0,0,1,0,7,4,65,79,64,84,254,207,989,1150,1103,1325,2140,1886
Uqcrh,Uqcrh,18,15,21,27,28,44,0.0,0,2,3,6,13,66,101,88,91,271,236,1881,2122,1950,2456,3813,3198
Uqcrq,Uqcrq,13,5,14,38,54,45,0.0,2,0,5,12,17,93,127,112,116,344,272,1750,2141,1588,2219,4147,3595
Urah,Urah,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Urb1,Urb1,0,0,0,0,0,0,0.0,0,0,0,0,0,2,2,0,1,2,4,11,22,16,15,17,13
Urb2,Urb2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,3,0,4,3,0,10,17,10,8,7,13
Urgcp,Urgcp,2,2,0,3,2,1,0.0,0,0,0,1,2,9,15,7,5,22,24,104,134,111,116,255,238
Uri1,Uri1,9,9,2,8,25,11,0.0,0,1,0,4,6,22,32,30,27,88,56,537,681,737,794,1615,1412
Urm1,Urm1,0,0,4,1,11,4,0.0,0,0,0,0,1,8,11,10,16,39,29,134,169,155,194,406,344
Uroc1,Uroc1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Urod,Urod,3,1,2,2,5,2,0.0,0,0,0,2,0,18,20,18,20,69,56,89,104,82,114,262,236
Uros,Uros,0,0,0,0,4,1,0.0,0,0,0,1,0,15,14,13,17,53,40,47,55,48,76,102,84
Usb1,Usb1,0,0,2,0,2,4,0.0,0,1,0,2,1,6,6,9,7,29,12,42,56,41,61,89,84
Use1,Use1,9,5,5,7,11,10,0.0,0,1,0,7,7,30,49,46,45,168,140,680,821,764,872,1552,1334
Usf1,Usf1,1,0,0,1,1,3,0.0,0,0,0,0,0,6,8,8,14,51,32,101,110,98,106,290,224
Usf2,Usf2,2,1,4,8,15,10,0.0,0,0,0,0,2,26,42,40,42,132,107,385,452,362,471,1162,912
Ush1c,Ush1c,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,13,4,1,3,0,1,2,1
Ush1g,Ush1g,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,14,7,11,45,23
Ush2a,Ush2a,0,1,1,0,1,0,0.0,0,0,0,0,1,0,1,0,1,1,0,4,12,2,8,7,6
Ushbp1,Ushbp1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1
Usmg5,Usmg5,2,3,6,13,10,4,0.0,0,1,2,0,6,16,42,17,33,78,48,531,1033,616,1087,1171,852
Uso1,Uso1,5,4,1,3,3,13,0.0,0,0,0,1,5,26,38,21,38,130,92,321,417,418,556,1026,887
Usp1,Usp1,2,0,5,2,6,5,0.0,0,0,0,1,0,24,35,29,38,87,65,200,333,323,382,629,535
Usp10,Usp10,2,0,6,7,5,8,0.0,2,1,1,2,2,26,38,39,28,93,95,270,349,330,354,776,713
Usp11,Usp11,2,0,1,4,3,9,0.0,0,0,0,1,1,12,12,15,11,45,50,256,344,278,362,723,635
Usp12,Usp12,0,3,4,3,21,13,0.0,0,0,0,2,2,10,9,16,8,38,34,200,292,290,321,634,556
Usp13,Usp13,1,1,0,0,2,4,0.0,0,0,0,0,0,1,1,0,4,3,1,45,60,54,56,104,87
Usp14,Usp14,1,2,5,5,4,4,0.0,0,0,1,4,2,13,24,20,17,55,37,351,391,353,439,796,701
Usp15,Usp15,2,4,6,2,4,6,0.0,0,0,0,0,1,10,18,16,27,51,62,166,246,254,253,548,440
Usp16,Usp16,2,5,5,4,6,13,0.0,0,0,1,2,6,28,44,28,33,110,85,362,448,493,556,931,843
Usp18,Usp18,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,7,4,1,1,0,0,7,0
Usp19,Usp19,3,1,1,4,3,5,0.0,0,0,0,1,1,12,19,27,26,69,66,221,243,234,296,528,432
Usp2,Usp2,5,14,16,22,42,31,0.0,0,1,2,6,11,22,33,55,47,189,157,1301,1720,1675,1973,3040,2594
Usp20,Usp20,1,0,0,0,4,4,0.0,0,0,1,2,1,3,8,4,6,12,16,69,98,92,117,221,189
Usp21,Usp21,2,0,1,4,7,5,0.0,0,0,0,2,2,12,9,21,15,46,44,168,194,200,244,492,417
Usp22,Usp22,1,3,2,8,10,7,0.0,0,0,0,1,1,25,25,36,21,85,72,288,395,395,457,888,719
Usp24,Usp24,0,0,0,0,3,0,0.0,0,0,0,0,0,3,11,13,9,9,18,58,75,67,78,95,98
Usp25,Usp25,2,0,0,4,5,1,0.0,0,0,0,0,3,20,31,30,30,82,72,141,173,167,201,346,297
Usp26,Usp26,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Usp27x,Usp27x,0,0,0,0,0,0,0.0,0,0,0,0,0,3,1,2,0,3,1,5,4,7,10,25,23
Usp28,Usp28,0,0,0,0,2,1,0.0,0,0,0,0,0,4,5,7,4,11,19,62,81,61,78,112,105
Usp29,Usp29,0,0,2,4,3,3,0.0,0,0,0,0,4,0,1,2,0,6,4,141,165,175,227,553,530
Usp3,Usp3,1,0,2,1,2,4,0.0,0,0,0,0,0,5,16,19,16,36,31,133,168,154,159,277,255
Usp30,Usp30,1,0,0,2,1,0,0.0,0,0,0,1,0,18,21,16,11,44,46,58,72,59,88,181,111
Usp31,Usp31,0,0,0,0,3,1,0.0,0,1,0,0,0,0,3,1,3,6,4,35,39,42,64,85,51
Usp32,Usp32,8,3,4,9,4,8,0.0,0,0,0,4,2,23,22,29,31,65,53,357,536,487,639,820,678
Usp33,Usp33,9,11,9,26,31,16,0.0,0,0,0,4,6,15,19,31,37,73,44,615,777,751,968,1398,1214
Usp34,Usp34,6,16,7,23,32,39,0.0,0,4,1,6,6,25,53,58,41,162,137,890,1260,1164,1473,2867,2486
Usp35,Usp35,0,0,0,0,0,0,0.0,0,0,0,1,0,4,4,7,5,7,12,25,27,24,27,60,73
Usp36,Usp36,2,1,1,4,2,4,0.0,0,0,0,1,1,5,15,11,11,32,26,140,161,163,249,274,236
Usp37,Usp37,1,1,0,6,4,5,0.0,0,0,0,0,0,6,13,10,14,63,42,143,218,199,249,583,554
Usp38,Usp38,0,0,1,2,2,0,0.0,0,0,0,1,1,5,11,7,10,23,20,69,88,81,94,143,132
Usp39,Usp39,0,1,0,1,2,0,0.0,0,0,0,0,1,8,7,4,1,22,25,67,93,74,92,191,173
Usp4,Usp4,4,0,1,3,5,8,0.0,0,0,0,1,3,21,33,13,26,70,40,153,190,148,233,468,361
Usp40,Usp40,0,0,0,3,2,0,0.0,0,0,0,1,0,9,8,15,20,41,39,76,109,95,133,184,165
Usp42,Usp42,0,1,0,1,1,0,0.0,0,0,0,0,1,6,14,16,8,33,34,77,97,86,123,236,189
Usp43,Usp43,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Usp44,Usp44,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Usp45,Usp45,3,2,0,1,1,2,0.0,0,0,0,0,1,3,7,17,14,28,31,133,156,151,188,243,197
Usp46,Usp46,1,3,3,2,2,2,0.0,1,0,1,1,8,1,9,7,9,26,25,132,187,195,227,424,415
Usp46os1,Usp46os1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3
Usp46os2,Usp46os2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2
Usp47,Usp47,5,2,6,5,16,11,0.0,0,0,0,5,2,17,27,27,29,82,77,265,400,406,400,706,581
Usp48,Usp48,4,2,7,21,6,6,0.0,0,0,3,3,0,11,32,26,31,86,53,678,903,786,992,1294,1138
Usp49,Usp49,1,0,0,2,1,0,0.0,0,0,0,0,0,2,2,0,0,11,5,21,32,26,32,70,68
Usp5,Usp5,0,3,1,2,3,3,0.0,0,0,0,1,1,9,18,9,27,61,38,148,200,156,227,512,435
Usp50,Usp50,0,0,0,0,0,0,0.0,0,0,0,1,0,5,1,0,2,4,2,38,33,8,33,30,31
Usp51,Usp51,0,0,0,0,0,2,0.0,0,0,0,0,0,8,9,3,4,23,23,15,10,16,22,32,33
Usp53,Usp53,1,0,1,2,3,5,0.0,1,1,0,1,1,3,11,12,7,33,19,134,187,160,205,257,236
Usp54,Usp54,0,0,3,3,0,1,0.0,0,0,0,0,0,6,5,4,2,4,8,33,30,29,27,62,47
Usp6nl,Usp6nl,0,1,1,4,5,3,0.0,0,0,0,0,1,9,7,6,7,32,21,51,67,59,60,171,140
Usp7,Usp7,6,1,6,9,13,5,0.0,0,0,2,1,0,21,35,31,38,82,55,396,504,462,585,935,857
Usp8,Usp8,3,5,2,8,3,8,0.0,0,3,0,3,4,26,45,39,50,138,101,314,423,456,538,793,753
Usp9x,Usp9x,1,0,0,4,1,3,0.0,0,0,0,1,1,10,13,21,19,45,40,172,294,216,299,539,442
Usp9y,Usp9y,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Uspl1,Uspl1,3,3,3,0,6,4,0.0,0,0,0,2,0,9,13,7,12,40,39,198,236,205,309,467,398
Ust,Ust,0,0,0,1,0,0,0.0,0,0,0,0,0,17,34,36,32,84,51,11,5,12,10,30,30
Utp11l,Utp11l,0,4,3,3,11,8,0.0,0,0,1,6,3,23,45,36,50,144,91,286,380,357,453,832,736
Utp14a,Utp14a,6,2,5,6,8,10,0.0,0,0,0,1,1,16,11,13,17,69,52,268,378,377,443,923,783
Utp14b,Utp14b,0,0,1,2,1,5,0.0,0,0,0,4,2,282,422,411,414,1706,1386,50,103,107,97,247,201
Utp15,Utp15,1,1,3,0,1,1,0.0,0,0,0,1,0,5,10,9,7,26,23,77,119,116,121,202,151
Utp18,Utp18,0,0,1,1,6,2,0.0,0,0,0,0,1,12,11,29,14,53,46,155,175,171,162,314,268
Utp20,Utp20,0,0,0,0,0,1,0.0,0,0,0,0,0,4,7,3,3,8,9,30,57,64,62,83,69
Utp23,Utp23,0,0,0,0,0,1,0.0,0,0,0,0,0,4,16,23,8,54,28,67,72,70,86,187,139
Utp3,Utp3,2,3,5,10,15,13,0.0,0,0,1,2,0,28,27,38,45,104,106,416,538,501,603,1246,1100
Utp6,Utp6,3,1,0,1,4,3,0.0,1,0,0,0,0,5,22,16,26,28,37,107,153,164,234,316,283
Utrn,Utrn,0,0,0,1,0,1,0.0,0,0,0,0,0,11,18,17,16,31,18,29,20,33,47,149,117
Uts2,Uts2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Uts2b,Uts2b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uts2r,Uts2r,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uty,Uty,1,0,3,5,0,0,0.0,0,1,0,0,1,12,10,17,18,3,4,144,210,214,230,29,27
Uvrag,Uvrag,0,2,1,1,1,4,0.0,0,1,0,1,0,2,10,19,8,42,32,108,139,173,158,371,302
Uvssa,Uvssa,2,2,2,3,8,7,0.0,0,0,0,4,2,12,27,28,32,90,79,217,328,301,417,612,524
Uxs1,Uxs1,0,1,0,0,3,0,0.0,0,0,0,0,0,8,18,10,11,27,27,48,68,58,82,103,109
Uxt,Uxt,0,1,0,0,1,1,0.0,0,0,0,1,0,6,7,7,11,20,18,35,41,39,47,71,73
Vac14,Vac14,2,0,1,0,1,1,0.0,0,0,0,0,0,2,6,5,1,9,12,50,70,43,81,222,167
Vamp1,Vamp1,0,1,0,1,2,1,0.0,0,0,0,2,1,16,15,14,14,30,27,104,132,142,158,176,166
Vamp2,Vamp2,10,9,12,24,25,21,0.0,3,1,3,6,6,29,39,30,50,103,92,1324,1749,1279,1986,3565,3178
Vamp3,Vamp3,1,0,2,2,1,2,0.0,0,0,0,1,0,30,40,33,40,95,93,56,83,79,85,135,112
Vamp4,Vamp4,0,3,3,10,8,5,0.0,0,1,1,7,7,24,31,27,41,85,49,251,306,296,349,606,549
Vamp5,Vamp5,0,0,0,0,0,0,0.0,0,0,0,0,0,8,22,13,8,58,44,4,1,3,0,5,1
Vamp8,Vamp8,1,2,1,7,5,6,0.0,0,0,0,0,8,24,40,45,48,162,137,199,267,224,305,485,424
Vangl1,Vangl1,0,0,0,0,0,0,0.0,0,0,0,0,0,5,7,5,11,22,20,0,1,3,1,4,1
Vangl2,Vangl2,0,0,0,4,0,0,0.0,0,0,0,2,0,16,26,22,29,74,77,21,25,29,23,84,60
Vapa,Vapa,8,8,9,34,15,18,0.0,5,2,1,5,9,76,106,94,102,342,278,1712,2175,2017,2259,3378,3088
Vapb,Vapb,3,1,5,12,10,11,0.0,0,1,0,3,3,29,41,41,44,137,114,460,571,584,671,1209,1083
Vars,Vars,0,0,2,5,1,3,0.0,2,0,0,1,0,3,9,11,7,23,23,85,113,122,146,303,224
Vars2,Vars2,0,0,0,1,1,1,0.0,0,0,0,2,0,2,8,7,1,15,5,41,51,53,61,105,68
Vash1,Vash1,0,0,2,0,2,0,0.0,0,0,0,1,0,1,0,0,1,2,1,23,36,29,36,101,66
Vash2,Vash2,0,0,0,0,0,2,0.0,0,0,0,0,0,0,1,0,0,2,2,9,6,7,8,30,18
Vasn,Vasn,0,0,0,1,0,1,0.0,0,0,0,0,1,12,19,17,12,40,21,2,7,1,5,6,7
Vasp,Vasp,0,0,0,1,1,1,0.0,0,0,0,0,0,7,19,13,14,52,38,27,44,49,62,95,98
Vat1,Vat1,0,0,0,0,0,0,0.0,0,0,0,0,0,5,8,8,7,19,12,46,49,33,58,82,64
Vat1l,Vat1l,0,0,0,0,3,1,0.0,0,0,0,2,0,89,138,139,154,369,290,55,76,55,77,155,138
Vaultrc5,Vaultrc5,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,1,5,4,13,22,8,26,44,41
Vav2,Vav2,0,0,0,0,0,1,0.0,0,0,0,0,0,0,1,0,1,6,4,27,23,30,23,41,40
Vav3,Vav3,0,0,0,0,1,2,0.0,0,0,0,0,0,0,7,14,1,26,19,13,8,14,9,16,15
Vax2,Vax2,2,0,0,5,5,3,0.0,0,0,0,1,0,5,8,5,7,46,22,140,141,113,161,391,287
Vax2os,Vax2os,7,9,3,7,18,6,0.0,0,1,0,1,0,24,47,48,63,99,65,432,634,664,769,566,499
Vbp1,Vbp1,8,5,7,15,26,11,0.0,3,2,0,4,5,25,49,49,57,151,110,746,972,810,1057,1769,1452
Vcam1,Vcam1,0,0,0,0,0,0,0.0,0,0,0,0,0,66,80,103,90,268,249,4,5,1,2,17,9
Vcan,Vcan,0,0,0,0,0,0,0.0,0,0,0,0,0,1,2,2,1,11,2,6,5,8,9,9,9
Vcl,Vcl,0,1,0,0,1,1,0.0,0,0,0,0,1,14,20,15,15,44,50,12,38,32,23,53,34
Vcp,Vcp,4,5,3,7,4,6,0.0,0,1,1,3,4,25,42,42,48,87,80,433,588,498,614,727,606
Vcpip1,Vcpip1,0,2,1,0,8,3,0.0,0,0,2,4,4,10,17,35,28,97,65,221,293,245,319,486,426
Vcpkmt,Vcpkmt,0,0,0,4,3,1,0.0,0,0,0,0,1,2,5,6,10,9,12,70,79,83,103,168,140
Vdac1,Vdac1,21,10,28,64,52,51,0.0,1,3,1,3,12,59,105,86,102,336,271,4055,5337,4969,6011,9281,8121
Vdac2,Vdac2,1,6,15,14,19,26,0.0,2,0,1,8,6,69,90,105,124,294,243,949,1111,1164,1258,2236,1940
Vdac3,Vdac3,5,1,5,10,4,6,0.0,2,0,0,0,1,24,48,33,36,82,77,391,468,389,463,834,648
Vdac3-ps1,Vdac3-ps1,0,0,0,0,0,1,0.0,0,0,0,0,0,4,5,0,5,6,8,48,58,29,47,50,30
Vdr,Vdr,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegfa,Vegfa,1,3,4,8,8,5,0.0,0,0,1,4,3,176,259,199,270,1039,794,428,571,503,655,1043,896
Vegfb,Vegfb,0,1,0,3,2,6,0.0,0,0,0,0,1,18,17,21,21,70,57,166,210,206,218,560,528
Vegfc,Vegfc,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,4,3
Veph1,Veph1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,2,5,0,2,0,1,1,0
Vezf1,Vezf1,8,8,17,32,39,32,0.0,0,5,1,18,7,49,74,77,78,283,228,900,1265,1291,1593,3011,2629
Vezt,Vezt,0,2,2,6,3,3,0.0,0,0,0,0,0,7,12,19,16,46,33,149,193,185,239,442,372
Vgf,Vgf,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,16,12,11,37,50
Vgll3,Vgll3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vgll4,Vgll4,0,0,3,0,0,2,0.0,0,0,0,2,0,33,54,64,50,182,121,22,34,20,30,84,82
Vhl,Vhl,1,0,0,1,6,3,0.0,1,0,0,2,1,14,19,20,26,80,72,92,106,89,108,258,256
Vil1,Vil1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,1,1,2,14,10,13,6,20,24
Vill,Vill,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,1,0,4,0,0,1,0,0,2
Vim,Vim,0,0,0,0,2,1,0.0,0,0,0,0,0,318,459,400,419,1202,901,12,28,19,28,65,34
Vimp,Vimp,3,8,8,9,12,15,0.0,0,1,2,6,3,128,193,171,230,473,426,492,714,645,753,1384,1225
Vip,Vip,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Vipas39,Vipas39,0,0,0,1,4,2,0.0,0,0,0,0,1,9,3,7,5,39,31,97,115,88,121,245,201
Vipr1,Vipr1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,6,14,7
Vipr2,Vipr2,2,1,6,7,4,7,0.0,0,0,0,2,0,24,35,30,33,76,64,351,450,444,609,1053,893
Vis1,Vis1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vit,Vit,0,0,0,2,2,3,0.0,0,0,0,0,0,1,4,9,7,4,5,81,103,109,125,213,152
Vkorc1,Vkorc1,0,0,0,0,2,0,0.0,0,0,0,0,0,30,37,34,46,116,83,28,27,16,22,55,57
Vkorc1l1,Vkorc1l1,0,0,0,0,2,2,0.0,0,0,0,0,1,2,1,3,2,20,24,15,44,31,29,138,114
Vldlr,Vldlr,9,10,9,13,27,21,0.0,1,1,1,7,14,7,4,8,14,35,36,684,938,938,1067,1529,1254
Vma21,Vma21,2,3,2,10,17,10,0.0,0,1,0,3,2,34,56,57,52,102,107,585,779,778,882,1254,1020
Vma21-ps,Vma21-ps,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,6,1,1,2,3
Vmac,Vmac,2,1,1,2,0,0,0.0,0,0,0,2,0,8,15,3,11,31,31,77,92,75,110,201,195
Vmn1r113,Vmn1r113,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Vmn1r16,Vmn1r16,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r184,Vmn1r184,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vmn1r195,Vmn1r195,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Vmn1r198,Vmn1r198,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vmn1r199,Vmn1r199,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vmn1r204,Vmn1r204,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vmn1r21,Vmn1r21,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Vmn1r212,Vmn1r212,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Vmn1r218,Vmn1r218,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Vmn1r222,Vmn1r222,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r228,Vmn1r228,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r230,Vmn1r230,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r232,Vmn1r232,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vmn1r233,Vmn1r233,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
Vmn1r234,Vmn1r234,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vmn1r24,Vmn1r24,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r25,Vmn1r25,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r32,Vmn1r32,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0
Vmn1r39,Vmn1r39,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vmn1r4,Vmn1r4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,2,2,2,3,1,3,4
Vmn1r53,Vmn1r53,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
Vmn1r55,Vmn1r55,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vmn1r56,Vmn1r56,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vmn1r58,Vmn1r58,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r65,Vmn1r65,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vmn1r66,Vmn1r66,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vmn1r71,Vmn1r71,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vmn1r85,Vmn1r85,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vmn1r90,Vmn1r90,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,2,1
Vmn2r1,Vmn2r1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1
Vmn2r10,Vmn2r10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vmn2r101,Vmn2r101,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Vmn2r102,Vmn2r102,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vmn2r106,Vmn2r106,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vmn2r111,Vmn2r111,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vmn2r118,Vmn2r118,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Vmn2r120,Vmn2r120,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vmn2r15,Vmn2r15,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vmn2r17,Vmn2r17,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vmn2r2,Vmn2r2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Vmn2r23,Vmn2r23,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r29,Vmn2r29,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1
Vmn2r3,Vmn2r3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r30,Vmn2r30,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r65,Vmn2r65,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Vmn2r7,Vmn2r7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r73,Vmn2r73,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vmn2r74,Vmn2r74,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vmn2r75,Vmn2r75,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
