Gene,ONL_1,ONL_2,ONL_3,ONL_4,ONL_5,ONL_6,BP_1,BP_2,BP_3,BP_4,BP_5,BP_6
Mmp25,0,0,0,0,0,0,0,1,0,1,1,0
Mmp28,0,0,0,0,0,0,1,1,0,1,1,4
Mmp8,0,0,0,0,0,0,0,0,0,0,0,0
Mmp9,0,1,0,0,0,0,0,1,0,1,2,0
Mmrn1,0,0,0,0,0,0,0,1,1,0,0,0
Mmrn2,0,0,0,0,0,0,1,2,1,0,1,1
Mms19,0,1,1,0,1,1,67,84,65,114,142,125
Mms22l,0,0,0,0,0,0,0,1,2,1,2,3
Mn1,0,0,0,0,0,0,0,2,0,0,2,2
Mnat1,0,3,2,1,4,1,181,245,246,263,456,435
Mnd1,0,0,0,0,0,0,1,2,0,2,2,1
Mndal,0,0,0,0,0,0,1,0,0,0,0,0
Mns1,0,2,0,0,6,1,11,17,23,17,36,30
Mnt,1,0,0,3,5,0,81,79,78,110,113,109
Mnx1,0,0,0,0,0,0,0,0,0,0,0,0
Moap1,0,0,0,0,0,0,0,0,0,0,0,0
Mob1a,0,1,0,1,2,2,58,58,69,67,108,82
Mob1b,1,0,3,5,2,0,107,139,110,171,233,196
Mob2,1,1,3,2,1,0,78,84,79,119,282,250
Mob3a,1,0,0,1,0,1,12,14,15,19,38,28
Mob3b,0,0,0,1,0,0,5,10,10,10,29,22
Mob3c,0,0,0,1,0,1,17,12,22,21,28,22
Mob4,1,6,11,4,13,16,322,396,377,410,812,718
Mobp,0,0,0,0,0,0,0,0,0,1,0,0
Mocos,0,0,0,0,0,0,1,2,1,0,3,4
Mocs1,0,0,0,1,0,0,5,12,4,2,15,13
Mocs2,7,4,5,8,13,16,431,596,636,635,1357,1116
Mocs3,1,3,2,2,0,0,30,45,31,32,70,67
Mog,0,0,0,0,0,0,0,0,0,1,1,2
Mogat1,1,2,0,0,1,1,75,77,83,127,150,120
Mogs,1,0,0,0,0,1,18,28,22,34,54,38
Mok,0,0,0,2,10,3,14,23,8,12,55,37
Mon1a,0,0,1,0,0,3,21,31,18,30,49,47
Mon1b,0,0,0,2,0,0,15,17,20,25,56,43
Mon2,1,1,4,1,4,5,67,86,82,96,158,182
Morc2a,2,1,1,2,1,5,55,95,90,103,142,127
Morc2b,0,0,0,0,0,0,1,0,3,1,1,0
Morc3,4,1,6,5,11,3,128,205,199,227,362,296
Morc4,1,0,0,0,0,0,22,27,32,24,39,39
Morf4l1,3,1,1,6,7,7,141,225,187,273,494,442
Morf4l2,2,3,4,10,12,9,402,557,563,566,935,732
Morn1,0,0,0,1,0,1,6,10,4,14,21,18
Morn2,2,0,0,0,1,0,13,20,13,16,37,28
Morn3,0,0,0,0,0,0,0,0,0,0,1,1
Morn4,1,2,0,1,2,3,80,88,64,78,179,161
Morn5,0,0,0,0,0,0,0,1,1,1,3,5
Mos,0,0,0,0,0,0,0,1,0,0,0,0
Mospd1,0,0,0,0,7,0,36,43,48,56,102,77
Mospd2,0,0,0,2,1,3,32,38,51,37,88,66
Mospd3,1,0,0,4,3,6,42,55,57,71,175,149
Mov10,0,0,0,0,0,0,5,7,5,5,12,12
Mov10l1,0,0,0,0,0,0,0,0,0,0,0,0
Moxd1,0,0,0,0,0,0,0,0,0,0,1,1
Moxd2,0,0,0,0,0,0,0,0,0,1,0,0
Mpc1,1,0,0,4,1,1,148,195,117,174,232,221
Mpc2,7,6,5,12,22,17,700,861,785,917,1706,1559
Mpdu1,4,2,9,5,6,7,230,264,244,277,594,518
Mpdz,1,5,2,13,14,7,196,271,256,299,543,470
Mpeg1,0,0,0,0,0,0,1,0,0,0,2,0
Mpg,1,1,1,1,0,1,52,51,38,61,138,129
Mphosph10,0,3,2,3,5,9,151,205,190,205,529,448
Mphosph6,2,3,0,5,6,1,143,160,164,210,372,320
Mphosph8,12,12,11,26,43,33,762,1042,1010,1186,2169,1887
Mphosph9,2,1,0,3,3,4,120,154,151,203,336,244
Mpi,0,0,0,3,2,1,54,59,54,80,159,144
Mpl,0,0,0,0,0,0,0,0,0,0,1,0
Mplkip,1,0,2,2,1,6,135,134,120,154,297,267
Mpnd,3,1,2,5,10,6,352,421,387,486,894,766
Mpo,0,0,0,0,0,0,0,0,0,1,0,0
Mpp1,1,0,0,1,3,0,31,43,37,51,93,80
Mpp2,9,2,6,7,7,7,436,577,529,675,1357,1173
Mpp3,3,0,1,2,1,0,59,74,69,107,218,185
Mpp4,9,15,19,26,53,34,71,99,104,110,220,194
Mpp5,4,7,10,3,14,6,207,245,244,293,649,584
Mpp6,1,1,3,5,6,2,205,245,238,288,729,583
Mpp7,0,0,1,7,5,6,126,180,204,193,292,247
Mppe1,0,0,0,0,0,0,4,7,4,2,8,3
Mpped1,0,0,0,0,0,0,0,0,0,1,0,0
Mpped2,0,0,2,3,4,2,57,73,61,68,194,165
Mprip,2,2,6,5,6,6,178,252,239,277,514,467
Mpst,0,0,0,0,0,0,19,33,20,29,48,56
Mpv17,0,0,0,0,5,2,0,0,0,0,417,311
Mpv17l,3,0,0,3,1,2,145,168,188,181,325,295
Mpv17l2,0,2,1,1,3,4,46,68,61,66,119,112
Mpz,0,0,0,0,0,0,0,0,0,0,0,0
Mpzl1,0,0,0,0,1,1,36,58,49,63,154,133
Mpzl2,0,0,0,0,0,0,0,0,0,0,0,0
Mpzl3,0,0,0,0,0,0,1,4,2,1,7,9
Mr1,0,0,0,0,0,0,7,11,7,12,20,18
Mrap,0,0,0,0,0,0,0,0,0,0,0,0
Mrap2,0,0,0,1,0,0,1,2,4,8,22,10
Mras,1,0,1,6,7,4,169,244,214,258,493,418
Mrc1,0,0,0,0,0,0,0,0,0,0,0,0
Mrc2,0,0,0,0,0,0,0,0,0,0,0,0
Mre11a,1,0,0,1,3,2,65,101,96,110,171,155
Mreg,1,1,1,4,2,2,44,60,51,66,100,71
Mrfap1,9,6,13,32,31,23,1121,1367,1168,1516,2314,2190
Mrgbp,1,1,4,4,6,7,159,209,201,209,476,444
Mrgpre,0,0,0,0,0,0,14,17,10,15,45,42
Mrgprf,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprx2,0,0,0,0,0,0,0,2,0,0,0,0
Mri1,0,0,0,0,3,1,33,42,55,60,80,75
Mrln,0,0,0,0,1,0,3,3,4,2,6,4
Mrm1,0,0,0,0,0,0,1,3,4,1,7,7
Mro,0,0,0,0,0,0,0,1,2,2,3,2
Mroh1,0,1,0,0,0,0,33,36,37,46,90,68
Mroh2a,0,0,0,0,0,0,1,1,1,2,1,2
Mroh2b,0,0,0,0,0,0,0,0,0,0,0,1
Mroh3,0,0,0,0,0,0,0,0,1,1,1,0
Mroh4,0,0,0,0,0,0,0,0,0,0,0,0
Mroh5,0,0,0,0,0,0,0,0,1,0,1,1
Mroh7,0,0,0,0,0,0,1,1,2,2,2,2
Mroh8,0,0,0,0,0,0,1,5,4,3,6,4
Mroh9,0,0,0,0,0,0,0,0,0,0,0,1
Mrpl1,1,0,0,4,2,0,97,103,93,136,188,163
Mrpl10,2,0,3,1,4,6,111,116,139,148,278,264
Mrpl11,2,2,1,3,5,10,182,234,202,233,500,418
Mrpl12,3,0,0,3,6,5,136,142,139,176,373,306
Mrpl13,2,2,3,1,3,6,184,235,238,258,607,482
Mrpl14,3,3,4,5,6,8,232,245,224,285,635,571
Mrpl15,3,2,5,2,9,13,220,226,241,288,607,563
Mrpl16,0,2,3,1,2,1,44,60,66,87,152,134
Mrpl17,6,2,0,11,10,9,286,310,266,318,859,725
Mrpl18,5,2,11,12,14,16,439,569,553,660,1043,861
Mrpl19,3,0,3,1,3,1,96,152,124,168,327,284
Mrpl2,1,1,2,6,11,9,143,201,172,220,473,409
Mrpl20,8,0,3,7,16,10,289,340,287,378,813,662
Mrpl21,5,1,5,5,7,7,319,376,362,438,840,739
Mrpl22,0,0,0,0,0,4,41,71,63,72,126,111
Mrpl23,0,0,0,1,0,1,7,10,4,9,11,8
Mrpl24,0,3,2,4,6,5,169,196,210,210,422,360
Mrpl27,3,3,7,5,3,13,339,414,374,429,825,714
Mrpl28,4,1,3,10,13,10,269,378,311,340,708,601
Mrpl3,0,1,7,0,3,2,201,244,248,302,462,412
Mrpl30,5,0,4,5,11,3,213,276,247,297,609,514
Mrpl32,0,2,2,1,12,6,128,183,176,213,370,304
Mrpl33,1,2,0,3,7,5,188,276,214,288,595,525
Mrpl34,3,4,3,9,9,9,339,405,363,461,662,574
Mrpl35,1,4,0,2,3,4,97,126,120,142,241,203
Mrpl36,1,3,2,2,5,3,219,249,211,263,485,390
Mrpl37,1,0,1,0,1,1,70,91,86,106,199,151
Mrpl38,1,6,1,7,4,2,119,150,137,157,389,308
Mrpl39,2,1,2,1,2,6,145,154,150,172,339,318
Mrpl4,0,0,1,6,10,6,151,180,144,185,415,378
Mrpl40,0,0,4,2,6,6,125,174,137,175,395,310
Mrpl41,6,4,2,9,9,12,304,381,334,378,674,634
Mrpl42,3,3,3,11,14,10,397,488,419,428,1005,892
Mrpl43,0,0,3,5,11,9,207,257,224,265,516,475
Mrpl44,2,1,1,3,5,3,98,114,108,128,268,247
Mrpl45,1,2,3,5,4,6,156,236,218,248,591,485
Mrpl46,1,0,3,3,6,4,131,151,167,187,413,386
Mrpl47,4,5,2,2,1,3,135,172,178,197,382,315
Mrpl48,2,0,2,4,5,8,234,315,280,402,555,448
Mrpl49,1,1,7,9,7,9,180,224,213,267,516,401
Mrpl50,0,2,3,2,2,10,144,194,185,230,453,426
Mrpl51,1,1,4,3,5,2,151,187,162,211,293,265
Mrpl52,5,2,4,6,5,8,233,301,250,358,633,561
Mrpl53,0,0,0,0,0,0,0,2,1,1,1,1
Mrpl54,0,4,0,4,14,9,203,240,188,242,593,435
Mrpl55,5,3,2,9,7,1,181,216,181,236,415,376
Mrpl57,3,1,0,9,13,12,246,355,309,375,793,669
Mrpl9,3,2,0,9,3,7,135,204,174,208,364,282
Mrps10,1,4,0,3,3,3,97,124,127,142,321,244
Mrps11,1,2,2,4,7,4,127,140,123,171,397,394
Mrps12,6,1,3,6,5,5,204,223,196,249,609,550
Mrps14,4,8,4,15,12,14,518,576,530,633,996,888
Mrps15,3,0,1,5,2,4,114,165,154,140,301,245
Mrps16,3,0,3,1,5,6,112,124,115,160,433,342
Mrps17,1,3,2,4,8,3,196,207,240,230,547,491
Mrps18a,0,1,0,4,7,1,119,151,137,160,394,314
Mrps18b,0,0,0,0,0,0,3,3,7,3,11,5
Mrps18c,0,4,2,5,12,6,192,227,183,228,503,440
Mrps2,0,1,0,1,1,1,63,71,72,74,156,130
Mrps21,3,1,3,6,9,3,177,289,229,277,558,376
Mrps22,1,1,3,4,5,6,154,162,147,165,315,272
Mrps23,0,0,2,1,1,3,56,83,61,65,173,141
Mrps24,2,2,2,2,7,5,175,184,169,198,478,413
Mrps25,1,1,0,7,3,5,147,201,168,216,415,360
Mrps26,0,2,2,6,8,8,185,229,186,224,509,480
Mrps27,3,0,0,1,2,0,49,64,70,83,186,157
Mrps28,0,1,0,2,3,1,121,112,93,129,262,224
Mrps30,3,0,2,3,2,0,89,91,93,110,222,184
Mrps31,1,0,0,2,4,4,126,129,130,181,324,311
Mrps33,0,1,0,7,8,8,182,285,226,301,400,347
Mrps34,3,0,4,1,12,7,113,167,135,167,436,326
Mrps35,1,3,1,4,3,6,162,170,155,223,558,472
Mrps36,0,0,0,0,0,0,13,32,24,27,54,30
Mrps5,1,5,4,12,10,7,304,409,378,461,774,677
Mrps6,0,0,0,3,3,4,97,160,106,131,308,261
Mrps7,0,0,1,4,5,9,152,152,149,173,425,370
Mrps9,2,2,6,6,1,3,114,175,148,202,285,249
Mrrf,1,0,2,0,0,1,52,49,36,59,117,81
Mrs2,1,1,1,3,3,1,36,42,47,60,80,71
Mrto4,0,0,0,0,3,3,71,66,70,100,137,157
Mrvi1,0,0,0,0,0,1,3,4,4,4,19,17
Ms4a1,0,0,0,0,0,0,1,0,0,0,0,0
Ms4a10,0,0,0,0,0,0,1,1,0,0,1,1
Ms4a4b,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a4d,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a5,0,0,0,0,0,0,1,0,0,0,0,0
Ms4a6b,0,0,0,0,0,0,1,2,0,0,0,0
Ms4a6c,0,0,0,0,0,0,0,0,0,0,1,0
Ms4a6d,0,0,0,0,0,0,0,0,0,0,0,1
Ms4a7,0,0,0,0,0,0,0,1,0,0,4,0
Ms4a8a,0,0,0,0,0,0,0,0,0,0,0,0
Msantd1,0,0,0,0,0,0,8,13,6,14,24,25
Msantd2,0,0,0,0,1,2,32,58,52,67,107,88
Msantd3,1,2,1,1,1,0,48,56,53,56,138,100
Msantd4,1,1,6,3,12,6,262,383,380,437,671,610
Msh2,1,2,5,5,4,6,116,165,145,221,312,304
Msh3,1,0,1,2,3,11,72,112,99,114,240,234
Msh4,0,0,0,0,0,0,1,3,0,1,0,1
Msh5,0,0,0,0,0,0,1,1,3,5,8,5
Msh6,1,0,1,1,2,2,28,36,41,46,95,82
Msi1,6,2,5,13,21,19,207,301,303,370,823,657
Msi2,9,6,13,26,52,40,832,1097,1111,1313,2878,2340
Msl1,4,2,4,4,8,10,291,435,437,497,941,750
Msl2,1,1,0,1,4,5,102,139,126,137,244,195
Msl3,0,1,2,0,1,2,85,108,108,121,202,181
Msl3l2,0,0,0,0,0,0,58,54,56,44,125,117
Msmo1,1,0,0,1,5,4,57,89,73,83,161,173
Msmp,0,0,0,0,0,0,0,2,0,1,0,1
Msn,0,0,0,2,0,2,66,89,86,105,133,109
Msr1,0,0,0,0,0,0,0,0,1,0,1,2
Msra,0,0,1,0,0,1,64,59,70,85,157,157
Msrb1,2,1,1,0,4,4,74,78,85,86,193,168
Msrb2,0,0,1,1,1,1,35,44,47,43,201,161
Msrb3,0,0,0,0,0,0,2,9,5,3,8,8
Mss51,1,0,0,1,0,0,10,11,9,5,9,9
Mst1,0,0,0,0,0,0,0,1,0,1,1,3
Mst1r,0,0,0,0,0,0,0,0,0,2,1,1
Mstn,0,0,0,0,0,0,2,3,3,2,5,4
Msto1,0,0,0,0,1,3,23,41,47,43,140,79
Msx1,0,0,0,0,0,0,0,0,0,0,0,0
Msx2,0,0,0,0,0,0,0,0,0,0,0,0
Mt1,18,2,11,39,23,41,2505,3321,2407,3497,5757,5038
Mt2,17,3,17,26,14,14,1070,1493,1166,1516,2578,2320
Mt3,4,1,1,3,0,0,129,194,98,220,270,261
Mta1,0,1,0,2,2,2,78,103,87,94,197,152
Mta2,4,3,5,1,4,7,74,106,93,105,225,220
Mta3,0,0,1,0,0,0,11,12,11,24,45,37
Mtap,0,0,0,0,0,0,12,5,7,8,28,23
Mtap7d3,0,0,0,0,0,0,1,4,3,5,9,5
Mtbp,1,0,1,4,0,0,17,26,24,24,26,16
Mtch1,8,6,4,15,28,13,615,744,638,784,1893,1563
Mtch2,4,2,6,10,11,9,356,434,355,492,833,705
Mtcl1,5,3,3,6,9,15,453,621,530,727,1096,938
Mtcp1,0,0,3,5,0,1,42,68,58,77,128,82
Mtdh,12,12,16,20,26,40,790,1030,1014,1212,2096,1713
Mterf1a,0,0,0,0,0,1,19,29,15,29,42,38
Mterf1b,0,0,0,0,0,0,9,9,7,13,13,7
Mterf2,0,2,0,0,1,0,81,78,93,96,154,130
Mterf3,0,0,1,3,5,3,110,153,161,162,214,179
Mterf4,0,0,0,4,1,0,61,64,53,71,163,153
Mtf1,3,0,1,6,7,10,202,203,233,240,531,493
Mtf2,3,2,8,5,7,11,236,356,354,440,661,598
Mtfmt,0,1,0,0,3,1,29,41,42,38,73,59
Mtfp1,2,4,12,12,17,10,467,569,552,665,1191,1073
Mtfr1,1,5,1,9,11,7,141,149,164,133,240,212
Mtfr1l,2,0,9,5,3,6,226,287,234,301,494,455
Mtfr2,0,0,0,0,0,0,3,1,1,1,1,2
Mtg1,0,0,3,3,1,1,51,88,83,99,178,170
Mtg2,0,1,0,0,4,0,41,68,46,58,161,147
Mthfd1,1,1,1,1,1,0,52,54,54,65,105,83
Mthfd1l,1,0,0,2,0,0,24,29,32,48,62,57
Mthfd2,1,0,0,4,1,1,24,48,43,47,82,67
Mthfd2l,0,0,0,1,3,3,67,90,80,68,371,331
Mthfr,0,0,0,0,2,0,12,16,15,21,28,19
Mthfs,0,2,0,1,1,1,37,54,38,56,67,48
Mthfsd,0,0,0,2,1,2,49,84,70,93,157,137
Mthfsl,1,0,2,3,2,2,82,103,86,93,127,90
Mtif2,2,4,1,6,13,13,217,284,284,335,710,640
Mtif3,1,0,1,1,3,2,50,75,59,80,157,145
Mtl5,0,0,0,0,0,0,1,0,1,1,0,1
Mtm1,1,0,0,1,2,1,19,32,34,48,88,62
Mtmr1,1,1,3,3,2,1,72,96,86,101,201,128
Mtmr10,1,2,0,1,2,0,44,86,70,70,92,70
Mtmr11,0,0,0,0,0,0,7,7,7,9,10,6
Mtmr12,0,0,0,0,0,0,29,49,39,57,52,44
Mtmr14,0,1,0,1,1,1,27,35,41,39,104,91
Mtmr2,1,0,1,2,0,1,83,108,86,88,172,160
Mtmr3,0,1,1,0,1,3,61,72,85,95,165,148
Mtmr4,1,1,1,0,2,0,18,31,28,50,78,58
Mtmr6,0,0,2,2,1,4,69,66,72,82,144,126
Mtmr7,1,0,1,4,5,6,171,220,219,307,407,351
Mtmr9,0,0,0,0,0,2,8,15,15,16,34,29
Mtnr1a,0,0,0,0,0,0,1,1,1,0,1,1
Mtnr1b,0,0,0,0,0,0,0,0,0,0,0,1
Mto1,2,0,0,3,1,1,48,57,51,72,108,101
Mtor,0,1,0,2,0,0,51,55,50,73,87,69
Mtpap,0,1,0,0,0,3,65,85,94,78,134,133
Mtpn,3,1,6,9,10,14,328,391,418,482,856,759
Mtr,0,0,1,0,0,0,12,12,14,15,31,20
Mtrf1,0,0,1,2,0,0,25,39,23,31,69,51
Mtrf1l,0,0,0,0,5,1,62,71,77,66,129,106
Mtrr,0,0,0,0,1,0,26,39,30,39,76,68
Mtss1,4,2,1,4,4,14,265,379,342,401,1043,897
Mtss1l,1,0,0,0,0,2,67,66,59,92,177,141
Mttp,0,1,0,1,2,0,51,72,69,66,147,107
Mturn,1,0,0,5,5,2,54,81,70,67,215,178
Mtus1,2,4,10,10,7,7,436,551,561,646,979,838
Mtus2,7,2,5,5,8,3,369,527,480,599,918,760
Mtx1,3,0,1,2,2,7,95,119,84,128,281,245
Mtx2,3,2,2,2,7,7,297,305,333,373,656,575
Mtx3,0,0,0,2,0,1,52,86,73,106,91,94
Muc1,0,0,0,0,0,0,0,0,0,0,1,0
Muc13,0,0,0,0,0,0,0,0,0,0,1,0
Muc15,0,0,0,0,0,0,0,1,1,1,5,1
Muc19,0,0,0,0,0,0,0,0,0,0,1,0
Muc2,0,0,0,0,0,0,1,2,0,2,3,4
Muc20,0,0,0,0,0,0,1,0,0,1,0,0
Muc3,0,0,0,0,0,0,1,1,0,0,0,0
Muc3a,0,0,0,0,0,0,0,0,0,0,1,1
Muc4,0,0,0,0,0,0,0,1,1,1,1,1
Muc5ac,0,0,0,0,0,0,0,0,0,0,0,1
Muc5b,0,0,0,0,0,0,0,1,0,0,0,0
Muc6,0,0,0,0,0,0,0,1,1,1,1,0
Mug1,0,0,0,0,0,0,0,1,0,0,0,0
Mug2,0,0,0,0,0,0,0,0,0,0,0,0
Mul1,1,0,1,2,1,1,53,49,54,55,116,113
Mum1,0,0,0,4,4,1,68,90,89,102,179,166
Mum1l1,0,0,0,0,1,0,28,26,38,38,126,107
Mup18,0,0,0,0,0,0,0,1,0,1,0,0
Mup21,0,0,0,0,0,0,0,0,0,0,0,0
Murc,0,0,0,0,0,0,4,7,5,8,5,8
Mus81,0,0,0,2,1,3,59,72,71,73,125,112
Musk,0,0,0,0,0,0,1,1,1,0,2,1
Mustn1,0,0,0,0,0,0,1,1,1,1,1,1
Mut,0,1,1,0,2,1,80,105,111,111,230,175
Mutyh,0,0,0,0,1,1,5,8,10,7,16,10
Mvb12a,0,3,2,2,2,2,38,58,38,46,139,89
Mvb12b,1,0,0,1,1,2,48,46,39,56,140,145
Mvd,0,0,1,1,1,1,27,30,33,47,95,79
Mvk,3,0,2,1,0,1,97,114,108,127,172,156
Mvp,0,0,0,1,0,0,6,10,8,11,13,16
Mxd1,0,0,1,6,3,6,118,197,158,219,347,281
Mxd3,0,0,0,0,0,0,0,1,0,1,1,0
Mxd4,2,0,4,2,7,10,197,273,241,331,760,630
Mxi1,1,4,2,10,12,12,246,288,311,348,1112,1040
Mxra7,6,6,10,18,18,13,795,1035,1010,1134,1811,1664
Mxra8,0,0,0,0,0,0,1,4,4,2,16,11
Mxra8os,0,0,0,0,0,0,0,0,0,0,0,0
Myadm,0,0,0,0,0,0,3,5,3,2,12,7
Myadml2,1,0,0,0,0,1,32,43,30,43,105,90
Myadml2os,0,0,0,0,0,0,1,0,0,1,0,1
Myb,0,0,0,0,0,0,9,12,13,13,31,28
Mybbp1a,2,3,4,1,7,6,184,269,242,334,559,495
Mybl1,1,0,0,0,0,0,22,25,24,30,64,51
Mybl2,0,0,0,0,0,0,1,0,1,0,3,4
Mybpc1,0,0,0,0,0,0,0,0,0,1,0,0
Mybpc2,0,0,0,0,0,0,6,5,6,10,9,2
Mybpc3,0,0,0,0,0,0,0,0,1,0,0,0
Mybph,0,0,0,0,0,0,2,2,4,3,4,4
Mybphl,0,0,0,0,0,1,1,1,1,0,2,4
Myc,0,0,0,0,0,0,1,0,0,0,2,1
Mycbp,0,0,0,1,1,2,85,91,85,99,144,122
Mycbp2,3,7,11,22,24,23,812,1091,1150,1362,2386,2088
Mycbpap,0,1,0,0,1,0,10,14,12,11,48,50
Mycl,0,0,0,0,0,1,5,6,1,5,20,12
Mycn,0,1,2,3,4,3,70,84,69,74,231,179
Myct1,0,0,0,0,0,0,0,0,0,0,1,0
Myd88,0,0,0,1,1,1,18,20,23,31,46,39
Mydgf,0,1,5,4,7,7,213,227,215,292,710,567
Myef2,2,0,1,10,7,7,328,507,401,514,839,672
Myeov2,5,5,9,17,25,26,478,650,495,726,1284,1151
Myf5,0,0,0,0,0,0,0,0,0,0,0,0
Myf6,0,0,0,0,0,0,0,0,0,0,0,0
Myg1,0,0,0,4,2,2,55,75,73,96,241,207
Myh1,0,0,0,0,0,0,0,0,0,0,0,0
Myh10,0,0,6,4,6,5,99,128,134,133,381,312
Myh11,0,0,0,0,0,0,1,1,1,1,2,5
Myh13,0,0,0,0,0,0,0,0,0,0,1,1
Myh14,0,1,1,1,4,0,46,75,66,80,160,126
Myh15,0,0,0,0,0,0,0,0,1,1,1,1
Myh3,0,0,0,0,0,0,0,0,1,0,1,0
Myh4,0,0,0,0,0,0,0,1,0,0,0,0
Myh6,0,0,0,0,0,0,0,0,1,0,1,0
Myh7,0,0,0,0,1,0,3,1,1,2,4,4
Myh7b,0,0,0,0,1,0,20,22,25,33,60,65
Myh8,0,0,0,0,0,0,0,0,1,0,1,1
Myh9,0,1,0,1,4,2,30,48,39,53,73,66
Myl1,0,0,0,0,0,0,1,3,1,0,1,0
Myl12a,1,3,1,5,7,10,145,170,174,157,491,452
Myl12b,10,8,8,11,14,19,696,871,823,969,1964,1696
Myl2,0,0,0,0,0,0,0,1,0,0,1,0
Myl3,0,0,0,0,0,0,0,1,0,1,0,0
Myl4,0,0,0,0,0,0,6,5,4,9,27,23
Myl6,2,2,9,4,6,3,142,290,214,301,391,279
Myl6b,0,0,0,0,0,0,19,29,22,31,40,41
Myl7,0,0,0,0,0,0,0,0,0,1,0,0
Myl9,0,0,0,0,0,0,3,7,3,6,14,10
Mylip,0,2,1,4,2,2,56,75,68,75,170,140
Mylk,2,1,0,4,13,11,40,60,44,80,141,144
Mylk2,0,0,0,0,0,0,0,0,0,1,0,0
Mylk3,0,0,0,0,0,0,1,0,0,0,0,0
Mylk4,0,0,0,0,0,0,1,1,1,1,1,1
Mylpf,0,0,0,1,0,1,8,14,13,12,25,20
Mynn,0,1,1,3,0,2,69,92,88,88,143,128
Myo10,4,3,6,9,5,8,514,752,752,895,859,783
Myo15,0,0,0,0,0,0,1,0,1,1,2,0
Myo15b,0,0,0,0,0,0,1,0,1,1,1,1
Myo16,0,0,0,0,0,0,1,1,1,0,0,0
Myo18a,1,0,2,2,4,1,87,115,95,146,200,158
Myo18b,0,0,0,0,0,0,1,2,1,1,2,5
Myo19,0,0,0,0,0,2,5,12,6,16,27,17
Myo1a,0,0,0,0,0,0,2,1,2,2,1,4
Myo1b,0,0,0,0,0,0,4,11,5,9,28,17
Myo1c,0,0,0,0,0,0,4,5,7,2,8,6
Myo1d,0,0,0,0,0,0,1,1,1,1,1,8
Myo1e,0,0,0,0,0,0,4,2,2,4,11,10
Myo1f,0,0,0,0,0,0,0,0,0,1,0,0
Myo1g,0,0,0,0,1,1,4,6,3,4,9,14
Myo1h,0,0,0,0,0,0,1,2,0,1,3,0
Myo3a,0,0,0,0,0,0,0,1,0,0,0,1
Myo3b,0,0,0,0,0,0,0,1,0,0,0,1
Myo5a,9,3,4,14,15,16,554,764,714,932,1774,1633
Myo5b,0,0,0,0,0,0,2,5,5,2,9,8
Myo5c,0,0,0,0,0,0,1,3,1,3,3,5
Myo6,2,2,1,21,6,2,304,429,455,526,816,609
Myo7a,0,0,0,0,1,0,2,4,1,1,2,5
Myo9a,4,5,5,16,11,14,316,417,378,512,694,615
Myo9b,0,1,0,0,3,2,31,40,20,37,33,36
Myoc,0,0,0,0,0,0,0,1,1,0,0,0
Myocd,0,0,0,0,0,0,0,1,0,1,0,0
Myod1,0,0,0,0,0,0,2,1,1,1,6,4
Myof,0,0,0,0,0,1,7,10,16,12,52,38
Myog,0,0,0,0,0,0,0,0,0,0,0,2
Myom1,1,0,0,2,1,0,41,53,54,66,104,77
Myom2,0,0,0,0,0,0,0,1,0,0,0,0
Myom3,0,0,0,0,0,0,1,2,0,1,1,2
Myot,0,0,0,0,0,0,0,0,0,0,0,1
Myoz1,0,0,0,0,0,0,0,0,0,0,2,0
Myoz2,0,0,0,0,0,0,0,0,0,0,0,0
Mypn,1,0,0,3,2,1,123,215,178,252,265,226
Mypop,0,0,1,2,2,4,44,55,52,57,162,127
Mypopos,0,0,0,0,1,0,0,0,1,1,2,0
Myrf,0,0,0,0,0,0,3,4,2,2,4,3
Myrfl,0,0,0,0,0,0,1,1,1,1,7,4
Myrip,1,0,0,6,1,4,23,32,24,31,70,68
Mysm1,3,3,3,2,5,11,221,289,268,353,651,645
Myt1,3,1,4,6,6,8,118,188,154,213,501,439
Myt1l,0,1,4,5,3,0,100,149,155,149,384,350
Myzap,0,0,0,0,0,0,0,0,0,0,0,0
Mzb1,0,0,0,1,0,0,3,3,1,1,7,9
Mzf1,0,0,1,0,1,1,6,7,10,17,32,26
Mzt1,0,2,6,1,0,2,161,178,184,166,253,202
Mzt2,0,0,0,2,5,5,69,78,78,122,302,212
N28178,0,0,0,1,0,1,0,1,4,2,4,6
N4bp1,1,0,2,2,2,5,71,96,94,96,273,218
N4bp2,0,2,2,1,4,8,72,98,86,103,349,293
N4bp2l1,0,0,0,0,1,2,28,53,41,51,78,76
N4bp2l2,3,5,6,15,8,21,360,492,456,547,1064,944
N4bp2os,0,0,0,0,0,0,0,0,0,0,41,33
N4bp3,0,0,0,0,0,0,2,2,1,0,5,4
N6amt1,4,2,2,8,6,4,259,308,332,353,577,560
N6amt2,2,1,1,4,9,5,169,202,182,199,519,406
NCBP2-AS2,0,0,0,0,8,10,0,0,0,0,728,617
Naa10,0,1,0,2,4,1,50,83,62,85,177,136
Naa11,0,0,1,1,0,0,9,17,8,13,6,8
Naa15,2,5,10,17,15,15,424,553,523,703,1137,965
Naa16,2,2,0,0,1,1,42,69,62,53,136,118
Naa20,3,0,4,2,6,2,152,191,155,194,277,222
