Gene,ONL_1,ONL_2,ONL_3,ONL_4,ONL_5,ONL_6,BP_1,BP_2,BP_3,BP_4,BP_5,BP_6
RP23-219K16.2,0,0,0,0,0,0,0,3,1,1,4,1
RP23-21D6.1,0,0,0,0,0,0,0,0,0,0,1,2
RP23-21D6.2,0,0,0,0,0,0,0,0,0,0,1,0
RP23-21O1.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-21O1.2,0,0,0,0,0,0,0,1,0,0,0,0
RP23-223I2.3,0,0,0,0,0,0,0,0,0,1,0,0
RP23-225M12.1,0,0,0,0,0,0,0,1,0,0,1,1
RP23-225M12.2,0,0,0,2,0,0,1,0,2,1,1,2
RP23-227I15.1,0,0,0,0,0,0,0,0,0,0,0,1
RP23-228F6.9,0,0,0,0,0,0,0,0,0,0,18,19
RP23-231C16.1,0,0,0,0,0,0,1,0,1,0,5,1
RP23-231L15.4,1,2,0,1,0,1,79,125,103,157,224,167
RP23-234P16.4,0,0,0,0,0,0,1,0,1,1,0,0
RP23-235E15.5,0,0,0,0,0,3,14,20,22,24,44,38
RP23-235E15.6,0,0,0,0,0,0,2,6,10,7,8,11
RP23-235G13.3,0,0,0,0,0,0,1,1,0,0,1,3
RP23-235G13.4,0,0,0,0,0,0,4,1,1,2,4,3
RP23-237H9.2,0,0,0,0,0,0,0,0,1,0,0,0
RP23-239A13.1,0,0,0,0,0,0,0,1,0,0,0,0
RP23-239A13.2,0,0,0,0,0,0,0,0,0,0,1,0
RP23-23C4.4,0,0,0,0,0,0,0,0,0,0,6,6
RP23-23C4.5,0,0,0,0,0,0,0,0,0,0,14,8
RP23-23C4.6,0,0,0,0,1,0,0,0,0,0,15,11
RP23-240A11.2,0,0,0,0,0,0,0,0,1,1,1,0
RP23-240E15.3,0,0,0,0,0,0,0,0,1,0,0,0
RP23-240H6.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-240H6.2,0,0,0,0,0,0,0,0,0,0,1,1
RP23-246L14.2,0,0,0,0,0,0,0,0,1,1,2,1
RP23-246L14.3,0,0,0,0,0,0,1,1,0,2,2,2
RP23-246L14.5,0,0,0,0,0,0,0,0,0,0,0,0
RP23-247A1.6,0,0,0,0,0,0,0,0,0,0,3,4
RP23-247I11.8,0,0,0,0,0,0,0,0,0,1,0,0
RP23-24K16.1,0,0,0,0,0,0,0,1,0,0,1,0
RP23-24K16.2,0,0,0,0,0,0,1,0,0,1,3,1
RP23-24K16.3,0,0,0,0,0,0,0,0,0,1,0,0
RP23-253G12.10,0,0,0,0,0,0,0,0,0,0,0,0
RP23-253G12.8,0,0,0,0,0,0,0,0,0,0,0,1
RP23-253G12.9,0,0,0,0,0,0,0,0,0,0,2,2
RP23-253I14.3,0,0,0,0,0,0,1,0,1,0,3,1
RP23-254C8.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-256B18.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-256O22.3,0,0,0,2,0,0,2,3,9,0,4,4
RP23-257E17.2,0,0,0,0,0,0,0,0,0,0,1,1
RP23-257P11.1,0,0,0,0,0,0,0,1,0,0,1,0
RP23-257P11.4,0,0,0,0,0,0,0,1,0,0,0,0
RP23-258C6.2,0,0,0,0,0,0,0,0,0,0,3,1
RP23-261D18.1,0,0,0,0,0,0,1,0,0,0,4,2
RP23-262J12.2,0,0,0,0,0,0,0,0,0,0,2,1
RP23-262J12.3,0,0,0,0,0,0,0,0,0,0,1,0
RP23-267O21.2,0,0,0,0,0,0,0,0,0,1,0,0
RP23-267O21.3,0,0,0,0,0,0,6,5,13,17,22,23
RP23-267O21.4,0,0,0,0,0,0,2,2,3,10,22,13
RP23-267O21.5,0,0,0,0,0,0,0,0,0,0,0,0
RP23-26P10.1,0,0,0,0,0,0,0,0,0,0,3,3
RP23-26P10.2,0,0,0,0,0,0,0,0,0,0,3,4
RP23-272P19.10,0,0,0,0,0,0,0,0,0,0,1,0
RP23-272P19.7,0,0,0,0,0,0,1,0,0,0,0,0
RP23-275N13.1,0,0,0,0,0,0,0,0,0,0,1,0
RP23-276C23.1,0,0,0,0,0,0,1,4,1,6,1,4
RP23-276C23.2,0,0,0,0,0,0,1,0,0,1,1,0
RP23-276C23.3,0,0,0,0,0,0,0,2,1,1,3,1
RP23-277H1.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-279P6.5,0,0,0,0,0,0,0,0,0,0,1,1
RP23-27B23.9,0,0,0,0,0,0,1,0,0,0,0,1
RP23-27D8.2,0,0,0,0,0,0,0,0,0,0,20,18
RP23-280E8.2,0,0,0,0,0,0,0,0,0,0,1,0
RP23-282A16.1,0,0,0,0,0,0,0,1,0,0,0,0
RP23-282L6.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-282L6.2,0,0,0,0,1,0,1,3,2,1,1,0
RP23-286C5.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-286C5.2,0,0,0,0,0,0,1,0,0,0,0,1
RP23-286M22.1,0,0,0,0,0,0,1,1,1,2,4,5
RP23-286M3.5,0,0,0,0,0,0,9,15,7,18,25,28
RP23-287M3.2,0,1,0,0,0,0,3,1,2,5,10,6
RP23-288B16.4,0,0,0,0,0,0,6,6,3,4,4,6
RP23-28F1.3,0,0,0,0,0,0,0,1,1,3,2,0
RP23-28F1.4,0,0,0,0,0,0,0,1,0,0,0,0
RP23-292C19.1,0,0,0,0,0,0,4,4,2,4,7,6
RP23-293K21.1,1,0,0,0,0,0,7,19,10,11,18,22
RP23-293K21.2,0,0,0,0,0,0,1,4,1,3,2,1
RP23-293K21.3,0,0,0,0,0,0,3,5,2,8,10,4
RP23-293K21.4,0,0,0,0,0,0,1,2,0,1,1,3
RP23-293K21.5,0,0,0,0,0,0,1,0,2,2,3,1
RP23-293K21.7,0,0,0,0,1,0,2,7,6,5,7,4
RP23-293K21.8,0,1,0,0,0,0,1,2,1,4,1,4
RP23-297D16.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-297M4.4,0,0,0,0,0,0,0,0,0,0,2,1
RP23-297M4.7,0,0,0,0,0,0,0,0,0,0,5,2
RP23-298M23.11,0,0,0,0,0,0,1,4,1,1,2,4
RP23-298M23.12,0,0,0,0,0,0,0,1,1,1,4,2
RP23-298M23.7,0,0,0,0,1,2,4,8,13,10,28,17
RP23-2C16.2,0,0,0,0,0,0,0,0,0,0,27,16
RP23-300K5.1,0,0,0,0,0,0,0,0,0,0,25,20
RP23-301C7.2,0,0,0,0,0,0,0,0,0,0,2,1
RP23-301L9.3,0,0,0,0,0,0,4,5,2,5,8,6
RP23-301L9.4,0,0,0,0,0,0,1,0,0,1,1,0
RP23-301L9.6,0,0,0,0,0,1,2,4,1,1,1,3
RP23-304A10.2,0,0,0,0,0,0,3,0,1,0,0,1
RP23-306G1.11,0,0,0,0,0,0,1,1,0,1,1,4
RP23-307I19.1,0,0,0,0,0,1,1,1,0,0,1,1
RP23-307L24.2,0,0,0,0,0,0,0,0,0,0,5,4
RP23-307P18.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-309G12.1,0,0,0,0,0,0,4,4,1,1,11,12
RP23-309G12.2,0,0,0,0,0,0,0,1,1,1,11,2
RP23-309G12.3,0,0,0,0,0,0,1,3,1,3,2,6
RP23-309G12.4,0,0,0,0,0,0,1,0,2,1,1,3
RP23-30B3.4,0,0,0,0,0,0,0,0,0,0,0,1
RP23-311A21.2,0,0,1,0,0,0,11,8,11,8,27,12
RP23-312N12.1,0,0,0,0,0,0,0,0,0,0,6,5
RP23-312N12.2,0,0,0,0,0,0,0,0,0,0,0,0
RP23-313F7.8,0,0,0,0,0,0,0,1,0,1,0,0
RP23-314M6.1,0,0,0,0,0,0,4,3,1,1,5,2
RP23-314N3.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-314O1.1,0,0,0,0,0,0,0,0,0,1,6,6
RP23-315E2.1,0,0,0,0,2,0,0,0,0,0,9,8
RP23-316M11.10,0,0,0,0,0,0,0,0,0,0,0,0
RP23-318I19.2,0,0,0,0,0,0,0,0,0,0,1,0
RP23-318M11.2,0,0,0,0,0,0,0,0,0,0,4,0
RP23-319P12.1,0,0,0,0,0,0,0,0,0,0,3,4
RP23-319P12.2,0,0,0,0,0,0,0,0,0,0,0,1
RP23-319P12.3,0,0,0,0,0,0,0,0,0,0,1,0
RP23-319P12.4,0,0,0,0,0,0,0,0,0,0,2,1
RP23-319P12.5,0,0,0,0,0,0,0,0,0,0,3,0
RP23-319P12.6,0,0,0,0,0,0,0,0,0,0,2,1
RP23-31J24.2,0,0,0,0,0,0,0,1,1,1,2,1
RP23-322I5.1,0,0,0,0,0,0,0,1,0,0,0,0
RP23-323D23.1,0,0,0,0,0,0,0,0,0,0,1,1
RP23-323D23.2,0,0,0,0,0,0,0,0,0,0,0,1
RP23-323D23.3,0,0,0,0,0,0,0,0,0,0,0,0
RP23-324D2.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-325M18.3,0,0,0,0,0,0,1,0,0,0,0,0
RP23-325M18.5,0,0,0,0,0,0,0,0,0,0,0,0
RP23-325M7.4,0,0,0,0,0,1,6,4,5,13,19,17
RP23-326H18.1,0,0,0,0,0,0,1,1,2,3,0,2
RP23-326O2.2,0,0,0,0,0,0,5,5,5,8,7,7
RP23-327M1.1,0,0,3,0,0,0,29,35,41,40,71,65
RP23-327M1.2,0,0,0,0,0,0,0,0,0,0,2,0
RP23-327P24.2,0,0,0,0,0,0,0,0,0,0,1,0
RP23-329A21.3,0,0,0,0,0,0,0,0,0,0,0,1
RP23-329L9.3,0,0,0,0,0,0,0,0,0,0,1,0
RP23-32E20.1,0,0,1,0,0,0,6,12,10,12,12,10
RP23-331L5.1,0,0,0,0,0,0,4,1,1,0,4,2
RP23-332O18.2,0,0,0,0,0,0,0,2,0,1,1,0
RP23-333I24.3,0,0,0,0,0,0,0,0,0,0,4,4
RP23-333I5.1,0,0,0,0,0,0,0,4,1,1,1,3
RP23-333I5.2,0,0,0,0,0,0,3,4,1,4,8,4
RP23-333I5.3,0,0,0,0,0,0,3,0,3,3,5,1
RP23-333I5.4,0,0,0,0,0,0,1,4,1,4,5,5
RP23-333I5.5,0,0,0,0,0,0,1,5,5,3,5,4
RP23-333I5.6,0,0,0,0,0,0,1,2,2,1,3,2
RP23-333I5.7,0,0,0,0,0,0,3,5,4,8,11,13
RP23-333I5.9,1,0,0,0,1,1,0,2,4,1,7,0
RP23-334N1.1,0,0,0,0,0,0,0,0,1,0,0,0
RP23-335A19.3,0,0,0,0,0,0,0,1,0,0,0,0
RP23-335C9.1,0,0,0,0,0,0,10,18,18,11,46,46
RP23-335E20.3,0,0,0,0,0,0,0,0,0,0,0,0
RP23-336F4.1,0,0,0,0,0,0,0,0,0,0,1,0
RP23-336F4.4,0,0,0,0,0,0,0,0,0,0,1,1
RP23-336F4.5,0,0,0,0,0,0,0,0,0,0,1,0
RP23-336O18.1,0,0,0,0,0,0,0,1,0,0,2,0
RP23-336O18.2,0,0,0,0,0,0,1,1,1,1,2,1
RP23-336O18.3,0,0,0,0,1,0,0,0,0,0,0,0
RP23-336O18.4,0,0,1,0,0,2,1,0,0,1,1,1
RP23-337H1.2,0,0,0,0,0,0,1,4,3,1,6,4
RP23-338P12.2,0,0,0,0,0,0,0,0,0,0,0,0
RP23-339I6.1,0,0,0,0,0,0,0,1,0,1,1,0
RP23-340E6.2,0,0,0,0,0,0,0,0,0,0,2,6
RP23-342A15.2,0,0,0,0,0,0,0,0,0,0,0,1
RP23-342M4.2,0,0,0,0,0,0,1,2,0,2,4,2
RP23-342M4.3,0,0,0,0,0,0,4,3,3,4,9,6
RP23-342M4.4,0,0,0,0,0,0,1,1,4,3,5,8
RP23-342M4.5,0,0,0,0,0,0,5,4,6,12,9,9
RP23-342M4.6,0,3,0,0,0,0,0,5,1,3,7,4
RP23-342M4.7,0,0,0,0,0,0,0,0,1,0,0,0
RP23-342N8.1,0,0,0,0,0,0,0,1,0,0,1,0
RP23-342N8.2,0,0,0,0,0,0,0,1,2,2,8,10
RP23-343F16.2,0,0,0,0,0,0,0,0,0,0,1,1
RP23-344O11.3,0,0,0,0,0,0,0,1,4,2,6,2
RP23-345F4.3,0,0,0,0,0,0,0,0,0,0,1,0
RP23-345O17.5,0,0,0,0,0,0,0,0,0,0,6,7
RP23-345O17.7,0,0,0,0,0,1,0,0,0,0,6,9
RP23-346B17.4,0,0,0,0,0,0,0,0,0,0,1,0
RP23-347G20.4,0,0,0,0,0,0,1,1,0,1,0,2
RP23-347G20.6,0,0,0,0,0,0,0,1,0,0,0,0
RP23-349J3.4,0,0,0,0,0,0,1,4,0,0,1,4
RP23-349J3.6,0,0,0,0,0,0,0,0,0,0,0,0
RP23-34P11.1,0,0,0,0,0,0,0,0,0,0,34,31
RP23-34P11.2,0,0,0,0,2,4,0,0,0,0,154,121
RP23-350E1.2,1,0,0,0,0,0,9,11,16,12,14,9
RP23-350K3.2,0,0,1,1,0,0,9,19,9,22,22,19
RP23-352D5.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-352G19.2,0,0,0,0,0,0,0,0,0,0,2,0
RP23-353E8.7,0,0,0,0,0,0,0,0,0,0,4,6
RP23-353L10.2,0,0,0,0,0,0,0,0,0,0,11,4
RP23-353M5.2,0,0,0,0,0,0,0,0,0,0,14,15
RP23-354E8.1,0,0,0,0,0,0,6,1,5,3,13,6
RP23-354G14.1,0,0,0,0,0,0,1,2,4,5,15,14
RP23-354G14.2,0,0,0,0,0,0,1,3,2,2,4,9
RP23-354G14.3,0,0,0,0,0,0,0,0,1,0,1,1
RP23-354G14.4,0,0,0,0,0,0,3,3,2,1,7,8
RP23-356K2.5,0,0,0,0,0,0,0,0,0,0,0,1
RP23-356K2.6,0,0,0,0,0,0,0,4,0,3,1,1
RP23-357D17.3,0,0,0,1,0,2,19,16,16,20,48,38
RP23-357D17.4,0,0,0,2,0,1,5,14,12,12,32,35
RP23-357D17.5,0,0,0,0,0,0,0,1,0,0,0,0
RP23-357H5.5,0,0,0,0,0,0,0,1,0,0,0,0
RP23-358D12.1,0,0,0,0,0,0,0,1,0,0,1,1
RP23-358D12.2,0,0,0,0,0,0,0,1,1,0,2,2
RP23-358D12.3,0,0,0,0,0,0,0,1,1,3,1,4
RP23-358O22.1,0,0,0,0,0,0,1,2,1,4,1,3
RP23-361O11.4,0,0,0,0,0,0,1,0,0,0,0,0
RP23-363M4.1,0,0,1,2,4,3,119,175,145,180,375,290
RP23-363M4.2,0,0,0,0,0,0,1,0,0,0,0,1
RP23-366N13.2,0,0,0,0,0,0,0,0,0,0,1,0
RP23-366N13.3,0,0,0,0,0,0,0,0,0,0,1,0
RP23-367H8.3,0,0,0,0,0,0,0,0,0,0,0,1
RP23-369O21.1,0,0,0,0,1,0,1,5,1,2,6,4
RP23-370G17.1,0,1,0,0,0,0,7,13,6,6,12,11
RP23-370G17.2,0,0,0,0,0,0,1,1,0,1,1,0
RP23-370G17.3,0,0,0,0,0,0,1,0,0,2,1,3
RP23-370G17.4,0,0,0,0,0,0,1,5,4,3,7,6
RP23-371A16.3,0,0,0,1,1,0,30,52,39,59,93,64
RP23-371A16.4,1,0,0,0,1,0,7,12,12,14,24,29
RP23-372C7.2,0,0,0,0,0,0,0,1,0,0,0,0
RP23-372C7.4,0,0,0,0,0,0,0,0,0,1,1,2
RP23-372C7.6,0,0,0,0,0,0,0,0,0,1,0,0
RP23-372C7.8,0,0,0,0,0,0,0,0,0,0,0,0
RP23-372N19.2,0,0,0,2,0,0,8,13,6,13,16,15
RP23-372N19.4,0,0,0,0,0,0,5,2,5,5,5,3
RP23-373G12.1,0,0,0,0,0,0,1,0,0,0,1,1
RP23-373G12.2,0,0,0,0,0,0,2,0,0,0,0,0
RP23-373G12.5,0,0,0,0,0,0,1,2,1,1,1,2
RP23-375E13.3,0,0,0,0,0,0,0,0,0,0,1,2
RP23-375E13.4,0,0,0,0,0,0,0,0,0,0,0,0
RP23-375E13.6,0,0,0,0,0,0,0,0,0,0,1,1
RP23-375H15.2,0,0,0,0,0,0,1,1,1,0,3,3
RP23-376H8.2,0,0,0,0,0,0,0,0,0,0,0,0
RP23-378C15.1,0,0,0,0,0,0,0,0,0,0,0,1
RP23-378C15.2,0,0,0,0,0,0,0,1,0,0,4,1
RP23-378O9.1,0,0,0,0,0,0,8,14,8,10,18,12
RP23-378O9.2,0,0,0,0,0,0,4,2,4,4,5,8
RP23-37I24.1,0,0,0,0,1,0,4,4,4,5,15,9
RP23-380D12.1,0,0,0,0,0,0,1,0,0,0,0,0
RP23-381C14.2,0,0,0,0,0,0,0,0,0,0,1,0
RP23-381C14.5,0,0,0,0,0,0,0,0,0,0,0,0
RP23-381G13.3,0,0,0,0,0,0,0,1,0,0,0,0
RP23-381I16.4,0,0,0,0,0,0,0,0,0,0,0,0
RP23-381I16.5,0,0,0,0,0,0,0,0,1,0,0,0
RP23-381I16.6,0,0,0,0,0,0,0,0,0,0,0,1
RP23-382I10.1,0,0,0,0,0,0,0,0,0,0,8,6
RP23-382I10.2,0,0,0,0,0,0,0,0,0,0,0,1
RP23-382L1.3,0,0,0,0,0,0,0,1,0,0,0,0
RP23-382L1.4,0,0,0,0,0,0,0,1,0,1,0,1
RP23-382L1.6,0,0,0,0,0,0,0,0,0,0,0,1
RP23-382O15.2,0,0,0,0,0,0,0,0,0,0,1,1
RP23-383E21.1,0,0,0,0,0,0,0,0,0,0,6,10
RP23-384A11.5,0,0,0,0,0,0,0,0,0,0,0,1
RP23-385G21.1,0,0,0,0,0,0,1,1,0,1,1,0
RP23-385G21.3,0,0,0,0,0,0,0,0,0,1,0,0
RP23-385G21.4,0,0,0,0,0,0,0,0,0,0,2,1
RP23-386A17.7,0,0,0,0,0,0,0,0,0,0,4,5
RP23-386C10.5,0,0,0,0,0,0,0,0,0,0,1,0
RP23-387F14.1,0,0,0,0,0,0,0,0,0,0,0,1
RP23-387F14.2,0,0,0,0,0,0,0,0,0,0,0,0
RP23-38B15.1,0,0,0,0,0,0,0,0,0,0,6,3
RP23-38L11.1,0,0,0,0,0,0,0,0,2,0,3,3
RP23-38L11.2,0,0,0,0,0,0,0,0,0,0,1,0
RP23-38L11.4,0,0,0,1,0,0,4,7,8,15,27,34
RP23-391P21.2,0,0,0,0,0,0,0,0,0,0,0,1
RP23-391P21.4,0,0,0,0,0,0,0,0,0,0,0,1
RP23-392I2.3,0,0,0,0,0,0,0,0,0,0,5,1
RP23-393E10.2,0,0,0,0,0,0,5,15,10,12,19,10
RP23-393G8.5,0,0,0,0,0,0,0,0,0,1,1,1
RP23-394G5.1,0,0,0,0,0,0,1,1,1,9,11,6
RP23-394G5.2,0,0,0,0,0,0,1,1,1,1,2,2
RP23-394K8.5,0,0,0,0,0,0,9,15,1,7,5,4
RP23-394P9.1,0,0,0,0,0,0,0,0,0,0,1,0
RP23-395B13.2,0,0,0,0,0,0,1,0,0,1,4,4
RP23-396H16.2,0,0,0,0,0,0,0,2,0,1,3,1
RP23-396K2.1,0,0,0,0,0,0,0,0,0,0,0,1
RP23-396K2.2,0,0,0,0,0,0,0,0,0,0,0,1
RP23-396K22.3,0,0,0,0,0,0,0,3,3,0,0,2
RP23-396K22.4,0,0,0,0,0,0,0,0,0,1,1,1
RP23-399J17.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-39M18.2,0,0,0,0,0,0,0,0,0,0,14,5
RP23-3C4.2,0,0,0,0,0,0,0,1,0,0,0,0
RP23-3L20.3,0,0,0,0,0,0,0,0,0,1,0,1
RP23-3L20.5,0,0,0,0,0,0,0,2,0,0,0,0
RP23-3L20.6,0,0,0,0,0,0,0,0,0,0,4,1
RP23-3L23.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-3M10.11,0,0,0,0,0,0,0,0,0,0,2,0
RP23-400D9.3,0,0,0,0,0,0,0,0,0,1,0,0
RP23-402L6.1,0,0,0,0,0,0,0,0,0,0,0,1
RP23-403C5.3,0,0,0,0,0,0,1,1,0,3,1,1
RP23-403P24.1,0,0,0,0,0,0,0,0,0,0,27,20
RP23-403P24.3,0,0,0,0,4,1,0,0,0,0,41,49
RP23-403P24.5,0,0,0,0,1,0,0,0,0,0,62,39
RP23-403P24.6,0,0,0,0,0,0,0,0,0,0,4,10
RP23-403P24.7,0,0,0,0,0,0,0,0,0,0,1,2
RP23-403P24.8,0,0,0,0,0,0,0,0,0,0,1,0
RP23-404J7.10,0,0,0,0,0,0,0,0,0,0,0,0
RP23-407F12.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-407I6.1,0,0,0,0,0,1,0,3,2,1,2,5
RP23-407I6.2,0,0,0,0,0,0,6,2,8,7,14,10
RP23-407I6.4,0,0,0,0,0,0,2,3,2,1,6,5
RP23-407I6.5,0,0,0,0,0,0,1,1,1,0,4,1
RP23-407I6.6,0,0,0,1,0,0,6,4,4,10,11,8
RP23-407I6.7,0,0,0,0,0,0,0,1,1,0,0,0
RP23-408A1.4,0,0,0,0,0,0,0,0,0,0,5,1
RP23-408A1.8,0,0,0,0,0,0,0,0,0,0,6,5
RP23-409I5.1,0,0,0,0,0,0,0,0,0,0,0,1
RP23-409I5.2,0,0,0,0,0,0,1,0,1,1,1,1
RP23-412L13.5,0,0,0,0,0,0,0,1,0,0,0,0
RP23-413C3.4,0,0,0,0,0,0,0,0,0,0,0,0
RP23-418O21.3,0,1,1,1,1,0,23,38,21,30,43,36
RP23-418O21.5,0,1,0,0,0,0,10,14,14,17,26,21
RP23-41J13.2,0,0,0,0,0,0,1,0,1,1,0,0
RP23-422D12.3,0,0,0,0,0,0,0,0,0,0,3,1
RP23-422N18.3,0,0,0,0,0,0,0,1,1,1,2,3
RP23-422P4.2,0,0,0,0,0,0,0,0,0,0,1,0
RP23-423A22.3,0,0,0,0,0,0,0,0,0,0,3,2
RP23-423J10.2,0,0,0,0,0,0,1,0,0,0,0,0
RP23-423J10.6,0,0,0,0,0,0,1,1,1,2,4,1
RP23-423J10.7,0,0,0,0,0,0,1,0,0,1,0,1
RP23-425F8.1,0,0,0,0,0,0,0,0,0,0,0,1
RP23-425I8.2,0,0,0,0,0,0,1,5,2,2,5,8
RP23-425N12.1,0,0,0,0,0,0,0,0,0,0,1,0
RP23-425N12.2,0,0,0,0,0,1,0,0,0,0,94,79
RP23-427B4.2,0,0,0,0,0,0,0,0,1,1,2,2
RP23-427D2.1,0,0,0,0,0,0,0,1,0,0,0,0
RP23-429E19.4,0,0,0,0,0,0,0,0,0,0,2,2
RP23-429E19.5,0,0,0,0,0,0,0,0,0,0,13,6
RP23-429P17.1,0,0,0,0,0,0,0,0,0,0,1,1
RP23-42M8.10,0,0,0,0,0,0,0,0,0,0,2,1
RP23-42M8.5,0,0,0,0,0,0,0,0,0,0,2,2
RP23-42M8.7,0,0,0,0,0,0,0,0,0,0,0,1
RP23-42O8.4,0,0,0,0,0,0,0,0,0,0,1,0
RP23-42O8.6,0,0,0,0,0,0,0,0,0,0,0,0
RP23-42O8.7,0,0,0,0,0,0,0,0,0,0,23,19
RP23-42O8.9,0,0,0,0,0,0,0,0,0,0,1,1
RP23-431M7.2,0,0,0,0,0,0,0,0,0,0,0,0
RP23-431M7.4,0,0,0,0,0,0,1,0,0,0,0,1
RP23-434H17.3,0,0,1,1,0,0,4,9,4,8,8,14
RP23-434H17.4,0,0,0,0,0,0,0,1,1,1,0,3
RP23-434H17.5,0,0,1,0,0,0,0,0,0,0,1,1
RP23-434H17.6,0,0,0,0,0,0,5,8,9,9,12,9
RP23-434L7.5,0,0,0,0,0,0,0,0,0,0,1,0
RP23-435I4.11,0,0,0,0,0,0,0,0,0,0,0,0
RP23-438O22.1,0,0,0,0,0,0,0,0,0,0,0,1
RP23-440C1.5,0,0,0,0,0,0,0,1,0,0,0,0
RP23-441I24.3,0,0,0,0,1,0,18,34,18,36,42,44
RP23-441I24.5,3,0,1,0,4,1,71,91,92,122,168,185
RP23-441I24.9,0,0,0,0,0,0,0,0,0,0,0,0
RP23-442L7.3,0,0,0,0,0,0,0,0,0,0,0,1
RP23-443N7.6,0,0,0,0,0,0,0,0,0,0,0,1
RP23-443O1.1,0,0,0,0,0,0,0,1,1,4,2,1
RP23-445H19.1,0,0,0,0,0,0,0,0,0,0,0,1
RP23-446B13.7,0,0,0,0,0,0,0,0,0,0,9,11
RP23-446B17.3,0,0,0,0,0,0,0,1,0,0,1,0
RP23-446J15.1,0,0,0,0,0,0,2,3,3,1,5,7
RP23-446O11.1,0,0,0,0,0,0,2,3,3,5,5,7
RP23-447A7.2,0,0,0,0,0,0,0,0,0,0,0,0
RP23-447N11.2,0,0,0,0,0,0,1,0,1,0,0,1
RP23-447N11.5,0,0,0,0,0,0,1,2,1,1,7,8
RP23-44L13.1,0,0,0,0,0,0,0,0,0,0,1,1
RP23-450O11.3,0,0,0,0,0,0,0,0,0,0,35,21
RP23-451C1.1,0,0,0,0,1,0,6,14,6,14,28,16
RP23-451C1.2,0,0,0,0,0,1,4,7,13,12,31,29
RP23-451E8.7,0,0,0,1,0,0,1,1,4,1,6,4
RP23-453M11.3,0,0,0,0,0,0,1,0,0,0,1,1
RP23-453M11.4,0,0,0,0,0,0,10,10,14,15,24,21
RP23-454A14.10,0,0,0,0,0,0,0,0,0,0,0,0
RP23-454P8.1,0,0,0,0,0,0,0,0,0,0,1,4
RP23-455A10.1,0,0,0,0,0,0,1,0,1,0,1,1
RP23-458A10.4,0,0,0,0,0,0,0,0,0,0,0,1
RP23-458G12.1,0,0,0,0,0,0,1,1,0,0,4,1
RP23-458G12.2,0,1,0,0,0,0,0,0,0,0,3,1
RP23-458G12.3,0,0,0,0,0,0,0,1,0,1,3,4
RP23-458G12.4,0,0,0,0,0,0,1,1,0,2,3,1
RP23-459I1.3,0,0,0,0,0,0,4,3,5,7,5,3
RP23-45G4.2,0,0,0,0,0,0,4,4,7,6,8,9
RP23-45G4.3,0,0,0,0,0,0,0,2,1,1,2,2
RP23-45P1.1,0,0,0,0,0,0,1,0,2,3,3,1
RP23-461P7.1,0,0,0,0,2,0,13,16,19,21,68,52
RP23-462C22.5,0,0,0,0,0,0,0,0,1,0,2,2
RP23-463H10.1,0,0,0,0,0,0,0,0,0,0,4,3
RP23-465A17.7,0,0,0,0,0,0,1,4,1,1,4,3
RP23-465J5.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-468H22.2,0,0,0,0,0,0,0,0,0,0,0,1
RP23-468H22.3,0,0,0,0,0,0,0,0,0,0,2,4
RP23-469H5.5,0,0,0,0,0,0,8,11,13,16,0,0
RP23-472J13.3,0,0,0,0,0,0,0,0,0,0,1,4
RP23-473G18.1,0,0,0,0,1,1,40,51,60,56,103,82
RP23-477D20.4,0,0,0,0,0,0,0,0,0,0,0,0
RP23-477L20.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-477N9.1,0,0,1,0,0,0,1,5,4,5,12,11
RP23-477N9.2,0,0,0,0,1,0,1,1,0,1,0,1
RP23-477N9.3,0,0,0,0,1,0,1,5,8,6,12,8
RP23-477N9.4,0,0,0,0,0,0,0,4,1,3,4,2
RP23-477N9.5,0,0,0,0,0,0,1,3,4,2,7,6
RP23-477N9.6,0,0,0,0,0,1,0,0,0,0,44,35
RP23-477O15.2,0,0,0,0,0,0,0,0,0,0,1,0
RP23-478E6.1,0,0,0,0,0,0,1,1,0,0,1,0
RP23-478E6.3,0,0,0,0,0,0,0,0,0,0,0,1
RP23-479D21.3,0,0,0,0,0,0,0,0,0,0,6,4
RP23-479D21.4,0,0,0,0,0,0,0,0,0,0,1,0
RP23-48L9.1,0,0,0,0,0,0,0,0,0,0,0,0
RP23-48L9.3,0,0,0,0,0,0,0,0,0,0,0,0
RP23-49B23.2,0,0,0,0,0,0,1,0,0,1,5,4
