436F,gene_id,gene_name,gene_type,gene_length,gene_count,RPK,TPM,log2(TPM+1)
8209,ENSMUSG00000091315.2,Gm17214,processed_pseudogene,541,0,0.0,0.0,0.0
8210,ENSMUSG00000090941.2,Gm17212,processed_pseudogene,259,0,0.0,0.0,0.0
8211,ENSMUSG00000090743.2,Gm17213,processed_pseudogene,1360,0,0.0,0.0,0.0
8212,ENSMUSG00000098006.2,Gm8565,processed_pseudogene,1014,1,0.9861932938856016,17.363984764859836,4.198807235161242
8213,ENSMUSG00000043300.3,B3galnt1,protein_coding,2028,9,4.437869822485207,78.13793144186924,6.306297450600308
8214,ENSMUSG00000102342.2,Gm37380,processed_pseudogene,397,0,0.0,0.0,0.0
8215,ENSMUSG00002076320.1,5S_rRNA,rRNA,114,0,0.0,0.0,0.0
8216,ENSMUSG00000068969.4,Rpl32-ps,processed_pseudogene,408,0,0.0,0.0,0.0
8217,ENSMUSG00000027787.15,Nmd3,protein_coding,10155,8,0.7877892663712457,13.870669070659082,3.894397654396499
8218,ENSMUSG00000043461.14,Sptssb,protein_coding,1826,0,0.0,0.0,0.0
8219,ENSMUSG00000103549.2,Gm17895,processed_pseudogene,874,0,0.0,0.0,0.0
8220,ENSMUSG00000077366.3,Gm23484,snoRNA,131,0,0.0,0.0,0.0
8221,ENSMUSG00000102525.2,Gm37784,processed_pseudogene,189,1,5.291005291005291,93.15915635750197,6.5570294891347825
8222,ENSMUSG00000027788.7,Otol1,protein_coding,2161,0,0.0,0.0,0.0
8223,ENSMUSG00000103020.2,Gm37681,processed_pseudogene,727,1,1.375515818431912,24.21881781508648,4.656428742786377
8224,ENSMUSG00000103113.2,Gm37585,processed_pseudogene,280,0,0.0,0.0,0.0
8225,ENSMUSG00000089507.3,Gm23477,snoRNA,128,0,0.0,0.0,0.0
8226,ENSMUSG00000102663.2,Gm6631,processed_pseudogene,559,1,1.7889087656529514,31.497460736257366,5.022255089141417
8227,ENSMUSG00000104023.2,Gm37213,unprocessed_pseudogene,586,0,0.0,0.0,0.0
8228,ENSMUSG00000074877.4,Gm10780,pseudogene,285,0,0.0,0.0,0.0
8229,ENSMUSG00000102666.2,Gm8599,processed_pseudogene,457,5,10.940919037199125,192.6376427961474,7.597215626872707
8230,ENSMUSG00000103396.2,Gm38305,processed_pseudogene,223,0,0.0,0.0,0.0
8231,ENSMUSG00000103815.2,Gm19194,processed_pseudogene,3774,0,0.0,0.0,0.0
8232,ENSMUSG00000098189.2,Gm8604,processed_pseudogene,965,0,0.0,0.0,0.0
8233,ENSMUSG00000103465.2,Gm37617,processed_pseudogene,159,0,0.0,0.0,0.0
8234,ENSMUSG00000103279.2,Gm3351,processed_pseudogene,505,0,0.0,0.0,0.0
8235,ENSMUSG00000103859.2,Gm37603,processed_pseudogene,219,0,0.0,0.0,0.0
8236,ENSMUSG00002075728.1,ENSMUSG00002075728,misc_RNA,91,0,0.0,0.0,0.0
8237,ENSMUSG00000103078.2,Gm37901,processed_pseudogene,514,0,0.0,0.0,0.0
8238,ENSMUSG00000084752.3,Gm22451,snRNA,151,0,0.0,0.0,0.0
8239,ENSMUSG00000027790.15,Sis,protein_coding,7464,0,0.0,0.0,0.0
8240,ENSMUSG00000102753.2,Gm37056,TEC,1865,0,0.0,0.0,0.0
8241,ENSMUSG00000048304.9,Slitrk3,protein_coding,4848,0,0.0,0.0,0.0
8242,ENSMUSG00000103428.2,Gm20754,lncRNA,1553,0,0.0,0.0,0.0
8243,ENSMUSG00002075319.1,ENSMUSG00002075319,miRNA,110,0,0.0,0.0,0.0
8244,ENSMUSG00000102916.2,Gm37725,TEC,2125,0,0.0,0.0,0.0
8245,ENSMUSG00002075221.1,7SK,misc_RNA,299,0,0.0,0.0,0.0
8246,ENSMUSG00000102820.2,Gm38353,lncRNA,617,0,0.0,0.0,0.0
8247,ENSMUSG00000102362.2,4930509J09Rik,lncRNA,1526,0,0.0,0.0,0.0
8248,ENSMUSG00000027792.12,Bche,protein_coding,6741,0,0.0,0.0,0.0
8249,ENSMUSG00000102859.2,Gm8625,processed_pseudogene,1077,0,0.0,0.0,0.0
8250,ENSMUSG00000104096.2,Gm20356,lncRNA,2477,0,0.0,0.0,0.0
8251,ENSMUSG00000096400.3,Gm6098,processed_pseudogene,330,0,0.0,0.0,0.0
8252,ENSMUSG00000104227.2,Gm37050,processed_pseudogene,466,0,0.0,0.0,0.0
8253,ENSMUSG00000102809.2,Gm8643,processed_pseudogene,625,0,0.0,0.0,0.0
8254,ENSMUSG00000102420.2,Gm37464,TEC,2220,0,0.0,0.0,0.0
8255,ENSMUSG00000034151.14,Zbbx,protein_coding,3034,0,0.0,0.0,0.0
8256,ENSMUSG00000034139.5,Serpini2,protein_coding,1411,0,0.0,0.0,0.0
8257,ENSMUSG00000104301.4,Wdr49,protein_coding,5513,0,0.0,0.0,0.0
8258,ENSMUSG00000103444.2,Gm17836,processed_pseudogene,1302,0,0.0,0.0,0.0
8259,ENSMUSG00000027835.12,Pdcd10,protein_coding,2939,1,0.3402517863218782,5.990840609584168,2.8054659420617525
8260,ENSMUSG00000027834.16,Serpini1,protein_coding,7286,0,0.0,0.0,0.0
8261,ENSMUSG00000102625.2,Gm37672,TEC,4014,0,0.0,0.0,0.0
8262,ENSMUSG00000099370.2,Platr10,lncRNA,1745,0,0.0,0.0,0.0
8263,ENSMUSG00000102188.2,Gm37193,TEC,513,0,0.0,0.0,0.0
8264,ENSMUSG00000088638.3,Gm25846,snoRNA,135,0,0.0,0.0,0.0
8265,ENSMUSG00000100962.4,Gm29133,protein_coding,885,0,0.0,0.0,0.0
8266,ENSMUSG00000034109.16,Golim4,protein_coding,11072,34,3.0708092485549137,54.067985797805974,5.783141935396134
8267,ENSMUSG00000103024.2,Gm37685,TEC,2177,0,0.0,0.0,0.0
8268,ENSMUSG00000104448.2,Gm37256,lncRNA,566,0,0.0,0.0,0.0
8269,ENSMUSG00000104223.2,Gm18428,processed_pseudogene,791,0,0.0,0.0,0.0
8270,ENSMUSG00000034098.15,Fstl5,protein_coding,9264,0,0.0,0.0,0.0
8271,ENSMUSG00000103920.2,Gm37897,TEC,3561,0,0.0,0.0,0.0
8272,ENSMUSG00000103702.2,Gm37290,processed_pseudogene,339,0,0.0,0.0,0.0
8273,ENSMUSG00000102216.2,Gm19231,processed_pseudogene,830,0,0.0,0.0,0.0
8274,ENSMUSG00000088481.4,Gm23644,snoRNA,77,0,0.0,0.0,0.0
8275,ENSMUSG00000102489.2,Dnmt3a-ps1,processed_pseudogene,1271,0,0.0,0.0,0.0
8276,ENSMUSG00000103849.2,Gm37806,TEC,6387,0,0.0,0.0,0.0
8277,ENSMUSG00000102872.2,Gm38195,TEC,1499,0,0.0,0.0,0.0
8278,ENSMUSG00000102393.2,Gm37576,processed_pseudogene,372,0,0.0,0.0,0.0
8279,ENSMUSG00000105026.2,Gm18719,processed_pseudogene,1413,0,0.0,0.0,0.0
8280,ENSMUSG00000103312.2,Gm6677,processed_pseudogene,441,0,0.0,0.0,0.0
8281,ENSMUSG00000102637.2,Gm8684,processed_pseudogene,1564,0,0.0,0.0,0.0
8282,ENSMUSG00000103817.2,Gm6680,processed_pseudogene,950,0,0.0,0.0,0.0
8283,ENSMUSG00000104782.2,Gm43326,TEC,1638,0,0.0,0.0,0.0
8284,ENSMUSG00000084370.4,Gm15442,processed_pseudogene,1527,0,0.0,0.0,0.0
8285,ENSMUSG00000102341.2,Gm18952,processed_pseudogene,846,0,0.0,0.0,0.0
8286,ENSMUSG00002076884.1,7SK,misc_RNA,343,0,0.0,0.0,0.0
8287,ENSMUSG00000102438.2,Gm17953,processed_pseudogene,667,0,0.0,0.0,0.0
8288,ENSMUSG00000091361.3,Gm5277,processed_pseudogene,556,0,0.0,0.0,0.0
8289,ENSMUSG00000070443.7,Gm10291,processed_pseudogene,999,0,0.0,0.0,0.0
8290,ENSMUSG00000037096.7,Gm9762,processed_pseudogene,444,3,6.756756756756757,118.9667604835667,6.9064909195389665
8291,ENSMUSG00000119445.1,ENSMUSG00000119445,snoRNA,130,0,0.0,0.0,0.0
8292,ENSMUSG00000062232.15,Rapgef2,protein_coding,14051,11,0.7828624297203046,13.783921860881545,3.8859571315363968
8293,ENSMUSG00000064693.3,Gm24150,snRNA,104,0,0.0,0.0,0.0
8294,ENSMUSG00000104585.2,4921511C10Rik,lncRNA,1463,0,0.0,0.0,0.0
8295,ENSMUSG00000102545.2,6430573P05Rik,lncRNA,2610,0,0.0,0.0,0.0
8296,ENSMUSG00000091685.7,Gm17359,protein_coding,2241,0,0.0,0.0,0.0
8297,ENSMUSG00000061175.13,Fnip2,protein_coding,8698,6,0.6898137502874223,12.14560626688977,3.7165087745432586
8298,ENSMUSG00000089746.2,Gm3513,lncRNA,637,0,0.0,0.0,0.0
8299,ENSMUSG00000068957.2,4930589L23Rik,lncRNA,1364,0,0.0,0.0,0.0
8300,ENSMUSG00000103564.2,Gm35067,processed_pseudogene,647,0,0.0,0.0,0.0
8301,ENSMUSG00000027804.14,Ppid,protein_coding,4638,4,0.8624407072013799,15.185063002645856,4.0165910763397825
8302,ENSMUSG00000027809.15,Etfdh,protein_coding,7505,17,2.2651565622918053,39.88279405418438,5.353421892688541
8303,ENSMUSG00000102370.2,Gm37973,TEC,1289,0,0.0,0.0,0.0
8304,ENSMUSG00000027811.10,4930579G24Rik,protein_coding,1970,3,1.5228426395939088,26.812813022692193,4.797677762932212
8305,ENSMUSG00000034009.15,Rxfp1,protein_coding,10052,0,0.0,0.0,0.0
8306,ENSMUSG00000098204.2,Gm26984,lncRNA,3510,0,0.0,0.0,0.0
8307,ENSMUSG00000027956.12,Tmem144,protein_coding,3487,0,0.0,0.0,0.0
8308,ENSMUSG00000077461.3,Gm26420,snRNA,103,0,0.0,0.0,0.0
8309,ENSMUSG00000102191.2,Gm36569,lncRNA,965,0,0.0,0.0,0.0
8310,ENSMUSG00000027955.17,Gask1b,protein_coding,9598,42,4.375911648260054,77.0470288774589,6.2862718070989585
8311,ENSMUSG00000103181.2,A330069K06Rik,lncRNA,917,0,0.0,0.0,0.0
8312,ENSMUSG00000103193.2,Gm19066,processed_pseudogene,1078,0,0.0,0.0,0.0
8313,ENSMUSG00000105307.2,Gm43839,TEC,2325,0,0.0,0.0,0.0
8314,ENSMUSG00000103154.2,Gm38295,unprocessed_pseudogene,151,0,0.0,0.0,0.0
8315,ENSMUSG00000103929.2,Gm37892,lncRNA,437,0,0.0,0.0,0.0
8316,ENSMUSG00000102379.2,Gm37971,lncRNA,3391,0,0.0,0.0,0.0
8317,ENSMUSG00000087123.2,Gm6706,processed_pseudogene,318,0,0.0,0.0,0.0
8318,ENSMUSG00000033981.15,Gria2,protein_coding,15548,0,0.0,0.0,0.0
8319,ENSMUSG00002075502.1,ENSMUSG00002075502,miRNA,111,0,0.0,0.0,0.0
8320,ENSMUSG00000028020.17,Glrb,protein_coding,4655,3,0.6444683136412459,11.347205511214524,3.6261126548102856
8321,ENSMUSG00000105092.2,Gm42468,lncRNA,703,0,0.0,0.0,0.0
8322,ENSMUSG00000103419.2,Gm29808,unprocessed_pseudogene,468,0,0.0,0.0,0.0
8323,ENSMUSG00000106293.2,Gm42476,lncRNA,554,0,0.0,0.0,0.0
8324,ENSMUSG00000028019.10,Pdgfc,protein_coding,5089,9,1.7685203379838867,31.13848004796833,5.0062297949298875
8325,ENSMUSG00000085106.2,Gm16000,lncRNA,447,0,0.0,0.0,0.0
8326,ENSMUSG00000102223.2,Gm37300,processed_pseudogene,280,0,0.0,0.0,0.0
8327,ENSMUSG00000102710.2,Gm4857,processed_pseudogene,785,0,0.0,0.0,0.0
8328,ENSMUSG00000104732.2,Gm43346,lncRNA,685,0,0.0,0.0,0.0
8329,ENSMUSG00000103695.2,A830029E22Rik,lncRNA,1194,0,0.0,0.0,0.0
8330,ENSMUSG00000089444.3,Gm22531,snoRNA,140,0,0.0,0.0,0.0
8331,ENSMUSG00000056023.4,Gm9989,lncRNA,3392,0,0.0,0.0,0.0
8332,ENSMUSG00000028015.4,Ctso,protein_coding,5123,0,0.0,0.0,0.0
8333,ENSMUSG00000028011.17,Tdo2,protein_coding,3881,0,0.0,0.0,0.0
8334,ENSMUSG00000028008.11,Asic5,protein_coding,2307,0,0.0,0.0,0.0
8335,ENSMUSG00000028005.14,Gucy1b1,protein_coding,3927,0,0.0,0.0,0.0
8336,ENSMUSG00000033910.14,Gucy1a1,protein_coding,6968,0,0.0,0.0,0.0
8337,ENSMUSG00000098712.3,Mir7010,miRNA,63,0,0.0,0.0,0.0
8338,ENSMUSG00000033900.14,Map9,protein_coding,6671,3,0.449707690001499,7.918039522515907,3.156726593328803
8339,ENSMUSG00000028004.13,Npy2r,protein_coding,3383,0,0.0,0.0,0.0
8340,ENSMUSG00000102514.2,Gm35323,processed_pseudogene,499,0,0.0,0.0,0.0
8341,ENSMUSG00000102629.2,Gm29999,lncRNA,2977,0,0.0,0.0,0.0
8342,ENSMUSG00000104772.2,Gm43347,processed_pseudogene,580,0,0.0,0.0,0.0
8343,ENSMUSG00000104898.2,Gm30043,lncRNA,733,0,0.0,0.0,0.0
8344,ENSMUSG00002074992.1,7SK,misc_RNA,242,0,0.0,0.0,0.0
8345,ENSMUSG00000105034.2,Gm43348,lncRNA,530,0,0.0,0.0,0.0
8346,ENSMUSG00000033882.16,Rbm46,protein_coding,2499,0,0.0,0.0,0.0
8347,ENSMUSG00000086273.8,Rbm46os,lncRNA,3445,0,0.0,0.0,0.0
8348,ENSMUSG00000028003.7,Lrat,protein_coding,5351,0,0.0,0.0,0.0
8349,ENSMUSG00000102595.2,Gm30097,lncRNA,768,0,0.0,0.0,0.0
8350,ENSMUSG00000033860.14,Fgg,protein_coding,2093,0,0.0,0.0,0.0
8351,ENSMUSG00000028001.17,Fga,protein_coding,3010,0,0.0,0.0,0.0
8352,ENSMUSG00000033831.6,Fgb,protein_coding,3810,0,0.0,0.0,0.0
8353,ENSMUSG00000027998.12,Plrg1,protein_coding,2816,15,5.326704545454546,93.7877160062209,6.5666282003695375
8354,ENSMUSG00000074517.3,Gm10710,lncRNA,3971,0,0.0,0.0,0.0
8355,ENSMUSG00000102692.2,Dchs2,protein_coding,10783,1,0.09273856997125104,1.6328554717210304,1.3966283280857512
8356,ENSMUSG00000103459.2,Gm38096,lncRNA,2389,0,0.0,0.0,0.0
8357,ENSMUSG00000101334.2,1700028M03Rik,lncRNA,476,0,0.0,0.0,0.0
8358,ENSMUSG00002074954.1,7SK,misc_RNA,298,0,0.0,0.0,0.0
8359,ENSMUSG00000102137.2,Rpl28-ps2,processed_pseudogene,554,0,0.0,0.0,0.0
8360,ENSMUSG00000119833.1,U6,snRNA,107,0,0.0,0.0,0.0
8361,ENSMUSG00000027996.14,Sfrp2,protein_coding,2153,1,0.4644681839294008,8.177928728085401,3.1981686034338868
8362,ENSMUSG00000097250.2,Gm26771,lncRNA,1082,0,0.0,0.0,0.0
8363,ENSMUSG00000104082.3,Gm7115,unprocessed_pseudogene,948,0,0.0,0.0,0.0
8364,ENSMUSG00000027995.11,Tlr2,protein_coding,3014,0,0.0,0.0,0.0
8365,ENSMUSG00000033767.15,Tmem131l,protein_coding,11726,13,1.1086474501108647,19.52004495739232,4.358961986638173
8366,ENSMUSG00000103261.2,Gm36981,TEC,4485,0,0.0,0.0,0.0
8367,ENSMUSG00000033752.8,Mnd1,protein_coding,875,1,1.1428571428571428,20.12237777322042,4.4007003447609945
8368,ENSMUSG00000027993.17,Trim2,protein_coding,19751,12,0.6075641739658751,10.697431351263958,3.5481198568634946
8369,ENSMUSG00000104043.2,Gm6525,protein_coding,1029,0,0.0,0.0,0.0
8370,ENSMUSG00000104004.2,4930565D16Rik,lncRNA,1112,0,0.0,0.0,0.0
8371,ENSMUSG00000041842.16,Fhdc1,protein_coding,6270,32,5.103668261562999,89.86069818982008,6.505584486250772
8372,ENSMUSG00000074513.10,Arfip1,protein_coding,2986,4,1.3395847287340923,23.58617622447136,4.619775471506934
8373,ENSMUSG00000102805.6,Gm37240,protein_coding,4754,0,0.0,0.0,0.0
8374,ENSMUSG00000085625.2,Gm8813,processed_pseudogene,595,0,0.0,0.0,0.0
8375,ENSMUSG00000103741.2,Gm38241,processed_pseudogene,898,0,0.0,0.0,0.0
8376,ENSMUSG00000047819.4,Tigd4,protein_coding,3459,0,0.0,0.0,0.0
8377,ENSMUSG00000056498.14,Tmem154,protein_coding,4738,1,0.21105951878429716,3.7161419484102725,2.2376071418091152
8378,ENSMUSG00000028086.16,Fbxw7,protein_coding,7046,0,0.0,0.0,0.0
8379,ENSMUSG00000102919.2,Gm37726,TEC,3886,0,0.0,0.0,0.0
8380,ENSMUSG00000104290.2,Gm38041,processed_pseudogene,661,0,0.0,0.0,0.0
8381,ENSMUSG00000102703.2,Gm38313,TEC,1266,0,0.0,0.0,0.0
8382,ENSMUSG00000099995.2,1700036G14Rik,lncRNA,542,0,0.0,0.0,0.0
8383,ENSMUSG00000105012.2,Gm42813,lncRNA,615,0,0.0,0.0,0.0
8384,ENSMUSG00000110441.2,Gm45790,lncRNA,1629,0,0.0,0.0,0.0
8385,ENSMUSG00000080424.3,Mir466k,miRNA,122,0,0.0,0.0,0.0
8386,ENSMUSG00000106422.2,Gm42812,lncRNA,337,0,0.0,0.0,0.0
8387,ENSMUSG00000085527.2,Gm15535,lncRNA,1858,0,0.0,0.0,0.0
8388,ENSMUSG00000028085.13,Gatb,protein_coding,4299,2,0.4652244708071644,8.19124473206228,3.2002602529366437
8389,ENSMUSG00000051000.18,Fam160a1,protein_coding,5290,3,0.5671077504725898,9.985111843989342,3.4574776534011558
8390,ENSMUSG00000031286.7,Glt28d2,protein_coding,2732,0,0.0,0.0,0.0
8391,ENSMUSG00000106508.2,4933425M03Rik,TEC,1544,0,0.0,0.0,0.0
8392,ENSMUSG00000119325.1,U6,snRNA,107,0,0.0,0.0,0.0
8393,ENSMUSG00000103993.2,Gm38030,processed_pseudogene,475,0,0.0,0.0,0.0
8394,ENSMUSG00000044330.9,Gm9790,processed_pseudogene,288,0,0.0,0.0,0.0
8395,ENSMUSG00002075155.1,ENSMUSG00002075155,snoRNA,119,0,0.0,0.0,0.0
8396,ENSMUSG00000118701.2,U7,snRNA,62,0,0.0,0.0,0.0
8397,ENSMUSG00000098444.3,Gm27811,snRNA,64,0,0.0,0.0,0.0
8398,ENSMUSG00000028082.15,Sh3d19,protein_coding,9004,39,4.331408262994225,76.263454188266,6.271714271925053
8399,ENSMUSG00000049013.4,Prss48,protein_coding,949,0,0.0,0.0,0.0
8400,ENSMUSG00000065847.3,Gm25188,snoRNA,122,0,0.0,0.0,0.0
8401,ENSMUSG00000028081.7,Rps3a1,protein_coding,977,0,0.0,0.0,0.0
8402,ENSMUSG00000064984.3,Snord73a,snoRNA,68,0,0.0,0.0,0.0
8403,ENSMUSG00000064390.3,Snord73b,snoRNA,71,0,0.0,0.0,0.0
8404,ENSMUSG00000103408.2,Gm37933,lncRNA,981,0,0.0,0.0,0.0
8405,ENSMUSG00000102218.2,Gm37493,processed_pseudogene,433,0,0.0,0.0,0.0
8406,ENSMUSG00000089394.3,Gm23025,snRNA,111,0,0.0,0.0,0.0
8407,ENSMUSG00000028080.17,Lrba,protein_coding,19324,4,0.20699648105982196,3.6446037159113787,2.215555509099081
8408,ENSMUSG00000103759.2,Btf3-ps12,processed_pseudogene,334,0,0.0,0.0,0.0
8409,ENSMUSG00000077744.3,Gm26343,snoRNA,131,0,0.0,0.0,0.0
8410,ENSMUSG00000065764.3,Gm23850,snRNA,169,0,0.0,0.0,0.0
8411,ENSMUSG00000064867.3,Gm25039,snRNA,107,0,0.0,0.0,0.0
8412,ENSMUSG00000057777.5,Mab21l2,protein_coding,3049,0,0.0,0.0,0.0
8413,ENSMUSG00000094392.2,Gm3788,processed_pseudogene,136,0,0.0,0.0,0.0
8414,ENSMUSG00000104108.2,Gm37876,lncRNA,1591,0,0.0,0.0,0.0
8415,ENSMUSG00000028078.15,Dclk2,protein_coding,10553,5,0.47379891973846294,8.342215745080956,3.2237647624967423
8416,ENSMUSG00000104074.2,Gm37025,processed_pseudogene,829,0,0.0,0.0,0.0
8417,ENSMUSG00000064872.3,Gm23376,snRNA,160,0,0.0,0.0,0.0
8418,ENSMUSG00000103650.2,Gm37207,processed_pseudogene,296,0,0.0,0.0,0.0
8419,ENSMUSG00000041750.14,Cd1d2,polymorphic_pseudogene,1527,0,0.0,0.0,0.0
8420,ENSMUSG00000028076.13,Cd1d1,protein_coding,2570,0,0.0,0.0,0.0
8421,ENSMUSG00000104265.2,Gm8869,processed_pseudogene,947,0,0.0,0.0,0.0
8422,ENSMUSG00000103913.2,Gm18403,processed_pseudogene,529,0,0.0,0.0,0.0
8423,ENSMUSG00000102394.2,Gm37575,processed_pseudogene,309,0,0.0,0.0,0.0
8424,ENSMUSG00000077672.3,Gm24472,snoRNA,132,0,0.0,0.0,0.0
8425,ENSMUSG00000041734.16,Kirrel,protein_coding,7463,85,11.389521640091116,200.5362249609097,7.654895367854633
8426,ENSMUSG00000102893.2,Gm37855,lncRNA,3700,1,0.27027027027027023,4.758670419342668,2.5257357559659344
8427,ENSMUSG00000074506.5,Gm10705,processed_pseudogene,461,0,0.0,0.0,0.0
8428,ENSMUSG00000015852.14,Fcrls,protein_coding,2334,0,0.0,0.0,0.0
8429,ENSMUSG00000015854.8,Cd5l,protein_coding,2036,0,0.0,0.0,0.0
8430,ENSMUSG00000059994.11,Fcrl1,protein_coding,3560,0,0.0,0.0,0.0
8431,ENSMUSG00000048031.16,Fcrl5,protein_coding,3480,0,0.0,0.0,0.0
8432,ENSMUSG00000003382.19,Etv3,protein_coding,10274,6,0.5839984426708196,10.282507622095313,3.4960158480759542
8433,ENSMUSG00000118505.2,Etv3l,protein_coding,2248,0,0.0,0.0,0.0
8434,ENSMUSG00000077376.3,Gm25167,snoRNA,120,0,0.0,0.0,0.0
8435,ENSMUSG00002075896.1,ENSMUSG00002075896,miRNA,103,0,0.0,0.0,0.0
8436,ENSMUSG00000041977.19,Arhgef11,protein_coding,7951,14,1.760784806942523,31.002279929813884,5.000102785195811
8437,ENSMUSG00000023084.12,Lrrc71,protein_coding,4552,0,0.0,0.0,0.0
8438,ENSMUSG00000028073.16,Pear1,protein_coding,6781,18,2.6544757410411446,46.737568194694255,5.577053170674182
8439,ENSMUSG00000028072.7,Ntrk1,protein_coding,2588,0,0.0,0.0,0.0
8440,ENSMUSG00000005640.12,Insrr,protein_coding,5714,0,0.0,0.0,0.0
8441,ENSMUSG00000028071.13,Sh2d2a,protein_coding,5939,0,0.0,0.0,0.0
8442,ENSMUSG00000004895.10,Prcc,protein_coding,2099,12,5.717008099094807,100.65982211472819,6.66760580123516
8443,ENSMUSG00000004897.17,Hdgf,protein_coding,2873,98,34.110685694396096,600.5895906904459,9.232635794042277
8444,ENSMUSG00000019710.14,Mrpl24,protein_coding,2255,1,0.4434589800443459,7.808017982956928,3.138817414394595
8445,ENSMUSG00000004896.17,Rrnad1,protein_coding,6342,3,0.4730368968779565,8.328798747193886,3.2216913197649464
8446,ENSMUSG00000048039.9,Isg20l2,protein_coding,2893,23,7.9502246802627035,139.98024634844833,7.139349221252738
8447,ENSMUSG00000004885.6,Crabp2,protein_coding,1322,0,0.0,0.0,0.0
8448,ENSMUSG00000103792.2,Gm3745,processed_pseudogene,421,1,2.375296912114014,41.82204406548188,5.420281757793177
8449,ENSMUSG00000004891.17,Nes,protein_coding,6416,6,0.9351620947630922,16.465474331266712,4.126433919187488
8450,ENSMUSG00000004892.14,Bcan,protein_coding,4064,0,0.0,0.0,0.0
8451,ENSMUSG00000004894.11,Hapln2,protein_coding,2371,0,0.0,0.0,0.0
8452,ENSMUSG00000105843.2,Gm19439,TEC,2273,0,0.0,0.0,0.0
8453,ENSMUSG00000028069.17,Gpatch4,protein_coding,2447,4,1.634654679199019,28.781496610654465,4.896344350436537
8454,ENSMUSG00000028070.8,Naxe,protein_coding,908,15,16.519823788546255,290.86586814264103,8.189161696467947
8455,ENSMUSG00000051036.14,Ttc24,protein_coding,2351,0,0.0,0.0,0.0
8456,ENSMUSG00000028068.15,Iqgap3,protein_coding,11384,26,2.2839072382290935,40.21293871580856,5.365025434496159
8457,ENSMUSG00000001419.18,Mef2d,protein_coding,5985,48,8.020050125313283,141.20966858400297,7.151875744352341
8458,ENSMUSG00000096935.6,1700113A16Rik,lncRNA,1095,0,0.0,0.0,0.0
8459,ENSMUSG00000097280.2,AI849053,lncRNA,2658,0,0.0,0.0,0.0
8460,ENSMUSG00000097428.2,AW047730,lncRNA,2579,0,0.0,0.0,0.0
8461,ENSMUSG00000097156.8,Gm3764,lncRNA,5813,0,0.0,0.0,0.0
8462,ENSMUSG00000092988.3,Mir3093,miRNA,87,0,0.0,0.0,0.0
8463,ENSMUSG00002075840.1,ENSMUSG00002075840,miRNA,108,0,0.0,0.0,0.0
8464,ENSMUSG00000106493.3,Mir9-1,miRNA,89,0,0.0,0.0,0.0
8465,ENSMUSG00000104445.2,Rhbg,protein_coding,1937,0,0.0,0.0,0.0
8466,ENSMUSG00000103766.6,Gm38392,protein_coding,1524,0,0.0,0.0,0.0
8467,ENSMUSG00000010538.15,Tsacc,protein_coding,1112,0,0.0,0.0,0.0
8468,ENSMUSG00000103574.2,Gm37116,processed_pseudogene,147,0,0.0,0.0,0.0
8469,ENSMUSG00000001416.14,Cct3,protein_coding,6370,40,6.279434850863423,110.56251523747487,6.801708555963211
8470,ENSMUSG00000001418.14,Glmp,protein_coding,6291,8,1.271657924018439,22.39018350223223,4.547831274949741
8471,ENSMUSG00000001420.14,Tmem79,protein_coding,2912,0,0.0,0.0,0.0
8472,ENSMUSG00000001415.11,Smg5,protein_coding,6956,34,4.88786658999425,86.06106077534614,6.443955693304103
8473,ENSMUSG00000041423.17,Paqr6,protein_coding,2429,0,0.0,0.0,0.0
8474,ENSMUSG00000074489.10,Bglap3,protein_coding,2629,0,0.0,0.0,0.0
8475,ENSMUSG00000096792.3,Gm21956,unprocessed_pseudogene,522,0,0.0,0.0,0.0
8476,ENSMUSG00000074486.3,Bglap2,protein_coding,471,0,0.0,0.0,0.0
8477,ENSMUSG00000078691.4,Gm6821,unprocessed_pseudogene,542,0,0.0,0.0,0.0
8478,ENSMUSG00000074483.3,Bglap,protein_coding,618,0,0.0,0.0,0.0
8479,ENSMUSG00000028066.16,Pmf1,protein_coding,4063,8,1.968988432192961,34.6681379307268,5.1565639961917435
8480,ENSMUSG00000050144.14,Slc25a44,protein_coding,3578,7,1.956400223588597,34.44649632782982,5.14757112770416
8481,ENSMUSG00000106568.2,Gm42814,processed_pseudogene,460,0,0.0,0.0,0.0
8482,ENSMUSG00000028064.18,Sema4a,protein_coding,5406,0,0.0,0.0,0.0
8483,ENSMUSG00000098655.3,Mir7011,miRNA,73,0,0.0,0.0,0.0
8484,ENSMUSG00000103304.2,Gm5979,unprocessed_pseudogene,571,0,0.0,0.0,0.0
8485,ENSMUSG00000028063.16,Lmna,protein_coding,5838,205,35.11476533059267,618.2685017251479,9.274421256917536
8486,ENSMUSG00000103115.2,Gm37584,lncRNA,1290,0,0.0,0.0,0.0
8487,ENSMUSG00000074480.5,Mex3a,protein_coding,5778,26,4.499826929733472,79.22881521993158,6.326048587284743
8488,ENSMUSG00000084728.3,Mir1905,miRNA,82,0,0.0,0.0,0.0
8489,ENSMUSG00000008601.13,Rab25,protein_coding,1673,0,0.0,0.0,0.0
8490,ENSMUSG00000028062.16,Lamtor2,protein_coding,1218,2,1.6420361247947455,28.911462317845437,4.902626537846592
8491,ENSMUSG00000008604.12,Ubqln4,protein_coding,4147,42,10.127803231251507,178.32104730307466,7.486401020187964
